Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_UTDNH_7715_1,1,"[Supply of 66/11.55KV 20MVA Power Transformers at Dabhel Sub-Station, DNHDDPCL.]",24-Sep-2025 12:20 PM,UT Administration of Dadra and Nagar Haveli||DNH Power Distribution Corporation LTD - UTDNH||Off.of Exec.engineer-Power Distribution corp-UTDNH,06-Oct-2025 01:00 PM,https://dnhtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SP96BT0yirW5BcQNaDfftEg%3D%3D
2,2025_UTDNH_7684_1,1,"[Providing SCADA System at Water Treatment Plant WD-II and WD-III, Silvassa]",08-Sep-2025 02:10 PM,UT Administration of Dadra and Nagar Haveli||District Panchayat - UTDNH||PWD III Irrigation Division - UTDNH,30-Sep-2025 02:00 PM,https://dnhtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SSpxdU%2BkV9M%2BgOplCDODWcA%3D%3D
3,2025_UTDNH_7677_1,1,[Establishment of 2 x20 MVA 66/11kV Gas insulated Substation (GIS) at village Naroli U.T. of DNH and DD],29-Aug-2025 06:55 PM,UT Administration of Dadra and Nagar Haveli||DNH Power Distribution Corporation LTD - UTDNH||Off.of Exec.engineer-Power Distribution corp-UTDNH,30-Sep-2025 01:00 PM,https://dnhtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SkI23fFpyw1KjnKAFiJFwGg%3D%3D
4,2025_UTDNH_7678_1,1,[Establishment of 2 x20 MVA 66/11kV Gas insulated Substation (GIS) at village Chinchpada (Dapada) U.T. of DNH and DD],29-Aug-2025 06:55 PM,UT Administration of Dadra and Nagar Haveli||DNH Power Distribution Corporation LTD - UTDNH||Off.of Exec.engineer-Power Distribution corp-UTDNH,30-Sep-2025 01:00 PM,https://dnhtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SvETm9sWw1hbyo1G%2BOJTSUA%3D%3D
5,2025_UTDNH_7679_1,1,[Establishment of 2 x20 MVA 66/11kV Gas insulated Substation (GIS) at village Kilwani (Silli kuvapada) U.T. of DNH and DD],29-Aug-2025 06:55 PM,UT Administration of Dadra and Nagar Haveli||DNH Power Distribution Corporation LTD - UTDNH||Off.of Exec.engineer-Power Distribution corp-UTDNH,30-Sep-2025 01:00 PM,https://dnhtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SynbeFe%2FMtI3VwcA2Sbrwig%3D%3D
6,2025_UTDNH_7675_1,1,"[Selection of an agency for Operation, Management and  Maintenance of Hospitality and Allied Services at Ayurvedic Hospital and Wellness Centre, Pati, DNH]",26-Aug-2025 09:00 AM,UT Administration of Dadra and Nagar Haveli||Director Medical and Health Service - UTDNH||Off. Of Dir. Medical and Health Service - UTDNH,06-Oct-2025 02:00 PM,https://dnhtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S67oGrQv9HOLH5M%2FgG7oHQQ%3D%3D
7,2025_UTDNH_7674_1,1,"[Selection of an agency for running the Ayurvedic Hospital by providing skilled manpower, medicines and consumables at Ayurvedic Wellness Centre and Hospital, Pati, DNH]",26-Aug-2025 09:00 AM,UT Administration of Dadra and Nagar Haveli||Director Medical and Health Service - UTDNH||Off. Of Dir. Medical and Health Service - UTDNH,06-Oct-2025 02:00 PM,https://dnhtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SRwUFQ%2Bmqw%2BitNYL6yF6BaA%3D%3D
8,2025_UTDNH_7657_1,1,[Upgradation and Strengthening of Road from Gandhigram Junction to Silli-Fatak. Ch. 0 plus 000 to Ch. 2 plus 420 and Upgradation and Strengthening of Road from Silli Fatak to Gujarat Boader Ch. 0 Plus 000 to Ch. 4 Plus 940 EPC Mode.],05-Aug-2025 12:30 PM,UT Administration of Dadra and Nagar Haveli||Public Works Department - UTDNH,07-Oct-2025 12:00 PM,https://dnhtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SbXhl960zK0iTp4e1hloOdw%3D%3D
