Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
21,2025_DLA_19983_1,"[Improvements to the Community hall Kunichempet colony in Mannadipet Constituency, Puducherry]",26-Sep-2025 02:00 PM,Department of Local Administration||Mannadipet Commune Panchayat-DLA,07-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SftNci3MFtmO0Fpqzf0ATKQ%3D%3D
22,2025_DLA_19942_1,[Improvements to the burial ground in Bahour village in Bahour Constituency],26-Sep-2025 03:30 PM,Department of Local Administration||Bahour Commune Panchayat-DLA,03-Oct-2025 10:30 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SZ3ulNr0x0435ODT3y%2F4T%2FA%3D%3D
23,2025_DRDA_20054_1,"[Construction of Community soak pit in Govt. schools and Temple at various village Panchayat and Commune in Villianur Block, Puducherry (11 Units)]",29-Sep-2025 03:00 PM,District Rural Development Agency||Block Development Office - Villianur,09-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SetRZ5lz52MH0BzexIIQZ%2BQ%3D%3D
24,2025_EDHD_19655_1,[Supply of 20 Nos. of 25 Kg of SF6 Gas with Cylinder],29-Aug-2025 06:00 PM,Electricity Department||Head of the Department||MRT and Materials Management Cell,07-Oct-2025 11:00 AM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SZ9MHqHRmebPlfhLUYZn1YQ%3D%3D
25,2025_DoFFW_19796_1,[Supply of Life Jacket],10-Sep-2025 10:00 AM,Department of Fisheries and Fishermen Welfare||The Pondicherry State Fisherman Co-operative Federation Ltd,30-Sep-2025 12:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SCdwmgdCsV7vIdr8RsXH55w%3D%3D
26,2025_PWDC1_20053_1,"[Appointment of Consultant to carry out Consultancy Services for Comprehensive Renovation, Refurbishing, Modification of Internal Spaces, MEP works, Data lines and Face lifting the External Facades to the Secretariat Building at Goubert Avenue, Beach ]",29-Sep-2025 11:30 AM,Public Works Department||CIRCLE I||Buildings and Roads(CENTRAL),15-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SDtK%2BZmw3jm0rfyZ2L86rTw%3D%3D
27,2025_EDHD_20037_1,[setting up of Pilot Projects of 50 MW/ 200 MWh Standalone Battery Energy Storage Systems in UT of Puducherry],27-Sep-2025 10:00 AM,"Electricity Department||Head of the Department||General, P and M and Computer Centre",10-Nov-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Su5q3hrgCUn%2BzKiv6rGX84A%3D%3D
28,2025_PWDC2_19998_1,"[Sub Work Urgent repair works to Government Primary School, Navarkulam and Government Primary School, Sanjeevirayanpet in Kalapet Constituency, Puducherry.]",26-Sep-2025 10:50 AM,Public Works Department||CIRCLE II||Special Buildings Division-II,07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sx1yxehtKXJUgMY9CS0D7%2Fw%3D%3D
29,2025_DRDA_20045_1,"[Construction of  Toilet Block at Pidari Sri Meenakshi Amman koil  campus at Thondamanatham, Puducherry.]",29-Sep-2025 03:00 PM,District Rural Development Agency||Block Development Office - Villianur,09-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Scj7GbCsvuAghiIEi6nCkDg%3D%3D
30,2025_PWDC1_20043_1,"[Improvements to the roads and drains at Kennady Nagar main road from Maraimalai Adigal salai to Arignar Anna Street in Ilango Nagar, Orlenapet Constituency, Puducherry]",27-Sep-2025 05:15 PM,Public Works Department||CIRCLE I||Buildings and Roads(CENTRAL),07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SFd%2FxbvR7cV1pAa%2B36CfsmA%3D%3D
31,2025_PWDC2_19994_1,"[Construction of two classrooms with staircase G at Government Primary School, Chinnaveerampattinam, Ariyankuppam Commune, Puducherry.]",26-Sep-2025 04:15 PM,Public Works Department||CIRCLE II||Special Buildings Division-II,07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=STrq387ecdWUFJ6GtzVwgIw%3D%3D
32,2025_DLA_19941_1,[Providing road and drainage facilities to the Thamaraikulam street in Bahour],26-Sep-2025 03:30 PM,Department of Local Administration||Bahour Commune Panchayat-DLA,03-Oct-2025 10:30 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SsVNAWtraL49r7vit4D2yLw%3D%3D
33,2025_PWDC2_20050_1,"[Desilting the Sanniyasikuppam Tank feeding channel at Thirubuvanai Village in Mannadipet Commune, Puducherry-(II Call).]",29-Sep-2025 01:00 PM,Public Works Department||CIRCLE II||IRRIGATION,09-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SO8J5AvqINdAaRclv51C3Jg%3D%3D
34,2025_DLA_19982_1,[Improvements to the Mettu street at Chettipet(II-Phase)],26-Sep-2025 01:50 PM,Department of Local Administration||Mannadipet Commune Panchayat-DLA,07-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=StGi1RyMUqdmeMPi%2BrUojqw%3D%3D
35,2025_PWDC1_20040_1,"[Improvements to the  Pudhu Nagar Jayamkondan Mariamman Kovil Street to Newton theater,  Puducherry]",27-Sep-2025 04:00 PM,Public Works Department||CIRCLE I||Buildings and Roads(CENTRAL),07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SYQ1QRK1qkxG%2FvOLfAOeRqg%3D%3D
36,2025_PWDC2_19855_1,"[Renovation to the existing damaged Hockey Court and Construction of a Gallery at Indira Gandhi Sports Complex, Uppalam, Puducherry.]",16-Sep-2025 11:20 AM,Public Works Department||CIRCLE II||Special Buildings Division-II,06-Oct-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SpjBN70LWgno0jnIzWwvRJw%3D%3D
37,2025_PWDC1_20044_1,"[Construction of Compound Wall for Government Servant Quarters Campus Lawspet along the western side of college main road From R block to Z block Lawspet, Puducherry]",27-Sep-2025 05:30 PM,Public Works Department||CIRCLE I||Buildings and Roads(CENTRAL),07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SuPZYE7NRqCbIG%2FUYAq6EPw%3D%3D
38,2025_DLA_19945_1,"[Improvements to the cement road and drainage at Bharathi Nagar, Kuruvinatham in Bahour Constituency.]",26-Sep-2025 03:30 PM,Department of Local Administration||Bahour Commune Panchayat-DLA,03-Oct-2025 10:30 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sku7%2FYXxTybwNuOwcOLc1LA%3D%3D
