Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_GSL_98102_2,[	Supply of Laboratory Cabinet for Frigates yard Nos.1258-59. Detailed scope attached as per GSL TA No.H-TA-332900-03 Rev.C dtd 02.07.2025],26-Sep-2025 05:10 PM,Goa Shipyard Limited||COMMERCIAL,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sob9Q7%2BpAKIZeexHJ8cz4Jg%3D%3D
2,2025_GSL_98147_1,[SUPPLY OF LIFE SAVING APPLIANCES FOR 2000 M3 TRAILING SUCTION HOPPER DREDGERAS PER TECHNICAL REQUIREMENT/TECHNICAL SPECIFICATION/ TA/SCOPE OF SUPPLY PLACED AT ANNEXURE-I.],17-Sep-2025 06:20 PM,Goa Shipyard Limited||COMMERCIAL,08-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2FFtIZKT8NgBcKmtcLFQ1Iw%3D%3D
3,2025_GSL_98139_1,[INVITATION FOR EXPRESSION OF INTEREST (EOI) FOR APPOINTMENT AS STORES CONSULTANT  TO GSL FOR IMPLEMENTATION OF PUBLIC PRIVATE PATNERSHIP (PPP-MODEL) FOR WAREHOUSE AND LOGISTICS MANAGEMENT IN THE SHIPYARD.],17-Sep-2025 09:00 AM,Goa Shipyard Limited||COMMERCIAL,20-Oct-2025 04:30 PM,https://eprocuregsl.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SoKusJQ32L9kYiKldjhZnmw%3D%3D
