Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
15,2025_HRD_104900_1,"[Construction of 100 Bedded Hostel for PVTG at Govt. Basic School Taljhari (UDISE 20090903802), at Taljhari block in Sahebganj district of Santhal Pragana Division in Jharkhand.]",16-Sep-2025 04:30 PM,HRD Secretary||Jharkhand Education Project Council,03-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SjcGTizvxKFCtQfzWt8mUbg%3D%3D
16,2025_ENRGY_105159_1,[S/R to External lighting of Garden light and security light in the campus of Circuit House at Seraikela.],25-Sep-2025 04:00 PM,Energy CEE,04-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SI3yuLXulmm98Rx8v4YnruA%3D%3D
17,2025_HLTH_104918_1,[Rate Contract for Cath Lab at Sadar Hospital Ranchi],17-Sep-2025 12:25 PM,Health CE,04-Oct-2025 05:00 PM,https://jharkhandtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S9qIvt3%2FHWJZ2Hldb3z0jcg%3D%3D
18,2025_UDD_105243_2,[Improvement  of PCC road Bariyatu main road to clinica cure hospital under ward No-04],26-Sep-2025 06:00 PM,UDD Secretary||UDD Chairperson eProc Cell,09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SGNKZqCBGwd0o6dl74VbZKQ%3D%3D
19,2025_RDSPL_105207_8,"[Construction of Culvert of size 1x15x8 on road between Kutungiya Bhavan to Pahantoli near Panchayat Bhavan, Jaldega block, district Simdega.]",26-Sep-2025 09:00 AM,RDD Special Division||RDD SPL CE RANCHI||RDD SPL SE Ranchi||RDD SPL EE Simdega,08-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SJg4qoSx%2FkpJRxUaD0KF1Xg%3D%3D
20,2025_WRD_105138_7,"[CONSTRUCTION OF PCC ROAD VIL - ANJANA HATHPARA, PANCHAYAT - JAIKISTOPUR UNDER BLOCK - PAKUR, DIST - PAKUR]",25-Sep-2025 03:00 PM,WRD EinC Major-Med n Minor||WRD Minor CE DUM,09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SuGpSE%2FukH%2F9JBJ6r%2F6lQEw%3D%3D
21,2025_RWD_105241_1,[Construction of road from Benagariya School to Hichuganiya  (L-1.000 Km.)],26-Sep-2025 04:30 PM,"RWD EinC||RWD CE||RWD SE, GIRIDIH.||RWD EE, DHANBAD.",09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SrNq8PuRbYxwrAhMFFimvlA%3D%3D
22,2025_JPHCL_105142_1,[Repair or Renovetion Work of Zila Sainik Kalyan Office Cum Sainik Rest House Chaibasa in the district of West Singhbhum.],26-Sep-2025 05:00 PM,Jharkhand Police Housing Corporation Ltd||JPHCL RANCHI,15-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SlvcVdhRN81PSRfi619xytA%3D%3D
23,2025_JPHCL_105139_1,[Construction of Kitchen and Dining Hall at Central Training Institute Home Guard Dhurwa in the district of Ranchi],26-Sep-2025 05:00 PM,Jharkhand Police Housing Corporation Ltd||JPHCL RANCHI,15-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SFMoJ29saKzEAOiSSGrD91g%3D%3D
24,2025_KCCHA_105205_1,[E AUCTION SAND GHAT SARAIKELA GROUP B],26-Sep-2025 10:00 AM,"Department of Mines and Geology||DMG/DIRECTORATE OF MINES||KOLHAN CIRCLE (CHAIBASA)||DISTRICT MINING OFFICE,SARAIKELA-KHARSAWAN",14-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SrepPHvSXBu6AQN58LloeFQ%3D%3D
25,2025_JPHCL_105125_1,[Construction of Administrative Building at Home Guard Ramgarh in the district of Ramgarh],26-Sep-2025 05:00 PM,Jharkhand Police Housing Corporation Ltd||JPHCL RANCHI,15-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sneiuyagn8c%2F%2Bb1R4JJiQpA%3D%3D
26,2025_RIMS_104417_1,"[Open tender is being invited for supply and insallation of high dose brachytherapy in TCCC radiation oncology, RIMS, Ranchi. ]",30-Aug-2025 10:00 AM,Rajendra Institute of Medical Sciences,07-Oct-2025 05:00 PM,https://jharkhandtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SwfA0ptsUeYowIfGIlFiUcA%3D%3D
27,2025_UDD_105311_3,"[Repairing  Of Leaking Roof  and Renovation  Of  Qrt No- C/06 of Nasir Ansari ,C/28 of Md Hafiz ,C/27 of Durga Raut B/02 Of Jaykishan Prasad ,C/20 of Suresh Prasad Mahato, C/35 of Gurudhanturi ,C/34 of Lakshmi Narayan Ray, C/29 of Fajlu Rahman, B/05 o]",29-Sep-2025 09:00 AM,UDD Secretary||UDD Chairperson eProc Cell,04-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SThx4WcaqSYw9qOwtdOdVmQ%3D%3D
28,2025_BCD_105193_1,[(3) Supply and Installation work of Smart Class Three Nos. in J.E. Dhunjibhoy Academic and Research Centre at RINPAS Kanke Ranchi ],25-Sep-2025 06:00 PM,"BCD EinC||BCD CE||BCD SE CHOTANAGPUR||BCD EE, RANCHI-1",04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SyGmUjI0jaRMOm1LT%2Bkqk5A%3D%3D
29,2025_ENRGY_105159_4,"[S/R to E.I in Ground Floor, 1st Floor and 2nd Floor in Civil S.D.M office at Chandil.]",25-Sep-2025 04:00 PM,Energy CEE,04-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=StdLqFan9SqVMFSoKTCLegw%3D%3D
30,2025_JSEB_104309_1,[NIT-149/PR/JBVNL/25-26],27-Aug-2025 03:00 PM,"JSEB||JBVNL||GM (TECHNICAL), ESA, JAMSHEDPUR, JBVNL.",13-Oct-2025 05:00 PM,https://jharkhandtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S1BdSxRvGJcKVFwXSsJNNtA%3D%3D
31,2025_BCD_105155_1,"[Construction of Multipurpose Hall Using PEB (Pre-Engineered Building) at RDC, SDO Residence, Kanke Road, Ranchi]",25-Sep-2025 03:30 PM,"BCD EinC||BCD CE||BCD SE CHOTANAGPUR||BCD EE, RANCHI-1",06-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S7vC6hZkJVd1mLRroJ158aA%3D%3D
32,2025_JPHCL_105145_1,[Construction of Boundary Wall 570 M with Main Gate at Home Guard Pakur in the district of Pakur.],26-Sep-2025 05:00 PM,Jharkhand Police Housing Corporation Ltd||JPHCL RANCHI,15-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SZrEYE2L5r%2FBJ3vJlgsHqtg%3D%3D
33,2025_JPHCL_105140_1,[Construction of M.T. Shed at Home Guard Hazaribagh in the district of Hazaribagh.],26-Sep-2025 05:00 PM,Jharkhand Police Housing Corporation Ltd||JPHCL RANCHI,15-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SdJbfSaRYR1shSYJfUqMCeg%3D%3D
34,2025_UDD_105308_4,[Construction of New Bituminous Road from Main road to Geetanjali Residency and from Sharma Ji house to End of Road No 6N  in Virndavan Colony under ward No-04],27-Sep-2025 06:55 PM,UDD Secretary||UDD Chairperson eProc Cell,09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SkIfXgfaPW1P4KcMat1bEbA%3D%3D
35,2025_JSEB_104793_1,[396/PR/JUSNL/2025-26],13-Sep-2025 12:00 PM,"JSEB||JUSNL||GM, TZ-IV, MEDININAGAR.",06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S7ccyxMVlwd9n%2F%2ByojWWyHA%3D%3D
36,2025_JAIL_105214_2,[Supply of Food Grains and other Articles in Dist Jail Garhwa],29-Sep-2025 10:00 AM,Jail Inspectorate,04-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SfHuj%2Bxw5uv5nUSIlLVMmwg%3D%3D
37,2025_DWSD_105250_1,[Desilting of Intake well for Mauda Rural Pipe  Water Supply Scheme in Block Bahragora under DW and S Division Jamshedpur Group-03],26-Sep-2025 04:40 PM,DWSD EinC||DWSD CE RANCHI||DWSD SE Jamshedpur||DWSD EE Jamshedpur,03-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SOnRDNWfduU%2BgPuO7CRE%2FHg%3D%3D
38,2025_WRD_105312_12,"[Construction of Weir in Hijri River under Block - Boarijore, District - Godda]",29-Sep-2025 11:00 AM,WRD EinC Major-Med n Minor||WRD Minor CE DUM||WRD SE DUM Minor||WRD EE Dumka Minor,11-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SkOM6Fuyn5GcWza3ZLzetmQ%3D%3D
39,2025_UDD_105308_7,[Construction of PCC Road from vinita kachhap via mariam bengra to jwala munda at mundagada under ward no-13],29-Sep-2025 09:00 AM,UDD Secretary||UDD Chairperson eProc Cell,09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SkpYXUkjAi6cdSq3jHIb%2BLg%3D%3D
40,2025_RDSPL_105216_1,"[CONSTRUCTION OF R.C.C CULVERT AND GUARD WALL OVER JORIYA BETWEEN JAIN MANDIR TO VILLAGE SALKUNDA , VILL- SALKUNDA , G.P- KHAIRA , BLOCK- NALA, DIST- JAMTARA, GR. NO.-01]",26-Sep-2025 06:00 PM,RDD Special Division||RDD SPL CE RANCHI||RDD SPL SE Dumka||RDD SPL EE Jamtara,07-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S9XJ1g6z%2FizC9Uyn3%2F5rPkA%3D%3D
41,2025_HRD_104900_2,"[Construction of 100 Bedded Hostel for PVTG at Govt. UPG H.S Tabela, Chainpur (UDISE 20160408001), at Chainpur block in Gumla district of South Chottanagpur Division in Jharkhand.]",16-Sep-2025 04:30 PM,HRD Secretary||Jharkhand Education Project Council,03-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SAMhnFxONunCaTiSkC6CqEg%3D%3D
42,2025_UDD_105310_9,[Construction of Cover Slab at RCC Drain  at Ayudhaypuri Road No-01 A under     ward No 46],29-Sep-2025 09:00 AM,UDD Secretary||UDD Chairperson eProc Cell,09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SvLTbNCuX3nwHLqIt8pqJwA%3D%3D
43,2025_NREDU_105246_1,[NREP/DMK/NITI AYOG/06/25-26 gr 05],26-Sep-2025 05:00 PM,N.R.E.P  DUMKA,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SyndBK4rhZVA934Cg9tNfyA%3D%3D
44,2025_UDD_105198_4,[Installation of Gate Jagarnathpur Rain Basera Building under ward No-37],25-Sep-2025 06:55 PM,UDD Secretary||UDD Chairperson eProc Cell,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SDz75lT3tx511STksjhJdug%3D%3D
45,2025_UDD_104977_1,[PCC ROAD],19-Sep-2025 11:00 AM,UDD Secretary||UDD Chairperson eProc Cell,04-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SUGrn%2FSvzMtxHxd7E8duavw%3D%3D
46,2025_ENRGY_105159_3,"[Annual Repair to E.I Service cable connection, Replacement of Security light and Repairing of High mast light in the campus of Sub-Divisional Court at Chandil (Sraikella-Kharsawan)]",25-Sep-2025 04:00 PM,Energy CEE,04-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SdvOpGvPJRL6EBgs%2Bo6gCCg%3D%3D
47,2025_DZPD_104926_1,[Construction of Health Sub Centre Rampur-Kurwa under Dumka Block of Dumka District.],18-Sep-2025 11:00 AM,DUMKA ZILA PARISHAD,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SbRGWihJe%2F7nDmjLqazNeLA%3D%3D
48,2025_UDD_105308_10,[Repairing of Albert Ekka Chowk under ward No-18],29-Sep-2025 09:00 AM,UDD Secretary||UDD Chairperson eProc Cell,09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sc94j1YHAuicbQDzIySCLxA%3D%3D
49,2025_DMFTL_104458_2,"[Retender of Request for Proposal (RFP) for Installation, Commissioning and                    Maintenance of ARTIFICIAL INTELLEGANCE Labs in selected govt. schools of Latehar.]",26-Sep-2025 06:10 PM,D.M.F.T. LATEHAR,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SDpvKKkjfHxdkzor2Wl2zxw%3D%3D
50,2025_JSEB_104873_1,[NIT-191/PR/JBVNL/2025-26],15-Sep-2025 05:15 PM,"JSEB||JBVNL||GM (TECHNICAL), ESA, JAMSHEDPUR, JBVNL.",10-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SOZjgKBjbTO1cjGzNnpMong%3D%3D
51,2025_FCID_105200_1,[SUPPLY OF EPABX SYSTEM WITH HANDSET WTIH ALLIED ITEMS ON SITC BASIS],26-Sep-2025 10:00 AM,FOOD CRAFT INSTITUTE DEOGHAR,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S2F6zERV275yjR%2BYquLK%2BFg%3D%3D
52,2025_RDSPL_105147_1,[Construction of Four Additional Class Room (4ACR) at  Rajkiyakrit M S Bhojudih under Block- Chandankiyari  District Bokaro],25-Sep-2025 03:00 PM,RDD Special Division||RDD SPL CE RANCHI||RDD SPL SE Hazaribag||RDD SPL EE Bokaro,03-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Su7HOzFj16u%2FGJLnfZmC9yg%3D%3D
53,2025_NREDU_105254_1,[NREP/DMK/NITI AYOG/06/25-26 gr 07],26-Sep-2025 05:00 PM,N.R.E.P  DUMKA,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sh7UGvMHNQdHvRnXxwxg2zw%3D%3D
54,2025_ENRGY_105231_1,"[Round the clock comp. operation AAMC of all E.I and Running and Manning operation of Panel 2 no 2000 KVA DG set and 1 no 500 KVA DG set and 22 nos Lifts installed in Newly Constructed Vidhan Sabha at Dhurwa, Ranchi.]",26-Sep-2025 03:00 PM,Energy CEE,06-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2BSb9sE%2BOXIiME4A8TY765w%3D%3D
