Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
371,2025_PWD_610101_1,"[Special repairs to leaky roof, doors, window, water supply, sanitary arrangements, Interior , Exterior wall and Compound wall emulsion painting works in Government School Girls Hostel at Kancheepuram]",29-Sep-2025 04:15 PM,"PWD||PWD CE buildings||Buildings (C and M) Circle, PWD, Vellore||Buildings (C and M) Division, PWD, Kancheepuram",09-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sqq1OA58hgu4BI3HgTDLrxQ%3D%3D
372,2025_DTP_606507_1,[15th Finance 2025-26 1st Installment - Arumanai TP - Manneduppankuzhi azhagal drainage - Retender],19-Sep-2025 04:30 PM,Directorate of Town Panchayats||Nagercoil Zone||Arumanai Town Panchayat,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SokE5tnbSsxU4BdM%2FhG6Rng%3D%3D
373,2025_EB_607486_1,[MTPS I BM Unit III Boiler pressure parts AOH 2025 Water Washing of Boiler Ist and IInd pass area  Removal of heavy particle of soot deposited on Water wall tube etc],22-Sep-2025 05:00 PM,TNEB Limited||TANGEDCO||CE-MTPS-I - TANGEDCO||SE-Mechanical Maintenance I-MTPS-I - TANGEDCO,06-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SvTPv3FcUZ%2FXmhorePDbvJQ%3D%3D
374,2025_DTP_609623_1,[129/2025 Third Call Retender BPHU],27-Sep-2025 02:25 PM,"Directorate of Town Panchayats||Coimbatore Zone||Sarkar Samakulam Town Panchayat, Coimbatore",15-Oct-2025 03:00 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sdvxdk0yVToRoGJtzPh9FKA%3D%3D
375,2025_HWAY_604673_1,[Restoration Works -2025-26],17-Sep-2025 06:30 PM,Highways||Construction and Maintenance Wing||Coimbatore Circle||Coimbatore,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SxPSxoWbxkelt9yRvh7Xrvw%3D%3D
376,2025_MAWS_607230_1,[GENERAL FUND-2025-2026-Repair and Maintanace of Drain at Ward No.20 Library Near  in Karamadai Municipality.],22-Sep-2025 09:00 AM,MAWS||Karamadai Municipality,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SJJdYnCtYTKdc70byiE6taQ%3D%3D
377,2025_RDTN_608116_1,[Providing Basic infrastructure works at Kasthambadi Camps in Polur Block Package No. TVM/2025-26/193 of Tiruvannamalai District],24-Sep-2025 09:00 AM,"Rural Development and Panchayat Raj Department||Tiruvannamalai,RD,TN",03-Oct-2025 03:00 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SdVXmOixncRRR%2BEBR%2FaSSPQ%3D%3D
378,2025_TNFDC_606792_1,[Construction of 10 MT Block Ice Plant Facilities in Keelamoovarkarai at Mayiladuthurai District],22-Sep-2025 09:00 AM,Tamil Nadu Fisheries Development Corporation Ltd,08-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S5gCiEQPGSHQp6pPL%2FnaZUw%3D%3D
379,2025_HWAY_603992_1,"[TRY-92 / 2025-26, Pudukkottai EastSubDivision]",13-Sep-2025 06:55 PM,Highways||Construction and Maintenance Wing||Trichy Circle,07-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S4bSGVA9wP9co4kLOuPkztA%3D%3D
380,2025_CoC_609990_1,"[ 	Z.O. XIV.C.No.E2/6922/2025 Removal of Debris deposited on the Radial Road North side Using JCB and HMV Tipper 5 MT at Division 189, Unit43, Zone-14]",29-Sep-2025 12:45 PM,"Corporation of Chennai||Regional office South,CoC",29-Sep-2025 06:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S7Jga3Iout1eY40XWD5ykug%3D%3D
381,2025_HWAY_598558_1,[TN 21 25 26 Erode Division TPR 047],29-Aug-2025 05:30 PM,Highways||Construction and Maintenance Wing||Tiruppur Circle,30-Sep-2025 10:45 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Slr2n8oEmjJBZQYsxoHC8Kg%3D%3D
382,2025_TNHB_605937_1,[Special Maintenance Repair Works],18-Sep-2025 06:00 PM,Tamil Nadu Housing Board||Project Circle (City)||SAF Games Village Division,07-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sg7GOCPtqI2nv09NI6K1LKQ%3D%3D
383,2025_HWAY_609727_1,[Dharmapuri (H) CandM Sub Division (SLM-110)],29-Sep-2025 10:00 AM,Highways||Construction and Maintenance Wing||Salem Circle,23-Oct-2025 10:30 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SOyKcySm9gXsr0G0m04F%2Beg%3D%3D
384,2025_EB_609020_1,"[TTPS Operation Circle  CAD Water leak arresting by patch welding clamping the punctured portion of various sizes of Sea water, service water and Raw water pipe lines and replacement of 300,200,150NB pipelines and overhauling of 100NB gate valves]",26-Sep-2025 05:30 PM,TNEB Limited||TANGEDCO||CE-TTPS - TANGEDCO||SE-Operation-TTPS - TANGEDCO,13-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SX30m%2BaesGJ%2Fb9f2hULi1lg%3D%3D
385,2025_PWD_606053_1,[Construction of New Grainage Building in Sericulture Campus at Hosur in Krishnagiri District .],19-Sep-2025 03:00 PM,"PWD||PWD CE buildings||Chief  Engineer-Coimbatore Region - Coimbatore||Buildings (C and M) Circle, Salem",06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S7PprqxOl6Qvt7crTjq16nQ%3D%3D
386,2025_HWAY_609362_1,[TN No 5 2025 26 SDO Dated 14.08.2025],27-Sep-2025 11:00 AM,Highways||Projects Wing||Madurai Circle,15-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=STQdFJymfXp0P8RJzcqSFwQ%3D%3D
387,2025_HWAY_602907_2,"[TRY-78 / 2025-26, Pudukkottai East SubDivision]",13-Sep-2025 06:00 PM,Highways||Construction and Maintenance Wing||Trichy Circle,07-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SMEH1Edu3Qpg2dAZ1qNawcA%3D%3D
388,2025_TNSTC_608797_1,[Display of Advertisement in Rear body panel Below the wind screen glass and Below the Middle beading of both Left and Right side body panel as in enclosed diagram in 478 Nos Excluding AC Buses of Buses of Kumbakonam Region],25-Sep-2025 04:15 PM,Tamilnadu State Transport Corporation||Kumbakonam Corporation,03-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=ShtFie2z0oanJaEyJEq2y2A%3D%3D
389,2025_DTP_609641_1,"[KORADACHERY TP GENERAL FUND 2025-2026 Restoration Of Pot Holes  other Repairs Patch works in BT Road  at  Vellamadhagu colony, Palavanagudy, Palavanagudy colony, Mangalapuram, Gandhi]",27-Sep-2025 03:30 PM,"Directorate of Town Panchayats||Thanjavur Zone||Koradacheri Town Panchayat, Thiruvarur",30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SGFkK406%2FwYCKgBkSdhupOQ%3D%3D
390,2025_EB_604737_1,[Supply of High Voltage Rectifier Transformer for Unit-III ESP],16-Sep-2025 06:00 PM,TNEB Limited||TANGEDCO||CE-TTPS - TANGEDCO||SE-Purchase and Administration-TTPS - TANGEDCO,06-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S15gQanTz5caKOR36gfVfZA%3D%3D
391,2025_HWAY_607119_1,[Pennagaram (H) CandM Sub Division (SLM-96)],22-Sep-2025 10:00 AM,Highways||Construction and Maintenance Wing||Salem Circle,23-Oct-2025 10:30 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SgrSSXqoI7AUTBqSJDPgdoQ%3D%3D
392,2025_RDTN_609765_1,[CONSTRUCTION OF DRAINAGE AT AD COLONY  ANNAMALAI STREET (WELL STREET) JAYAVEL HOUSE TO KANAGARAJ HOUSE IN PASUMATHUR PANCHAYAT FOR K.V.KUPPAM BLOCK MLACDS 2025-26 PACKAGE NO 03],27-Sep-2025 05:30 PM,"Rural Development and Panchayat Raj Department||Vellore,RD,TN||K.V.KUPPAM, VELLORE,RD,TN",06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S5kjaegVaQlV1lhQvwBq9tg%3D%3D
393,2025_TNSTC_609485_1,[ENGAGEMENTOF BUSES WITHDRIVERS FROM PRIVATE OPERATORS ON HIRE BASIS],27-Sep-2025 01:15 PM,Tamilnadu State Transport Corporation||Tirunelveli Corporation||Tirunelveli,13-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SnLB5lz7pV6FZ6V1VbNLkaw%3D%3D
394,2025_EB_586416_1,[Procurement of 200nos. of 110KV Outdoor SF6 Breaker],28-Jul-2025 05:00 PM,TNEB Limited||TANTRANSCO||CE-Transmission - TANTRANSCO||SE-Transmission II - TANTRANSCO,13-Oct-2025 02:00 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SXtN7ImZ9Pt3Qw1YM2zuRMw%3D%3D
395,2025_AHDF_602120_1,[REQUIREMENT OF VACANT LAND FOR SETTINGUP AND OPERATING 50-TONNE CAPACITY ICE PLANT AT THIRUVOTTIYUR TUNA FISHING HARBOUR],09-Sep-2025 06:00 PM,Fisheries and Fishermen Welfare Department||Fishing Harbour Project Circle,06-Oct-2025 12:00 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SiJFeXCUhX9tzeOKe%2Bb2syA%3D%3D
396,2025_MAWS_605451_21,[CUDDALORE CORPORATION - Construction of Culvert in ward no 21 	],19-Sep-2025 04:00 PM,MAWS||Cuddalore Municipality,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SdhCqfXClx6wwGk1hZ10itw%3D%3D
397,2025_RDTN_606832_15,[Providing School furniture Bench Desk and Materils at Agaranallur Panchayat Union Elementary School in Agaranallur Panchayat under MLACDS 2025-26],27-Sep-2025 09:00 AM,"Rural Development and Panchayat Raj Department||Cuddalore,RD,TN||KOMARATCHI,CUDDALORE,RD,TN",30-Sep-2025 06:50 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SjOU61%2FYR9INY6c1y0ROPuA%3D%3D
398,2025_EB_600406_1,"[LIMITED AUCTION FOR MICRO SMALL  AND MEDIUM ENTERPRISES FOR LIFTING AND DISPOSAL OF DRY FLY ASH OF 72,000 MT PER ANNUM FOR A PERIOD OF  ONEYEAR THROUGH E-TENDER CUM AUCTION FROM  NORTH CHENNAI THERMAL POWER STATION-1 (3 X 210 MW)]",04-Sep-2025 01:00 PM,TNEB Limited||TANGEDCO||CE-CivilDesigns - TANGEDCO||SE-Civil Designs and Hydro Projects - TANGEDCO,23-Oct-2025 02:00 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SCh35oTCepMtPMZSmlp3EgA%3D%3D
399,2025_RDTN_608740_1,[A3/2512/2025],26-Sep-2025 09:00 AM,Rural Development and Panchayat Raj Department||Tirupathur RD TN||Jolarpet Tirupathur RD TN,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SvjFBupf%2Fy5S8eNJCjdMPhA%3D%3D
400,2025_HWAY_601850_11,[TRY-74/2025-26/Aavudauyarkovil (H) C and M Sub Division ],09-Sep-2025 06:45 PM,Highways||Construction and Maintenance Wing||Trichy Circle,07-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SKzgICoBSUQNR4oGEPOv73Q%3D%3D
401,2025_HWAY_598082_1,[CRIDP 2025-26 (MCB)],01-Sep-2025 06:00 PM,Highways||Construction and Maintenance Wing||Coimbatore Circle,09-Oct-2025 10:30 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sz6hvYXtNOKzxRI17%2BdLASw%3D%3D
