Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
355,2025_NHAI_248990_1,[CS for AE for Supervision of Const of New Slip Service road on either side at various locations L25.140 Km Flyover at Borivali Junc Km.528.550 at Sherekarpada Km.528.800 on Pimpri Sado Vadape sec of NH848 Km.460.900 to Km.537.000 in MH on EPC mode],16-Sep-2025 01:00 PM,National Highways Authority of India||Head Office - NHAI||Technical - NHAI,30-Oct-2025 11:00 AM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SLR%2FqbZn1aD%2B6YINv%2FgMntw%3D%3D
356,2025_BPSCL_245761_1,"[On-line pH, Conductivity and Dual Input Contacting                                               Conductivity Analyzers]",22-Aug-2025 12:00 PM,Bokaro Power Supply Company (P) Limited||Material Management Department - BPSCL,06-Oct-2025 11:00 AM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S8aVL%2FwqQi4yLD1iLNuwBTA%3D%3D
357,2025_CEL_250704_1,[Comprehensive Annual Maintenance Contract CAMC for Ms CEL makes HASSDAC and SSDAC installed on JBP Division for Two years],27-Sep-2025 05:15 PM,Central Electronics Limited,04-Oct-2025 11:30 AM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SyHQwIUTYu1%2BEFr35iMEfog%3D%3D
358,2025_NHAI_244614_1,[Selection of Bank for Issuance and Processing of National Common Mobility Card NCMC Transactions and Integrating with other fare collection systems like AFCS for Varanasi Ropeway Project in the State of Uttar Pradesh],08-Aug-2025 06:00 PM,National Highways Authority of India||National Highways Logistics Management Limited (HQ Delhi),08-Oct-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SqPngU7pjuTM7zrmmT9gYJA%3D%3D
359,2025_NHAI_245548_1,[Supervision Consultant for supervision during O and M of Obedullganj Itarsi section of NH46 from km.],18-Aug-2025 03:15 PM,National Highways Authority of India||RO-Bhopal - NHAI,01-Oct-2025 11:00 AM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SxarODdt8O58y4mOhlWUUig%3D%3D
360,2025_NHAI_234701_1,[4 Laning of Marakkanam-Puducherry Section of NH-332A from Km 62.000-Km 108.047 in Tamil Nadu on HAM (Project Length-46.047 km) (Mahabalipuram-Puducherry Package-III)],08-May-2025 10:35 AM,National Highways Authority of India||Head Office - NHAI||Technical - NHAI,16-Oct-2025 11:00 AM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SB2XmeEI80h%2Bm9C0%2FPeIa1w%3D%3D
361,2025_AAI_245772_1,"[Development and Establishment of Hotel cum flight Kitchen through Design, Build, Finance, Operate, Maintain and Transfer (DBFOMT) basis at Vijayawada Airport (AP).]",21-Aug-2025 03:00 PM,Airports Authority of India||CHQ - AAI||Engineering Civil - AAI,16-Oct-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SMB2yrr9%2Bbhdr9PEWb4xFcw%3D%3D
362,2025_NEEPC_250373_1,"[Construction of HOP Residence at Tuirial HPS, Mizoram]",26-Sep-2025 05:00 PM,North Eastern Electric Power Corporation Limited||Tuirial Hydro Electric Project-Mizoram - NEEPCO||Contract and Procurement-THEP - NEEPCO,25-Oct-2025 05:00 PM,https://etender.up.nic.in/eprocure/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SCcfSn6pawGNFAk40xEPPRg%3D%3D
363,2025_HLL_247305_1,[HLL/CHO/PSD/MKTG/2025-26/05],03-Sep-2025 09:45 AM,HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||RBD - Sourcing  - HLL,30-Sep-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S0BKc705CbUMPiusSv0OyuQ%3D%3D
364,2025_CSIR_246523_1,[VIBRATING SAMPLE MAGNETOMETER 3 TESLA],26-Aug-2025 06:55 PM,Council of Scientific and Industrial Research||NML-Jamshedpur - CSIR,02-Oct-2025 11:00 AM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sx8pzqmHQQyGKcZRMXtbmKQ%3D%3D
