Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
1,2024_NHAI_215916_1,[Construction of new 6 lane Capital Region Ring Road (CRRR) from Gobindpur near Kuspangi (NH 42) to Tangi near Bandalo Toll Palza (NH 16) (Km. 70.540 to Km. 110.870) on Hybrid Annuity Mode in the State of Odisha],22-Nov-2024 06:30 PM,National Highways Authority of India||Head Office - NHAI||Technical - NHAI,30-Sep-2025 11:00 AM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SwKgOCf7CLcX8A0VIcO%2FJUA%3D%3D
