Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_MCD_250171_1,1,[Fabricating and Supplying of view cutter made up of MS frame of Hollow section pipe  and  covered the frame with M S  sheet in different locations of Dhalao /Open sites in wards fall under jurisdiction of Central Zone.],24-Sep-2025 09:00 AM,Municipal Corporation of Delhi||Engineering - MCD||DEMS - MCD,29-Sep-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SBhpmtlKLe9t0Sg0IZfyhQQ%3D%3D
2,2025_MUNPL_249731_1,1,"[Identification, Repair and Maintenance of existing Sewer pipe line network in MUNPL Plant premises]",22-Sep-2025 10:50 AM,Meja Urja Nigam Pvt Ltd||Meja Thermal Power Project - MUNPL||Contracts and Materials - MUNPL,03-Oct-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=So%2FaU5Bv3Wmy0vQVMPqm7%2FQ%3D%3D
3,2025_MCD_249509_1,1,[Assorted Consumables ],20-Sep-2025 05:00 PM,Municipal Corporation of Delhi||Hospital Administration Department - MCD,08-Oct-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Swv9qkjv8FU2RX0IJpQ7EXA%3D%3D
4,2025_ONGC_249408_1,1,"[SITC of IP based CCTV system at Balol GGS-II, Balol GGS-III  and LINCH GGS. ]",20-Sep-2025 09:00 AM,Oil and Natural Gas Corporation Limited||MEHSANA ASSET-ONGC||INFOCOM SECTION - ONGC,03-Oct-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S%2FYoBAsh4qumN8kAZGBSqog%3D%3D
5,2025_NHAI_249647_1,1,[Installation of 2 Nos of Solar powered Traffic signal at ch.km 4.400 and Ch. km 5.350 in NH 66 under the jurisdiction of PIU Tvm in the State of Kerala ],19-Sep-2025 05:30 PM,National Highways Authority of India||RO-Thiruvananthapuram - NHAI||Thiruvananthapuram - NHAI,11-Oct-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Srn7EeeBLZJTppiAP9eqW9Q%3D%3D
6,2025_NHAI_249656_1,1,[Construction Longterm Rectification of 03 Nos of Blackspots Gram Madai Village Gorakhpur Chauraha and Nagjhar Bypass Tiraha by Constructing 6 Lane Vehicular Underpasses at Km 550.650 Km 580.560 and Km 597.090 in Lakhnadon to Khawasa Section of NH 44 ],19-Sep-2025 05:00 PM,National Highways Authority of India||RO-Bhopal - NHAI,22-Oct-2025 11:00 AM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S%2FenRBmBPIg%2B1JUzXr%2FXNag%3D%3D
7,2025_GAIL_249578_1,1,"[RENOVATION AND MODIFICATION WORK OF GPTC AT GAIL INFOHUB BUILDING, SECTOR -1, NOIDA]",19-Sep-2025 04:00 PM,GAIL (India) Limited||GAIL India Limited- Noida,14-Oct-2025 02:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SeP%2BqqcgG2%2FHN%2FMTjoGSVLA%3D%3D
8,2025_MCD_249478_1,1,"[Imp. Dev. of Walkway and Boundry wall in various Parks at CC-Block, Shalimar Bagh-A, Ward-55/KPZ]",19-Sep-2025 02:00 PM,Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,26-Sep-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SEo2JOU4Dz9IrJpgKJsO4OQ%3D%3D
9,2025_MCD_249461_1,1,"[Imp. Dev. of lanes by pdg. RMC and drainage system from H.No. 1 to 59 in HD Block and H. No. 3 to 64 in GD Block, Pitampura, Ward No. 57/KPZ]",19-Sep-2025 02:00 PM,Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,26-Sep-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SctP0A8cj19jnCyC67AFDiw%3D%3D
10,2025_MCD_249491_1,1,"[Imp. Dev. of boundry wall and walkway in park near H.No. KD-45, KD-281 and KD-249, Pitampura,ward-57/KPZ]",19-Sep-2025 02:00 PM,Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,26-Sep-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SETyfIYv8TU2P0P8kLP%2Bc7w%3D%3D
