Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
46,2025_CEMIB_118146_11,[Construction Of Gaudaguda Check Dam Over Goudaguda Nalla in Laxmipur Block Of Koraput District under MATY Scheme.],17-Sep-2025 11:55 AM,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",03-Oct-2025 05:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SomSi8XOi3A32%2FMTx79hqfg%3D%3D
47,2025_CERWI_118507_1,"[Annual Maintenance Plan for 5 years Completed PMGSY (POST DLP) roads such as (a) Sarua to Keranga, (b) Begunia- Badaberana road, (c) Diniary to Bhogada and (d) RD road to Tandal under Package No. PM / BBSR / 71]",25-Sep-2025 02:00 PM,CE RW I||RWCIRCLE-BHUBANESWAR,08-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SFmfg3snuNwnlul2zEkkA3Q%3D%3D
48,2025_CERWI_118716_5,[CONSTRUCTION OFD TYPE QUARTER AT GOVT. AYURVEDIC DISPENSARY SINGHARI IN THE DISTRICT OF SUBARNAPUR FOR THE YEAR 2024-25.],26-Sep-2025 03:00 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,13-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Si0ZWiEr2%2B9IHDAyIJOlmdQ%3D%3D
49,2025_OMC_118132_5,[Electrical repair and maintenance works of OMC Head Office and other ancillary buildings at Bhubaneswar in the district of Khordha ],16-Sep-2025 06:00 PM,Orissa Mining Corporation,03-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SPEq9S6Kg1hpCNfHjvfe95Q%3D%3D
50,2025_ORULB_118659_1,"[Constr. Of R.C.C drain with cover slab from L.N Panda Badi house to PWD road at Pathuria, W.No.04.]",26-Sep-2025 10:00 AM,Municipal Bodies||Nilgiri NAC,13-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SFrAWlRE56Lq7jeBJx6bASg%3D%3D
51,2025_CEMWR_118450_1,"[Supply, Fabrication, Transportation and Erection of Gates and Hoists (Double stem) of the Sluice-cum-FLB over Gajua drain at Gajua at RD 00 m under  Drainage Division, Puri for the year 2025-26]",24-Sep-2025 10:00 AM,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,08-Oct-2025 05:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SmGdcSz8Ee4XqhuWnKyAseA%3D%3D
52,2025_AGRIL_118183_3,"[Furnishing of Conference Hall and Peripheral Development of FIAC Building, Chatrapur]",20-Sep-2025 11:00 AM,Directorate of Agriculture and Food Production||SE Agriculture South Zone||Executive Engineer(Agril) Ganjam,08-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sbc08PrjQYEdHqEENDjhyXw%3D%3D
53,2024_OSMCL_103162_1,"[MANNEQUIN for FIRST AID, BANDAGING AND SPLINTING]",18-Jun-2024 06:00 PM,Odisha State Medical Corporation Ltd,03-Nov-2025 05:00 PM,https://tendersodisha.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SuhAG%2Bt5raszBbqUbJuljpg%3D%3D
54,2025_OSCSC_118663_1,[SELECTION OF PADDY AND CMR TRANSPORT CONTRACTOR FOR THE KMS 2025-26 IN BARGARH BLOCK UNDER BARGARH DISTRICT],25-Sep-2025 06:00 PM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Baragarh,16-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SpuoM0%2FaU6ZFQSK5opaSuqw%3D%3D
55,2025_CERWI_118580_1,[Repair and Maintenance of D type quarter AE at RW Sub Division Padmapur in the district of Rayagada for the year 2025 26.],25-Sep-2025 10:00 AM,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-GUNUPUR,03-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SRPfrHBBSpeMeKz8mSUl1PA%3D%3D
