S.No,TenderID,PageNo,Title,Organisation Chain,Tender Stage,Link
14,2024_APWD_16093_1,1,"Construction of toe wall cum drain to protect erosion on rural road from Manjeri main road (SH-7) to Forest camp at Manjeri -I under SD-III, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SiE3jQlHa9EgqMdJROqbNRQ%3D%3D
15,2024_APWD_16092_1,1,"Construction of roadside CC drain at various places at Industrial Estate Dollygunj, Port Blair under CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sj0wjOZlydzjyt6kDhERnEg%3D%3D
16,2024_APWD_16002_1,1,"Repair and renovation of Type-IV Quarters from Qtr. No. 9 to 14 Block No. 3 under SD-IV, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SQ3d%2FEp%2BPz2tfHTHuMTm%2Fhg%3D%3D
17,2024_APWD_15846_1,1,"Construction of road side drain from Garacharma Solar Plant to Calicut PMGSY-I road under Sub-Division No-III, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sc76Jo%2BSgJ8Y1flkRMZCb%2FQ%3D%3D
18,2024_APWD_15785_1,1,"Repair and renovation of Type-IV quarter from Qtr. No. 15 to 26 Block No. 04 and 05 under SD-IV, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SciCevJ30RfMAxRr5L%2Fd5%2Bw%3D%3D
19,2024_ANP_16657_1,1,Supply of Scuba Diving Equipments,Andaman and Nicobar Police||Superintendent of Police Fire,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S8ADHyK0nEbBSPgS4%2BCF1%2Bw%3D%3D
1,2025_RDPRI_19345_1,1,8-00/GPMG/2025-26/420,DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Ferrargunj/Panch Samiti Ferrargunj||Mannarghat Gram Panchayat,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S1shnnDJNvuFI121r5Y3a4g%3D%3D
2,2025_RDPRI_19177_1,1,Supply of GI dustbin,DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Rangat/Panchayat Samiti Rangat||Rangat Gram Panchayat,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SW1aPCJ194WDJm4qM0vlfSg%3D%3D
3,2025_RDPRI_19037_1,1,AMC of Streetlight at all wards under GP Rangat,DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Rangat/Panchayat Samiti Rangat||Rangat Gram Panchayat,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S9ywbEj75C%2FxGnheUSnWRhA%3D%3D
4,2025_RDPRI_18734_1,1,Annual Maintenance of Streetlight in each ward of Gram Panchayat Sippighat,DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Prothrapur/Panch Samiti Prothrapur||Sippighat Gram Panchayat,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sp0I7FtSrz4LuvziFaQ046w%3D%3D
5,2025_RDPRI_18447_1,1,"Supply of manpower / labours for cleaning, sweeping, door to door collection of garbage, segregation, drain clearance and other sanitation activities in SWM Cluster Shore Point under the jurisdiction of GP Shore Point",DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Ferrargunj/Panch Samiti Ferrargunj||Shore Point Gram Panchayat,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SkYlGYvBhAp8fbC8QDYUWqw%3D%3D
6,2025_DHS_18149_1,1,"Supply of Dietary Items to the Community Health Centre, Diglipur/PHC, Kalighat/PHC, Kishorinagar/ PHC, Radhanagar North And Middle Andaman, Andaman And Nicobar Islands for a period of one year from the date of acceptance of the rates ",Directorate of  Health Services||NO (Procurement),AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SLlXt3eOrinRqkJQgpTpNLg%3D%3D
1,2025_APWD_19060_1,1,"Annual repair and maintenance of Non-Residential building under SD-III, CD-II, APWD, Prothrapur during the year 2025-26.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SJZKTrvXb46URiY2qgt5Rbw%3D%3D
2,2025_APWD_19008_1,1,"Re-surfacing of Internal Roas inside residential Qtrs from Ty-I,II and Ty-III under Sub-Division No.IV, CD-II,APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SdG6Z5i6wx2W4dXRIVmSICA%3D%3D
3,2025_APWD_18977_1,1,"Repair and Renovation of Type-III Quarter from 23 to 34 Block No. 05 and 06 under Sub Division No. IV, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SntuRwQtg%2F3Mb75Cs%2FjfhVw%3D%3D
4,2025_APWD_18975_1,1,"Repair and renovation i-c retrofitting of 04 Nos Ty-III Qtrs. No. 103, 104, 105 and 106 at Satellite Township Colony under SD-III, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SZ%2BKOsM1FOIiy8tUj5jiUGA%3D%3D
5,2025_APWD_18957_1,1,"Re-surfacing of rural road from NTS gate to NTS Junction at Teylerabad under SD-III, CD-II, APWD, Prothrapur. ",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S2MVk3dHxX5YAWB4rx17jOw%3D%3D
6,2025_APWD_18951_1,1,"Repair and renovation including re-roofing of Qtr. No. Ty-I, PPT,Ty-I/15 to 22 (T-S) at Satellite Colony under Sub Division No.-III, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SrPKEXUMEuwuDi%2FJMFP9OUw%3D%3D
7,2025_APWD_18949_1,1,"Repair and renovation of Type-I Quarter Block No.09 and 10 Qtr No.45 to56 at Chakkargaon under Sub Division No-IV, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S%2BWP49LwLQ%2Fw3CzMVNAJCdA%3D%3D
8,2025_APWD_18948_1,1,"Annual repair and renovation of Type-I, Type-II and Type-III Qtrs under SD-IV, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sa7GY4G%2F2Uz0t7ly3647bGQ%3D%3D
9,2025_APWD_18944_1,1,"Replacement of wooden door and windows of 18 Nos. Ty-III Qtrs. at Satellite Township Colony under Sub Division No. III, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SLQWM1sY5EI86S4paR9ovwQ%3D%3D
10,2025_APWD_18909_1,1,"Repair and Maintenance of Shopping Complex at Chakkargaon under SD-IV,CD-II, APWD, Prothrapur. ",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S4qHgtlB0h2vST9zhBuSBOw%3D%3D
11,2025_APWD_18879_1,1,"Pruning Trimming of dangerous tree under SD-IV, CD-II, APWD, Prothrapur.",Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SS7e10QNCplIEQHUcyFSA3w%3D%3D
12,2025_APWD_18757_1,1,Co ANCOL at Nayagaon SW- Co BWall and 02 Nos gate with Sentry Room of ANCOL at Chakargaon SH- Co balance portion of PVC Chain link fencing in front of proposed site for co Boys Hostel ANCOL.,Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SP6HC%2F4vT%2BhUX00UKh%2BXcMg%3D%3D
13,2025_APWD_18755_1,1,Resurfacing of Internal road for Type-V Qtrs from NG-01 to NG-08 at Nayagaon under Sub Division -IV CD-II APWD Prothrapur.,Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-II - APWD - Prothrapur,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Symu6jDbJ21HE8lmyIAADcA%3D%3D
1,2025_ANP_18562_1,1,Repair work of TATA winger,Andaman and Nicobar Police||Commandant IRBN||Battalion Motor Transport,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S6e%2Fe4rbqt7y%2Bjy0DDbLkbQ%3D%3D
2,2025_AIDSC_18505_1,1,Supply of Stationary Items,Andaman and Nicobar AIDS Control Society,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SFxQHlOZ1AHvkXLBOwSfuhw%3D%3D
1,2025_RDPRI_18537_1,1,AMC of Streetlight,DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Ferrargunj/Panch Samiti Ferrargunj||Bindraban Gram Panchayat,AOC,https://eprocure.andamannicobar.gov.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SYZHUSFZ%2BmhtyKwhzb1Myyg%3D%3D
1,2025_ACCTS_18178_1,1,"Annual Maintenance Contract OF 250 LPH RO WATER PURIFIER PLANT AT DOLPHIN BEACH RESORT, SWARAJ DWEEP",Andaman and Nicobar Islands Integrated Development Corporation Limited (ANIIDCO)||ACCOUNTS,AOC,https://eprocure.andamanni
