S.No,TenderID,PageNo,Title,Organisation Chain,Tender Stage,Link
17,2025_NTPC_95531_1,1,SUPPLY AND INSTALLATION AND O AND M OF SOLAR OPERATED STREET LIGHTS ATSURROUNDING VILLAGES OF NTPC KANIHA,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S7Nq9p9cgfXT86FBTIbXfiQ%3D%3D
18,2025_NTPC_95357_1,1,Installation and commissioning of Stage3 Service building and TGBuilding lift at NTPC Korba,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SMiGgaOd8mwpaCcVuUFp78Q%3D%3D
19,2025_NTPC_94962_1,1,"Dismantling, Repair, Re erection and Commissioning of 30 mtr High Mastsin CHP of NTPC Simhadri",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sb4IsaiLR5wUMcMWq5VgUfw%3D%3D
20,2024_NTPC_92884_1,1,"Design, Supply and installation of clean agent FPS (inert gas system)",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SAH4y86zeBVHkGMwc%2B336ZQ%3D%3D
21,2019_NTPC_24519_1,2,"SUPPLY,INSTALLATION,COMMISSI",NTPC Limited||SSC VSR,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SDTy13w%2BvbcRdcVnDA%2BAkeg%3D%3D
22,2019_NTPC_22772_1,2,Contract for Supply and Services for Jointing of 132kV Copper Conductor,NTPC Limited||SSC VSR,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SIM55KzUhTq875904EZi%2BPg%3D%3D
1,2024_NTPC_93126_1,1,Construction and Installation of Sewage Treatment Plant (STP) in CHP and MGR areas of NTPC Kudgi.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=So0%2F7Uam%2BJJUHWdfW%2BIUlkA%3D%3D
2,2024_NTPC_93118_1,1,Supply and Installation of 02 nos. Bio-Digester Septic Tanks with soakpits at Kudgi STPP.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sdz3VShoWXLg0rd6TCoA%2Ftw%3D%3D
3,2024_NTPC_92984_1,1,Job Contract for providing and placing water storage tank on roof in thetownship area at NTPC Vindhyachal.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SltPXBZ%2BuCXUyFxjdkdvFAw%3D%3D
4,2024_NTPC_92958_1,1,Roads and Approaches for Inside area of Telangana STPP Stage-II.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S2vSxVm49r44jOQfPpTiDeA%3D%3D
5,2024_NTPC_92904_1,1,DGR Security contract at NTPC Solapur for a period of 2 years,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=ScEzhtO5gIHLIBpAH%2FAPRSQ%3D%3D
6,2024_NTPC_92899_1,1,"Supply, Installation and Testing of 3D Acrylic Boards at NTPC Bongaigaon",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S%2Fq%2BAQwkHnlVQSv06WUm%2B5Q%3D%3D
7,2024_NTPC_92681_1,1,Construction of road over ROW of IOCL at NTPC Barauni for Ash bulkermovement.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SKkpRO12DcymtTV7LBWD%2BjQ%3D%3D
8,2024_NTPC_92601_1,1,Biennial CONTRACT FOR CABLING WORK IN EMD Deppt of NTPC Singrauli,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SBAtrzsHQlAumYluLltEO7A%3D%3D
9,2024_NTPC_92336_1,1,Hiring of minimum 42 plus 1 seater capacity bus on 24 hours duty forshift duty movement of CISF personnel at NTPC Barauni.,NTPC Limited||Eastern Region - I Headquarter||Barauni Thermal Power Station,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SN%2B%2FH4U5yWaS0HZIYlLcHLQ%3D%3D
10,2024_NTPC_92330_1,1,Miscellaneous Civil Works Contract for NTPC Sipat,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SI%2BqdARmlB%2FQpNk%2FFASflkw%3D%3D
11,2024_NTPC_92293_1,1,External repair and painting for Stage-II Chimney at NTPC-Simhadri,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SRlalPpB4WRBmkcUFZZCSDA%3D%3D
12,2024_NTPC_92253_1,1,Construction of drain at village Ratadiya under csr work at NTPC Anta,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=StvJm9CUhttTUzVmO9ZySpg%3D%3D
13,2024_NTPC_92209_1,1,"Deployment of security personnel at Township, offices and variouslocations of NTPC, Kanti",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SGTGe0Xs4ADFRzs5uh6054w%3D%3D
14,2024_NTPC_92178_1,1,Supply and Installation of Bio-Digestors at NTPC Unchahar,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=ScR1KDflu0nODQ0zclHJrFg%3D%3D
15,2024_NTPC_92154_1,1,Construction of Class Room in Primary School Heera Ka Purwa Dibiyapurunder CSR FY 2024-25 NTPC AuGPS.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SJ%2Fx0mSNfv4uiVlywPjrqpw%3D%3D
16,2024_NTPC_92041_1,1,Concrete Paving and Gravel Filling work for Switch Yard area insideplant at NTPC Kahalgaon Area-5.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SCHH5QEYKId6qok2VJkpKEQ%3D%3D
17,2024_NTPC_92039_1,1,Repair and Retrofitting of RCC structures at Nabinagar STPS,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S2J0CKwsHzJyGtKYnHGCe7Q%3D%3D
18,2024_NTPC_92026_1,1,"Construction of TMD Maintenance Shed, Contractor office cum Rest roomsand Extension of EMD shed at NTPC Vindhyachal.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SbB9taZ7cIGIX8wla6cTzgg%3D%3D
19,2024_NTPC_92001_1,1,Misc. works for development of Sarveswar mandir complex at NTPCVindhyanagar.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SfDjd3ZrP5Ww7Zd%2BqhDZETg%3D%3D
20,2024_NTPC_91970_1,1,"Construction of School stage, sitting stand and Boxing ring for DAVschool at NTPC North Karanpura.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SoxlqMjg2C8JXR6Tz2jmncA%3D%3D
21,2024_NTPC_91908_1,2,Drainage Scheme at Green Belt area and Securing AWRPH area from waterlogging at Ash Dyke Telangana STPP-1.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SKnUsCkoh4WBVgyf0mzJkSw%3D%3D
22,2024_NTPC_91896_1,2,PAINTINGS WORK OF COOLING TOWER STAGE-I AT NTPC SIPAT,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SbkwYsIOeVtjVPPFuRC0egQ%3D%3D
23,2024_NTPC_91876_1,2,Arkha Dyke Truck washing and weigh bridge - Civil and Electrificationworks at NTPC Unchahar.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SRV6JmlIjYgrUrpUKMYBV3g%3D%3D
24,2024_NTPC_91870_1,2,Construction of Internal Village Road in Mahuan village at NTPC Nabinagar,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S9TogbzTAqTLtVfLq7ZcImQ%3D%3D
25,2024_NTPC_91854_1,2,Construction of Compound wall for School Building at Township of NTPC Bongaigaon,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SNug7G5cNO794KnVvujDnAA%3D%3D
26,2024_NTPC_91842_1,2,Construction of Park with Recreation Facilities Between New D-TypeQuarter and New Bachelor Hostel at NTPC Township Unchahar.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=StUka1vvGTo6zsmCIIKI1UA%3D%3D
27,2024_NTPC_91824_1,2,External Painting along with Minor Repair works of Stage-I chimney for,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sl0dm%2FGUBi127jRuftADX7A%3D%3D
28,2024_NTPC_91627_1,2,"Miscellaneous civil works near C n D type quarters, around communitycenter and near hospital at NTPC Koldam Township.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S76%2BfDo3bLwx3GZQw7%2Fpnkw%3D%3D
29,2024_NTPC_91520_1,2,Repairing and fixing of concertina coil fence on boundary wall ofvillage inside permises of NTPC Tanda Stage II plant,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SCDLsIqvS6iTUBRu5be5Sag%3D%3D
30,2024_NTPC_91478_1,2,Construction of New Plant Road for Approach to Stage-III Area at NTPC,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sy9fb1LAdPbMX%2BZjjmm9WYA%3D%3D
31,2024_NTPC_91384_1,3,"Construction of Community Centre at Ram Mandir, Dhak at NTPC Tapovan",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SBkG%2FF0vH6u3CZTMUbxWYww%3D%3D
32,2024_NTPC_91336_1,3,Maintenance of G20 Park NTPC Circle adjacent to NTPC Naya Raipur Office and Median Near Raipur Airport.,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S0MN7VLwftRGz%2FKSJwWsyvQ%3D%3D
33,2024_NTPC_91303_1,3,Supply and Installation of PA system for Early warning system withProvision of Live annoucment and Access to DDMA at NTPC Koldam,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=ScGxu%2BIwhpTSu3oLsiP9RPg%3D%3D
34,2024_NTPC_91025_1,3,Raising of Swimming pool and township boundary wall at NTPC Barh,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SkMa90AsVoFMTt8tbQIDCMA%3D%3D
35,2024_NTPC_91005_1,3,Upliftment of 75 Nos Dwelling units at RnR Colony Dhenga for CISF for Kerandari Coal Mining Project,NTPC Limited||Coal Mining,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SVr6JB%2BJMC6Kj7n43mEYA%2BQ%3D%3D
36,2024_NTPC_90968_1,3,400051260-Contract to execute Area Paving works in different areas of Telangana Project,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SG%2BHtSwQFSHXcQ8ZOUyZTfg%3D%3D
37,2024_NTPC_90835_1,3,"External and Internal painting of Nonresidential building at Township, PTS",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sj3pl4uV9Svplwe17Um%2Biyg%3D%3D
38,2024_NTPC_89928_1,3,"Construction of 7th Raising from RL 360 m to RL 363m in Lagoon 1 andLagoon-2 n 3 Combined at Dhanras Ash Dyke, NTPC Korba",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S2KUCqVuMPVQp8Uy8Xh6p0w%3D%3D
39,2024_NTPC_87738_1,3,SUPPLY AND RETROFITTING OF BREAKERS IN LT SWITCHGEARS OF CHP AREA MCC AT,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S9%2BqgBrTHQwcapJHOCxlISw%3D%3D
40,2024_NTPC_86742_1,3,"DESIGN, ENGINEERING, SUPPLY, ERECTION, COMMISIONING,TESTING AND TRAIL",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SDxfK4h0CTKPJVZy%2FPcCqMg%3D%3D
41,2024_NTPC_84144_1,4,Balance Works of Construction of 2nd Block of Field Hostels (Family and Bachelor Type) for NTPC Telangana,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S3nx4Vqh7Gb2cysE2jU4OLw%3D%3D
42,2021_NTPC_46231_1,4,Providing amp Fixing Acid proof tiles amp FRP sheeting work at DM plant,NTPC Limited||Eastern Region - I Headquarter,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SjbOjBf0AMKTHwjelviUgRA%3D%3D
1,2025_NTPC_98216_1,1,Installation of wind screen sheet on existing structure near Birhor,"NTPC Limited||Coal Mining||PakriBarwadih,Kerendari,ChattiBariatu Mining Proj",AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SQcWrE0CWQT1%2FoeR0GCGTqg%3D%3D
2,2025_NTPC_97949_1,1,Construction of chain link PVC coated fencing from TP-5 to DV-146 on,"NTPC Limited||Coal Mining||PakriBarwadih,Kerendari,ChattiBariatu Mining Proj",AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SwwRz4S%2FhQWZrV4YJFYQErw%3D%3D
3,2025_NTPC_97518_1,1,Annual Road Cleaning Contract for NTPC Lara Stage I,NTPC Limited||Western Region - II Headquarter||Lara Super Thermal Power Project,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SxyyTQNzTDdD3RPDrW04enw%3D%3D
4,2025_NTPC_97501_1,1,BIENNIAL CONTRACT FOR CIVIL MAINTENANCE WORKS IN NCPS TOWNSHIP AREA ATNCPS VIDYUT NAGAR,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SCHnOkZIXQIUemLa6kdeZ2A%3D%3D
5,2025_NTPC_97406_1,1,Painting Work in NTPC Unchahar,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S8EiRaPWFrnh18urVKTjvwQ%3D%3D
6,2025_NTPC_97388_1,1,Contract for Operational Assistance and Area maintenance (HK) at Small,NTPC Limited||Northern Region Headquarter||Vindhyachal Super Thermal Power Station,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SetxBZtd2zPYWs5IOiWisSw%3D%3D
7,2025_NTPC_97384_1,1,16MVA transformer MST 3 repair works of NTPC Simhadri,NTPC Limited||Southern Region Headquarter||Simhadri Super Thermal Power Station,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S%2BwTtzPUbS8CH6TxOiWykDg%3D%3D
8,2025_NTPC_97121_1,1,Supply and Application of paint on steel structures of CHP conveyors and,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Szk3tZSDhub1YM2Rc3b8%2Byw%3D%3D
9,2025_NTPC_96856_1,1,Developing Workers Shed Cum Storage and Maintenance Facility in Plant at,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SYJCc67QIc5J9BY0SrX0U0w%3D%3D
10,2025_NTPC_96531_1,1,Construction of crate wall (gabion) on filled up area in Kundi to,NTPC Limited||Eastern Region - I Headquarter||North Karanpura Super Thermal Power Project,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sho63wF%2BvgC6RFQYnjD1G6Q%3D%3D
11,2025_NTPC_95910_1,1,Area development at WB2 under KDCMP,NTPC Limited||Coal Mining,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SwXY7PZ8HRyJ3nIEsuMXnpQ%3D%3D
12,2025_NTPC_95718_1,1,SUPPLY OF ONE COMPLETE SET OF 300TR SCREW CHILLER UNIT AT NTPC MOUDA.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SNtIADZyN0RkC%2B9RmZPVVlQ%3D%3D
13,2024_NTPC_93307_1,1,Supply and installation of CCTV at NTPC Mouda,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sn49SkxtoWI8B6Jn6qpTSWA%3D%3D
14,2024_NTPC_92732_1,1,Procurement of screw compressor and compatible dryer,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SHb5Nd7dXdwNP2o4gINbOzg%3D%3D
15,2024_NTPC_89111_1,1,"Supply, Installation, Testing and Commissioning of CCTV Cameras for",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SsR3FQzmRpYAL0MxsGYxgMA%3D%3D
16,2024_NTPC_86232_1,1,"Overhauling of Pumps and motors for sewage treatment Plant and sewage pumping stations at Township, NTPC kahalgaon for one year",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SdLAmXOg%2BDw33loIbyN%2BCYA%3D%3D
1,2025_NTPC_93929_1,1,Repair of leakages in Unit-01 CW Hot duct lines and Cold duct lines at NTPC Ramagundam,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SsSTLPUrScrou1DUg%2B%2FR1MA%3D%3D
2,2025_NTPC_93862_1,1,Providing Township Security Services in NTPC Barauni Township,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SXJNimIDSVsVP9%2BGnp35Gfw%3D%3D
3,2025_NTPC_93530_1,1,Renovation and beautification of Jwalamukhi Pond at NTPC Singrauli.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SuikBHfTDZS7VFLtDvGEeMA%3D%3D
4,2024_NTPC_93281_1,1,Part-B Horticulture maintenance service s at NTPC LARA.,NTPC Limited||Western Region - II Headquarter||Lara Super Thermal Power Project,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SRy3Pu4t9dsn%2BVB8sj0EHVQ%3D%3D
5,2024_NTPC_93266_1,1,OnM Exhibition Technogalaxy on 13th 14th and 15th Feb 2025 at Deendayal Auditorium at Raipur Chhattisgarh.,NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SBUzV6MbkPTxEa5z3WPW1tA%3D%3D
6,2024_NTPC_93224_1,1,Providing minimum 01 No. of Ex-Serviceman Security Supervisor (formanaging) and 49 Nos. Unarmed Ex-servicemen for round the clock servicesat 12 Locations of Rammam Hydro Project of NTPC Limited at West Bengal,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=Sh5Thw59TEcpprcWVh2VHgA%3D%3D
7,2024_NTPC_93221_1,1,Deployment of Skilled Manpower for Land acquisition (02 Nos.) at NTPC,NTPC Limited||Eastern Region - II Headquarter||Darlipalli Super Thermal Power Project,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=S5uDCBSaRjyp4zqHluZinTg%3D%3D
8,2024_NTPC_93208_1,1,"Miscellaneous civil works in New CISF MESS, barrack and Armoury inTownship at NTPC Tanda.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SxDPr4dUgbAKGYn8UDv3lXw%3D%3D
9,2024_NTPC_93207_1,1,"Minor works to be taken up in Generator and Exciter Slip rings along with Inspection of Exciter, seal oil O H and stator water O H, NTPC Kahalgaon.",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SZy0QSIWKGIMZ4vDhPwfgyg%3D%3D
10,2024_NTPC_93172_1,1,"REMOVAL OF ASH FROM OFL OF STAGE -I ASH DYKE BY MECHANICAL MEANS atTSTPS, NTPC Talcher",NTPC Limited||Corporate Centre||USSC||CPG-1,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=ScK56NA%2FFxf1ziL9J%2BA6%2Beg%3D%3D
11,2024_NTPC_93163_1,1,"Supply, Erection, Testing, Commissioning and Stamping of 100 MT weighbridge at NTPC Koldam",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SDFMKgC%2BIrHbuTYrBpsdeaw%3D%3D
12,2024_NTPC_93162_1,1,Biennial Civil Maintenance of Dam and Other areas of Koldam Hydro Power Station.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SRqXVUEqbfCfTqKvhHz7oGw%3D%3D
13,2024_NTPC_93119_1,1,"200140032 RE-INSULATION OF GAS TURBINE EXHAUST DUCT, NTPC Jhanor",NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SMS5vh1YpdyqUjp9McBthjw%3D%3D
14,2024_NTPC_93075_1,1,Construction of Individual Toilets under CSR FY 2024-25 at NTPC Auraiya.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SENqp%2B93Vo5veDz1NV%2Bb7sg%3D%3D
15,2024_NTPC_93050_1,1,RTV coating of 420KV Porcelain insulators for NTPC Bongaigaon,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=ShppeGRReUkU6KW51X4SxBg%3D%3D
16,2024_NTPC_93048_1,1,Civil Works for Repair in DAV Higher Secondary School (Odia Medium) atTalcher Thermal.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SLFv5sQPkjbeUX2mrx4MZXw%3D%3D
17,2024_NTPC_93042_1,1,Cleaning and Dredging of Nallah natural drain and open well etc. outside the plant boundary at NTPC Khargone,NTPC Limited||Western Region - II Headquarter||Khargone Super Thermal Power Project,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SYsRCuiXyG5piiuGOCFIiMg%3D%3D
18,2024_NTPC_92994_1,1,Making connection of existing manhole to sewerline at NTPC Barh.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SZljvve4gupDVFfeuX8qOYA%3D%3D
19,2024_NTPC_92992_1,1,Construction of Pre-cast (RCC) boundary wall for Parking Area at infront of Gate-1 at NTPC Gadarwara.,NTPC Limited||Corporate Centre||USSC||CPG-2,AOC,https://eprocurentpc.nic.in/nicgep/app?component=view&page=WebTenderStatusLists&service=direct&session=T&sp=SfmDs2YlQrhaXJ4FOQed98g%3D%3D
