Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_DLG_151022_1,1,[Mechanized Road Sweeping including Operation and Maintenance on outsource basis For Main and Internal Roads],29-Sep-2025 09:10 AM,Department of Local Government||Director - Local Government||ADC (UD) - Ferozepur||Nagar Panchayat - Mudki,20-Oct-2025 05:00 PM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SsNJVJnjSrPV2KcD%2Byen2Aw%3D%3D
2,2025_WSS_149294_2,1,"[Providing Pipeline Infront of Main Gurudwara Shri Fatehgarh Sahib, Block Sirhind, District Fatehgarh Sahib]",29-Sep-2025 09:00 AM,Water Supply and sanitation||Department of Water Supply and Sanitation||Division Fatehgarh Sahib,07-Oct-2025 11:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SGC9TZhsWXBfjTz2IzoR8xA%3D%3D
3,2025_DLG_150958_1,1,"[Integrated  Solid waste Management -Door to Door Collection, segregation, Processing  AND disposal of Solid wastefor MC Machhiwara]",27-Sep-2025 09:00 AM,Department of Local Government||Director - Local Government||Regional Deputy Director - Ludhiana||Municipal Council - Machiwara,23-Oct-2025 05:00 PM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SIBixF5hyySwDBygOysIxxw%3D%3D
4,2025_DLG_150958_2,1,[WORK OF MECHANISED SWEEPING OF INTERNAL MAIN ROADS IN MUNICIPAL COUNCIL MACHHIWARA FOR 3 YEARS],27-Sep-2025 09:00 AM,Department of Local Government||Director - Local Government||Regional Deputy Director - Ludhiana||Municipal Council - Machiwara,23-Oct-2025 05:00 PM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sac2ioneNAFE1wxJcaePNfg%3D%3D
5,2025_DOA_150959_1,1,[MKS-25-107],26-Sep-2025 06:00 PM,Department of Agriculture||Punjab Mandi Board||XEN - Civil - Sri Muktsar Sahib,09-Oct-2025 01:00 PM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S%2F6sin96h0TgWbwMkJunnWQ%3D%3D
6,2025_DLG_150945_1,1,[Door to Door Collection. Segregation and Maintenance of Soild waste in City Jalalabad],26-Sep-2025 05:05 PM,Department of Local Government||Director - Local Government||ADC (UD) - Fazilka||Municipal Council - Jalalabad,22-Oct-2025 05:00 PM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SNPbLe%2FpREW5IH07WaTcLcg%3D%3D
7,2025_WR_141287_4,1,[Estimate for Lining/Relining by laying UGPL of w/c of O/L RD 33190-L of Uppli Disty of Village Kattu Distt. Barnala (Laying and Jointing of RCC UGPL system and other allied works in construction watercourse)],26-Sep-2025 05:00 PM,Department of Water Resources||Punjab Water Resources Management and Development Corporation||DE - Lining Division No. - 2 - Mansa,02-Oct-2025 09:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SywmGS1qX2fJWmcRgrQgXWQ%3D%3D
8,2025_WR_150856_39,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Gill Minor RD 0 - 5686]",26-Sep-2025 03:15 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SrYjvYE3kXH4dAnk43egrlQ%3D%3D
9,2025_WR_150856_40,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Daula Minor RD 0 - 9565]",26-Sep-2025 03:15 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sn%2FCTmvWOTF91v9vYudwWpg%3D%3D
10,2025_WR_150856_34,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Kotguru sub Minor RD 0 - 18949]",26-Sep-2025 03:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SO8NyRP7zbbCOgGrMWmT%2F1A%3D%3D
11,2025_WR_150856_35,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Deon Minor RD 0 - 50778]",26-Sep-2025 03:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SDBox%2BDfMKd8F0RcheMhMIA%3D%3D
12,2025_WR_150856_37,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Chotian Minor RD 0 - 28730]",26-Sep-2025 03:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SgX9Ki8rQLhKQkklujcrOSQ%3D%3D
13,2025_WR_150856_36,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Kotbhai Disty RD 0 - 134342]",26-Sep-2025 03:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S0aVVCsWB1FgCWuGWzkD%2B%2Fw%3D%3D
14,2025_WR_150856_34,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Kotguru sub Minor RD 0 - 18949]",26-Sep-2025 03:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SO8NyRP7zbbCOgGrMWmT%2F1A%3D%3D
15,2025_WR_150856_29,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Maan Minor RD 0 - 42441]",26-Sep-2025 02:30 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SNiPXU8wxyhOTGwl%2B0gT75g%3D%3D
16,2025_WR_150856_31,1,"[Estimate for Clearance of internal section weed, Jala, deeela , jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of New Peori Minor RD 0 - 8950]",26-Sep-2025 02:30 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SS6abJuWKjPmIgjL8W%2BI6ig%3D%3D
17,2025_WR_150856_32,1,"[Estimate for Clearance of internal section weed, Jala, deeela, jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Doomwali Minor RD 0 - 79295]",26-Sep-2025 02:30 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SrOSSBp41KWUOBt5ZXB4ltg%3D%3D
18,2025_WR_150856_33,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Teona Disty. RD 0 - 63900]",26-Sep-2025 02:30 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SFz4XtMrTByxh4cKLYMhrXA%3D%3D
19,2025_WR_150856_30,1,"[Estimate for Clearance of internal section weed, Jala, deeela, jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Lal Bai Disty RD 0 - 23300]",26-Sep-2025 02:30 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SANMWV3rFXgYrW6WjuiONJA%3D%3D
20,2025_WR_150856_26,1,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Ghumiara Minor RD 0 - 14291]",26-Sep-2025 02:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SEn%2B8DYQvA3oBIrvmVfF4Tg%3D%3D
21,2025_WR_150856_25,2,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Badal Minor RD 0 - 17537]",26-Sep-2025 02:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S4ku9p6dJOOPahwDPUsbEMw%3D%3D
22,2025_WR_150856_27,2,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Jangirana Disty RD 0 - 18934]",26-Sep-2025 02:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SGqVlZhHPRg%2Fj7HqPnLxwcw%3D%3D
23,2025_WR_150856_26,2,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Ghumiara Minor RD 0 - 14291]",26-Sep-2025 02:00 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SEn%2B8DYQvA3oBIrvmVfF4Tg%3D%3D
24,2025_WR_150856_24,2,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Kilianwali Sub Minor RD 0 - 51130]",26-Sep-2025 01:40 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SlYmI2vS5CKmHgi5oohkeAA%3D%3D
25,2025_WR_150856_21,2,"[Estimate for IC section (weed, jalla ,deela , sarkanda , jungle butti , dhorra , silts etc) manually from inner section of Bilaspur Minor RD 0 to 31835 (Lined Heavy Growth), Khai Minor RD 0 to 14156 (Lined Heavy Growth) .]",26-Sep-2025 01:30 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SWnx%2BMjxPL%2FFnK3RdcNE9rQ%3D%3D
26,2025_WR_150856_22,2,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Teona Disty. RD 63900 - 112300]",26-Sep-2025 01:30 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Ss4PR7bVX02XzxbmUeG%2FVGA%3D%3D
27,2025_WR_150856_23,2,"[Estimate for Clearance of internal section weed, Jala, deeela,jungle butti, sarkanda, dhora, silts etc mannually from inner section of Lined Section of Mithri Minor RD 0 - 61500]",26-Sep-2025 01:30 PM,Department of Water Resources||Department of Water Resources||Canal - Bathinda Canal Div,08-Oct-2025 10:00 AM,https://eproc.punjab.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SNZN2WamZIYnzBJ390JkM7w%3D%3D
