Serial Number,Title,Organisation,Closing Date,Link
74,"[Repairing,colouring and painting of Keet anubhag Prayog shala in shodh parishad shahajahanpur]",Cane Development and  Sugar Industry UP||Deputy Cane Commissioner Bareilly||District Cane Officer Bareilly||Secretary Cane Development Council Semikhera,10-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SDVpBmH1HvRt5WOvOpTu4EA%3D%3D
75,"[Repairing,colouring and painting of OLD LAB in shodh parishad  shahjahanpur]",Cane Development and  Sugar Industry UP||Deputy Cane Commissioner Bareilly||District Cane Officer Bareilly||Secretary Cane Development Council Semikhera,10-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S9fxbKXNxijz6kl0cK5UX0A%3D%3D
76,[Repair And Painting Work at Auditorium Building Ganna shodh parishad shahjahanpur],Cane Development and  Sugar Industry UP||Deputy Cane Commissioner Bareilly||District Cane Officer Bareilly||Secretary Cane Development Council Semikhera,10-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SrvexZVNodVqS9mmPnbzPkw%3D%3D
77,[BOUNDARY WALL FOR SHODH PARISHAD AT DISTT  SAHAJAHANPUR  LENGTH  1460 MTR],Cane Development and  Sugar Industry UP||Deputy Cane Commissioner Bareilly||District Cane Officer Bareilly||Secretary Cane Development Council Semikhera,10-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SxzQeNlddiql4PPqsi1QHjw%3D%3D
78,[Special Repair of Guest House (New) at Ganna Shodh Parishad Shahjahnpur ],Cane Development and  Sugar Industry UP||Deputy Cane Commissioner Bareilly||District Cane Officer Bareilly||Secretary Cane Development Council Semikhera,10-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SecOUgi7jIxH5pWZD0uWSHQ%3D%3D
79,[12.50 HP Submersible Pump Boring Work At Sirsa Farm Ganna Shodh Cente],Cane Development and  Sugar Industry UP||Deputy Cane Commissioner Bareilly||District Cane Officer Bareilly||Secretary Cane Development Council Semikhera,17-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SFSR9wyBYW2pBl%2B5xLJypWw%3D%3D
80,"[S.I.T.C of 9 Mtr Semi High Mast Light with 4x200 watt LED Flood light in Assembly sakaldiha, District -Chandauli, Under Vidhan Mandal Kshetra Vikas Nidhi Programme]",Construction and Design Services Nalkoop Wing||Project Manager Varanasi (Unit - 4),10-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S0qQMEZHiqvRKBC2LtIXwCQ%3D%3D
81,[REPAIRING AND RENOVATION OF MAIN BUILDING (LAAL BUILDING) OF DISTRICT COURT VARANASI AT DISTRICT VARANASI],Construction and Design Services Nalkoop Wing||Project Manager Varanasi (Unit - 4),17-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SN5su4hfMuAhIiFZC%2BSDolg%3D%3D
82,[Construction of Vulnerable Witness Deposition Centre at Court Room No-56 in Distt. Court Varanasi],Construction and Design Services Nalkoop Wing||Project Manager Varanasi (Unit - 4),11-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S4fARlCpFHJuVsI%2FCO%2Fiszg%3D%3D
83,[S.I.T.C of 9 mtr High Mast Light in District -Varanasi.. Under Sanshad Sthaniya Kshetra Vikas Nidhi Programme.],Construction and Design Services Nalkoop Wing||Project Manager Varanasi (Unit - 4),15-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SgmWdY4ireJeBSzd5PKYlwQ%3D%3D
84,[S.I.T.C of 9 mtr High Mast Light in District - Chandauli. Under Vidhan Mandal Kshetra Vikas Nidhi Programme.],Construction and Design Services Nalkoop Wing||Project Manager Varanasi (Unit - 4),15-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SRUO9afUDU7VAXzI8TO%2FSMQ%3D%3D
85,[Patch repair of vr road at block mainpuri Lot1],Chief Engineer Agra Zone PWD Agra UP||MAINPURI CIRCLE PWD MAINPURI||CONSTRUCTION DIVISION PWD MAINPURI,12-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZIZ0zexWtnDUCwcp97Yynw%3D%3D
86,[Patch repair of vr road at block mainpuri Lot2],Chief Engineer Agra Zone PWD Agra UP||MAINPURI CIRCLE PWD MAINPURI||CONSTRUCTION DIVISION PWD MAINPURI,12-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=St8e7GTbaBjb6dOfl%2FGvXRA%3D%3D
87,[Patch repair of vr road at block Kurawali Lot1],Chief Engineer Agra Zone PWD Agra UP||MAINPURI CIRCLE PWD MAINPURI||CONSTRUCTION DIVISION PWD MAINPURI,12-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SwZwBEI2YC4SCNabStN3LMg%3D%3D
88,[Patch repair of vr road at block Kurawali Lot2],Chief Engineer Agra Zone PWD Agra UP||MAINPURI CIRCLE PWD MAINPURI||CONSTRUCTION DIVISION PWD MAINPURI,12-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S2oTPqNnuuTm0kFcMmQa5ag%3D%3D
89,[Patch repair of SH MDR and ODR road at block Kurawali lot 1],Chief Engineer Agra Zone PWD Agra UP||MAINPURI CIRCLE PWD MAINPURI||CONSTRUCTION DIVISION PWD MAINPURI,12-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S8IKJHr8icRcQEsM78Eo4YA%3D%3D
90,[Patch repair of SH MDR and ODR road at block Kurawali lot 2],Chief Engineer Agra Zone PWD Agra UP||MAINPURI CIRCLE PWD MAINPURI||CONSTRUCTION DIVISION PWD MAINPURI,12-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2Fa8c1vMNSF7Z8TgYDYwRzg%3D%3D
91,[Work of tenting and barricading etc. in District Budaun for the possible arrival/Programms of VVIP.],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SN5lL6idDYBV5CudamOPkTA%3D%3D
92,[Construction of Helipad/ Khadanja etc. in District Bareilly for the possible arrival/ Programs of VVIP],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SD7JE%2FMCmKl3G5KCJRAhIZg%3D%3D
93,[Construction of Helipad/Khadanja etc. in Distt Pilibhit for the Possible Arrival / Programme of VVIP],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD PILIBHIT,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sb8G%2BM1Rk2PdP%2FpIWA0B1aw%3D%3D
94,[Work of tenting and barricading etc. in District Pilibhit for the possible arrival/Programms of VVIP],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD PILIBHIT,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SIUJ4TwLOUImgXJlzzew4vw%3D%3D
95,[Construction work of Smart road from Keruganj Chauraha Pakad Chowki via STP and Gaushala to NH-30 Shahjahanpur-Bareilly Highway in Distt Shahjahanpur (Fin Year 2025-26)],Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE PROVINCIAL DIVISION PWD SHAHJAHANPUR,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SolLaFK6MffZaGVZfkTpr9A%3D%3D
96,[Repair of Pooled Awas Colony in Distt Pilibhit],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD PILIBHIT,11-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=ScC069jdrg9H3Ca5twgc%2B7w%3D%3D
97,[Repair of Govt. Inter College Amariya in Distt Pilibhit],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD PILIBHIT,11-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SgOrkOJiFANKi6q8R0Op4NQ%3D%3D
98,[Repair and White Washing of Boundry Wall  at Govt Girls Inter College in Barkheda Kalan Distt Pilibhit],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD PILIBHIT,11-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sl9uBXikFFT4uwZzwc9igLA%3D%3D
99,"[Under AE-1 Area, Pot holes and Patch repair work on SH, MDR, ODR under Dataganj Vidhansabha District Budaun ]",Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,10-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SiFhENfAQec2e23LFAsLyzQ%3D%3D
100,"[Under AE-2 Area, Pot holes and Patch repair work on SH, MDR, ODR under Dataganj Vidhansabha District Budaun ]",Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,10-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SlFDcdkSRKhwSJ5ndoI8%2BUA%3D%3D
101,[Road Safety Work at Widening and Strengthening of Nigohi Khudaganj Road (ODR) in Distt. Shahjahanpur. (Fin Year 2025-26)],Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE PROVINCIAL DIVISION PWD SHAHJAHANPUR,25-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SBlBXBye3XhO5NrTfDwEY%2Bw%3D%3D
102,[Erection of Pantoon Bridge and Dismantling after Rainey session on Ramganga river Haidalpur Ghat in Distt Shahjahanpur Fin.Year 2025-26],Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE CONSTRUCTION DIVISION-1 PWD SHAHJAHANPUR,11-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2FRY0w7jpG7y%2B6E53gLofSg%3D%3D
103,[Erection of Pantoon Bridge and Dismantling after Rainey session on Ramganga river Baujhighat in Distt Shahjahanpur Fin.Year 2025-26],Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE CONSTRUCTION DIVISION-1 PWD SHAHJAHANPUR,11-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SVLjqr%2F%2FlIW5Vx6t0bvKfEg%3D%3D
104,[General repair and maintenance work in pooled housing houses in District Badaun ],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SpKlvhVtHigo2rBMEo5IYng%3D%3D
105,"[Special repair work in 08, Type IV houses from 4/1 to 4/8 situated in Officer Colony under pooled housing in District Badaun.]",Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SwwF97XmpvEj9qO6AJrXORg%3D%3D
106,[Maintenance and repair work of non-residential building (inspection House and office Building) under Provincial Division PWD Budaun.],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2F1bbLngG%2BMGC906klw5dVw%3D%3D
107,[Work of applying center/edge line with thermoplastic paint on Badaun Kakarala Usaihat road under Shekhupur Vidhansabha. ],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SMtFos46brSg0E2s6PZIQyw%3D%3D
108,[Work of applying center/edge line with thermoplastic paint on Ujhani Patparaganj Bhuda Bhadraul Kudha Shahpur Kakoda road under Shekhupur Vidhansabha. ],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SOhUL7NUzsb2LpydexakaxQ%3D%3D
109,[Work of applying center/edge line with thermoplastic paint on Usaihat Qadar Chowk via Hardupatti Tikri Tatarpur road under Shekhupur Vidhansabha. ],Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SvGI4BWkwYRdoULHIj7Ucnw%3D%3D
110,[Road Signage work MDR-104C Km-13 to Gariya Rangeen Road (ODR) In Distt. Shahjahanpur],Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE CONSTRUCTION DIVISION-1 PWD SHAHJAHANPUR,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SznAnz1SUVCx9Ra5pq1g7yg%3D%3D
111,[Road Signage work on NH-24 to via Dhakiya Parvejpur Hismah via  Kishurihai road (ODR) to SH-29 In Distt. Shahjahanpur],Cheif Engineer Bareilly Zone PWD Bareilly||SE BAREILLY CIRCLE PWD BAREILLY ||EE CONSTRUCTION DIVISION-1 PWD SHAHJAHANPUR,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SA7rcXdfBiZb2j6Rh4DakZA%3D%3D
112,[Construction of Four House of Type-4 for Gazetted Officers in Police Line of Gonda District],Chief Engineer Devipatan (Gonda) Zone PWD Gonda||SE Gonda Circle PWD Gonda,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S3fVs3Dnbc%2F5jXjEqnhw9MQ%3D%3D
113,[Janpad Mau me 150 Byaktiyo ki Kshamta ke Badh Sangrahalay Nirman Karya ke Vidhyutikaran ewam Fire Fitting ka karya],Chief Engineer Electrical  Mechanical PWD Lucknow||Superintending Engineer (E/M) Circle PWD Gorakhpur||Electrical Mechanical Division PWD Azamgarh,25-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SOykbI4K0D7rlhKjxtJa%2BHg%3D%3D
114,[Auction of Machinery],Chief Engineer Electrical  Mechanical PWD Lucknow||Superintending Engineer (E/M) Circle PWD Agra||Electrical Division PWD Meerut,09-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SuPCDXhKCU8Fz3HZd0lIizQ%3D%3D
115,[Janpad Amroha me Rajyakar Karyala Bhawan me Fire Fighting evam Fire Alarm System ki esthapna ka karya],Chief Engineer Electrical  Mechanical PWD Lucknow||47th Circle Electrical Mechanical PWD Moradabad||Electrical Mechanical Division PWD Moradabad,12-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SucTQg5MMmjyeZ9og93g5GQ%3D%3D
116,[Janpad Gorakhpur mein Jagdishpur Saraiyya Block hote huye Deoria 4 Lane tak mein Chaudikaran avam sudrihikaran ke karya mein (HT/LT) Vidyut Line shifting ka karya],Chief Engineer Electrical  Mechanical PWD Lucknow||Superintending Engineer (E/M) Circle PWD Gorakhpur||Electrical Mechanical Division PWD Gorakhpur,12-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=ShjPfgbUwZAEjH4tEE%2FxtkA%3D%3D
117,"[SITC of 125 KVA DG Set with AMF Panel at Transit Guest of HHC Lucknow Bench, Lucknow (Standard CPCB-IV)]",Chief Engineer Electrical  Mechanical PWD Lucknow||30th Circle Electrical Mechanical PWD Lucknow,10-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SqSOb4UWzuzCOawL3xdW6Gg%3D%3D
118,"[Comprehensive Annual maintenance Contract of Networking System installed for 30 Court, 20 Chambers building at Honble High Court, Allahabad]",Chief Engineer Electrical  Mechanical PWD Lucknow||44th Circle Electrical Mechanical PWD Varanasi||Electrical Mechanical Division PWD Prayagraj,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SYoBVJJWhbFEeeh0k3LQ5IA%3D%3D
119,[Electrification work in One Rooma and Three Washroom of Construction Division PWD Meerut],Chief Engineer Electrical  Mechanical PWD Lucknow||Superintending Engineer (E/M) Circle PWD Agra||Electrical Division PWD Meerut,16-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S3dfOqISIUYf%2FIiSyfMM8aA%3D%3D
120,"[Pontoon, Railing Post aur R.S. Joist etyadi ke fabrication ke dauraan prapt scrap ki E-Nilami]",Chief Engineer Electrical  Mechanical PWD Lucknow||44th Circle Electrical Mechanical PWD Varanasi||Electrical Mechanical Division PWD Prayagraj,07-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SugAi7TiB%2B7JNaWSFm%2BUcHA%3D%3D
121,[Electrical Pole Shifting work for the work of widening and Strengthening of Moth Baghera Tahrauli Road (Other District Road) in District Jhansi.],Chief Engineer Electrical  Mechanical PWD Lucknow||Superintending Engineer (E/M) Circle PWD Kanpur||Electrical Mechanical Division PWD Jhansi,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SCgfITBgwfjtfpKThj407jA%3D%3D
122,[Construction of Gate at Bihar Border of Kanchanpur Baghuchghat Pakaha Road in Km-22 in Dist Deoria	],Chief Engineer Gorakhpur Zone PWD Gorakhpur UP||SE DEORIA CIRCLE PWD DEORIA,09-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SRabk3B1tRBRgvP2b%2B0KMEw%3D%3D
123,[Construction of Road Safety work in Widening and Strengthening of Dharmarth Yojanantragat Chauk-Sonadi-Mata Sthan to Ramgram Road (ODR) in financial year 2025-26 (Lot No. 01/03)],Chief Engineer Gorakhpur Zone PWD Gorakhpur UP||GORAKHPUAR CIRCLE PWD GORAKHPUR||EE PROVINCIAL DIVISION PWD MAHARAJGANJ,20-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZOvHtVWoVbTSWBPQQ4%2FitQ%3D%3D
124,[Construction of Road Safety work in Widening and Strengthening of Rajay Sadak Nidhi Yojnantragat Siswa-Hevati-Sinduriya Road (ODR) in financial year 2025-26 (Lot No. 02/03)],Chief Engineer Gorakhpur Zone PWD Gorakhpur UP||GORAKHPUAR CIRCLE PWD GORAKHPUR||EE PROVINCIAL DIVISION PWD MAHARAJGANJ,20-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SuYF1KCXPV4kDYerbCx%2FfRQ%3D%3D
125,[Renewal with general maintenance on BC Layer in Road Safety work from Jhulanipur - Chandagularbhar - Nahara Seva Road (ODR) in financial year 2025-26 (Lot No. 03/03)],Chief Engineer Gorakhpur Zone PWD Gorakhpur UP||GORAKHPUAR CIRCLE PWD GORAKHPUR||EE PROVINCIAL DIVISION PWD MAHARAJGANJ,20-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SWdrxGNFKxGYucZX3FRPzdQ%3D%3D
126,[Repairing of existing Court Building of FTC Court at Civil Court Campus District  Hamirpur UP],Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||PROVINCIAL DIVISION PWD HAMIRPUR,09-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SiZ7NeHC1x6y2oxQkHdmFtg%3D%3D
127,[Construction work of boundary wall for security between advocate chambers and type-5 residences of judicial officers in the inner cover of Parisar-2 of district court Hamirpur],Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||PROVINCIAL DIVISION PWD HAMIRPUR,09-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SzFdG%2BO6bU4%2FsHmHxsE1E%2Fg%3D%3D
128,[Construction work of broken boundary wall between the old District Judge residence of District Court Hamirpur and Yamuna Pathway and Chauradevi Road],Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||PROVINCIAL DIVISION PWD HAMIRPUR,09-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SAwkd%2F0gy6u4t777T9nj90A%3D%3D
129,[Construction work of pink toilet behind the Malkhana of District Court Hamirpur],Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA||PROVINCIAL DIVISION PWD HAMIRPUR,09-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S1J0V6%2FQ03BXdGVm4bLRmpQ%3D%3D
130,[Repair and improvement work of minor bridge located at Km 95 of Daboh- Poonch- Gursarai- Tikamgarh road SH-131],Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||PROVINCIAL DIVISION PWD JHANSI,15-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SyIzgAMDBPgaw7rAWtT8M%2Bw%3D%3D
