S.No,e-Published Date,Closing Date,Opening Date,Title,TenderID,Link,Organisation Chain
281,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 11 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_11],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SAGgIi6lp7JDfDzH93cfo8Q%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
282,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 04 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_4],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SdedQm4s0CQIuCJaGleom5g%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
283,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 09 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_9],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SfE4Y4%2BzTyoZXImoQcdFJFw%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
284,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 05 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_5],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sx72gRbufrC9q%2BCJMornsEg%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
285,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 06 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_6],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SbTkXgcGGU4Yb2ki03TSZyQ%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
286,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 02 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_2],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SsPLfRGc56Pi2tiutS7M6kg%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
287,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 13 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_13],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SO9KZL53N8thBWOgTZFYUEw%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
288,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 12 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_12],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SFNdhDYe39k6EW23EW9ySWg%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
289,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 07 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_7],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S34PqyxEnD%2B8AULHohCznsw%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
290,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 08 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_8],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SzE3RnXyyhaUP52tWKuw0bw%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
291,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 10 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_10],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S623sIIf9Ef%2FPB5JrZbBNJg%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
292,17-Sep-2025 03:00 PM,23-Sep-2025 01:00 PM,23-Sep-2025 02:00 PM,"[Electrification work in S.T., S.C. Boys Hostel Ist (Old) in Mishripur, Shahjahanpur]",[162-2/E.E.E. Bly/E-Tender/SPN/2025-26 Dt. 01.09.2025][2025_SCIDC_1070564_3],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SQDC%2BGO3t3FYpCeChc35EXw%3D%3D,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly
293,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 18 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_18],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SAsb3xXwkIvVUSmpDQrQGww%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
294,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 96 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_96],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SUjBZcoYGc78V9OXjU2Dx9w%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
295,17-Sep-2025 03:00 PM,03-Oct-2025 03:00 PM,03-Oct-2025 04:00 PM,"[PACKAGE NO- 02, UNDER CM GRID SCHEME PHASE- 02 AT- MORADABAD U.P. (PITAL NAGARI ROAD, HALLET ROAD TO PARKAR ROAD) INCLUDING ALL CONSTRUCTION WORK AND FIVE (05) YEARS MAINTENANCE.]",[14/PA-2/CE/NNM/2024-25  Dated 15-02-2025][2025_DOLBU_1009700_8],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S5%2Fhu5Ks1elYRmzJ6LFvmMg%3D%3D,Directorate of Local Bodies UP||Moradabad Municipal Corporation
296,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 94 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_94],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SekBzUCMy36gr8nNVr21Dig%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
297,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 97 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_97],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SlT1LUBDhm612nJmANsAOvQ%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
298,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 91 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_91],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SqTnTydNjIZ2u69Hj%2F9JRUQ%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
299,17-Sep-2025 03:00 PM,27-Sep-2025 11:00 AM,29-Sep-2025 11:00 AM,[WORK NO. 93 OUT OF 111 NIRMAN WORKS.],[NNMV/60/NIRMAN/01-111][2025_DOLBU_1073980_93],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Si8wbCz0HIzzWTqwvtcR2Cw%3D%3D,Directorate of Local Bodies UP||Mathura Municipal Corporation
300,17-Sep-2025 03:00 PM,23-Sep-2025 01:00 PM,23-Sep-2025 02:00 PM,"[Electrification work in S.T., S.C. Boys Hostel in Jalalabad, Shahjahanpur]",[162-4/E.E.E. Bly/E-Tender/SPN/2025-26 Dt. 01.09.2025][2025_SCIDC_1070566_3],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SatlEz6UH0qdQaxf5uVwuHw%3D%3D,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Bareilly
1161,16-Sep-2025 09:00 AM,25-Sep-2025 02:00 PM,25-Sep-2025 03:00 PM,[TRANSPORT WORK FOR PADDY YEAR 2025-26 AND WHEAT PURCHASE YEAR 2026-27 FOR CENTRE  B PACS KHURHAT DISTRICT CHANDAULI],[2409/15-1 /P.W-TRANS/2025-26/2026-27][2025_DOFCS_1073941_48],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S7rtNVqK6H0jwLsd0ExBq%2Bg%3D%3D,Department of Food and Civil Supplies||Office of Regional Food Controller Varanasi
1162,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-07 Ward-16 Bahadurganj, Ward-56 Phaphamau aur Ward-37 Shantipuram me damar dwara bani vibhinn mohallo ki sadko par jagah-jagah kharab gaddhon par bitumen patch repair karya]",[26-09-2025 paich][2025_NNAMC_1073965_13],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SUiyy7CufZBC7ciew5FhsZA%3D%3D,Allahabad Municipal Corporation||Public Works Department
1163,16-Sep-2025 09:00 AM,25-Sep-2025 02:00 PM,25-Sep-2025 03:00 PM,"[TRANSPORT WORK FOR PADDY YEAR 2025-26 AND WHEAT PURCHASE YEAR 2026-27 FOR CENTRE  SUHWAL AT JOGIYAMAR, PCU DISTRICT GHAZIPUR]",[2409/15-1 /P.W-TRANS/2025-26/2026-27][2025_DOFCS_1073941_47],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S1arF4Wkk%2F6tFvkrEJfdGqg%3D%3D,Department of Food and Civil Supplies||Office of Regional Food Controller Varanasi
1164,16-Sep-2025 09:00 AM,24-Sep-2025 01:00 PM,24-Sep-2025 02:00 PM,[Handling Work for Paddy Center B.Pax Ltd. Hatadalelpur Samiti Bhavan],[565/Paddy-etender/25-26/ Shahjahanpur][2025_UPBSS_1074192_1],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S0LHlQ2SYcCxx5dv75LVg0Q%3D%3D,U.P. Upbhokta Sahkari Sangh Ltd.||Bareilly Division
1165,16-Sep-2025 09:00 AM,24-Sep-2025 01:00 PM,24-Sep-2025 02:00 PM,[Handling Work for Paddy Center B.Pax Ltd. Chowkiya Samiti Bhavan],[565/Paddy-etender/25-26/ Shahjahanpur][2025_UPBSS_1074192_2],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S4XS5UyUlL4HQPPA4nZ1ijw%3D%3D,U.P. Upbhokta Sahkari Sangh Ltd.||Bareilly Division
1166,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-02 ke antargat Ward-60, 77, 84, 90, 92, 97, 98 aur 100 me kharab sadko ka patch work dwara repair karya]",[26-09-2025 paich][2025_NNAMC_1073965_3],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SfguhrSp16V8SM9mPCZYMrA%3D%3D,Allahabad Municipal Corporation||Public Works Department
1167,16-Sep-2025 09:00 AM,22-Sep-2025 04:00 PM,23-Sep-2025 02:00 PM,[In EDD SDR under BP 2025-26 construction of  11 kv line and laying underground cable at railway crossing ],[28/EDC(S)/2025-26][2025_PVVNV_1068745_2],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SCHedpfE0CCkaHFzVN3uhVw%3D%3D,Purvanchal Vidyut Vitran Nigam Limited  Varanasi||Chief Engineer (D) PuVVNL Basti
1168,16-Sep-2025 09:00 AM,10-Oct-2025 03:00 PM,10-Oct-2025 04:00 PM,[Construction of 4.50 MLD Capacity Sewage Treatment Plant (Based on Sequential Batch Reactor Technique) including operation  maintenance for 5 years at Kalindi Nagar  Mahaveer Nagar Vistar Scheme in Kanpur Nagar (U.P.)],[E-474814/EE2/4.50 MLD STP][2025_UPKDA_1074129_1],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S33bTsUlgpsGsvVYi14ZNjA%3D%3D,Kanpur Development Authority
1169,16-Sep-2025 09:00 AM,07-Oct-2025 01:30 PM,07-Oct-2025 02:00 PM,[Repairing of link road Thana maharajpur to tirlokpur],[35/2025-26][2025_RKUMP_1073236_1],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=So8rsbQ77y91jSP%2BkXUqOsQ%3D%3D,"Rajya Krishi Utpadan Mandi Parishad,UP||SE Zone-1||Dy Director Construction, Kanpur Nagar"
1170,16-Sep-2025 09:00 AM,23-Sep-2025 11:00 AM,23-Sep-2025 04:00 PM,[24/EDCKD/2025-26],[24/EDCKD/2025-26][2025_DVVNL_1052888_2],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SfKkslK2OQpllDaYK3utNEg%3D%3D,Dakshinanchal Vidyut Vitran Nigam Ltd.
1171,16-Sep-2025 09:00 AM,22-Sep-2025 02:00 PM,22-Sep-2025 04:00 PM,[EDC2A-09/2025-26],[EDC2A-09/2025-26][2025_DVVNL_1069513_2],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sd1Q8hy8C8TVRn6poazkBBA%3D%3D,Dakshinanchal Vidyut Vitran Nigam Ltd.
1172,16-Sep-2025 09:00 AM,07-Oct-2025 01:30 PM,07-Oct-2025 02:00 PM,[Repairing of link road Hardaikheda to mishrikheda],[37/2025-26][2025_RKUMP_1073238_1],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SPuc6YhwNY0ltJmfbOUjQwg%3D%3D,"Rajya Krishi Utpadan Mandi Parishad,UP||SE Zone-1||Dy Director Construction, Kanpur Nagar"
1173,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-03 ke antargat Ward-12 Ashok Nagar, Ward-41 Gafurdaganj, Ward-61 Karnalganj, Ward-63 Purana Katra aur Ward-78 Gaya Katra me dagar dwara banayi sadak par jagah-jagah kharab gaddhon par bitumen patch repair karya]",[26-09-2025 paich][2025_NNAMC_1073965_5],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2F3OYPijHvX%2F%2F44%2F6YR8vQQ%3D%3D,Allahabad Municipal Corporation||Public Works Department
1174,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-01 ke antargat Ward-74, 82, 91, 93, 96 aur 99 me bitumen dwara sadak par patch repair karya]",[26-09-2025 paich][2025_NNAMC_1073965_1],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SJUnFmYuY0ZYmZI41fm%2BmCg%3D%3D,Allahabad Municipal Corporation||Public Works Department
1175,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-02 Ward-95 Narayan Singh Nagar, Ward-80 Mohatsim Ganj, Ward-86 Galviya Nagar, Ward-57 Kashiraj Nagar, Ward-76 Atarsuiya ke antargat mukhya road aur aantarik road ka patch repair karya.]",[26-09-2025 paich][2025_NNAMC_1073965_4],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SiMQax%2F5amkUTvHMsVn9EKA%3D%3D,Allahabad Municipal Corporation||Public Works Department
1176,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-01 ke antargat Ward-44, 53, 54, 71 aur 35 me bitumen dwara mukhya sadak par patch repair karya]",[26-09-2025 paich][2025_NNAMC_1073965_2],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S3rmjswnleDeVmR5SNisBvg%3D%3D,Allahabad Municipal Corporation||Public Works Department
1177,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-03 ke antargat Ward-07 Rajpur, Ward-21 Gyoraabad, Ward-24 Swaraj Nagar, Ward-Ganga Nagar, Ward-55 Rajroiyarganj aur Ward-64 Gehdauri me dagar dwara banayi sadak par jagah-jagah kharab gaddhon par bitumen patch repair karya.]",[26-09-2025 paich][2025_NNAMC_1073965_7],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SQdDXlm8Zh0dld5CqAWmW6Q%3D%3D,Allahabad Municipal Corporation||Public Works Department
1178,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-04 ke antargat Ward-13, 30, 32, 36, 38, 43, 46, 48, 62, 65, 69, 73, 89, 94 me vibhinn sadko par patch repair karya.]",[26-09-2025 paich][2025_NNAMC_1073965_9],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sm6ROLjTgQZy0Vk%2BMdpFdHQ%3D%3D,Allahabad Municipal Corporation||Public Works Department
1179,16-Sep-2025 09:00 AM,23-Sep-2025 06:55 PM,24-Sep-2025 11:00 AM,[Grauting of Sulphar House coloumn Constt of RCC coloumn for sulphar Bhatti including Roof Repair and Replacement Kainchi coloumn at Sulphar House],[400  /GM/2025-26  Dated    13-09-2025][2025_KSCM_1074016_1],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S0PTuqSfHQoYHUnLnaOrgtg%3D%3D,Kisan Sahkari Chini Mills Ltd. Powayan (Shahjahanpur)
1180,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-03 ke antargat Ward-26 Civil Lines Pratham, Ward-58 Civil Lines Dvitiya aur Ward-68 Nyay Road me damar dwara bani sadak par jagah-jagah kharab gaddhon par bitumen patch repair karya]",[26-09-2025 paich][2025_NNAMC_1073965_8],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SqGNFubU6AHLwA%2F3eemDHbw%3D%3D,Allahabad Municipal Corporation||Public Works Department
1161,16-Sep-2025 09:00 AM,23-Sep-2025 11:00 AM,23-Sep-2025 04:00 PM,[24/EDCKD/2025-26],[24/EDCKD/2025-26][2025_DVVNL_1052888_2],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SfKkslK2OQpllDaYK3utNEg%3D%3D,Dakshinanchal Vidyut Vitran Nigam Ltd.
1162,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-03 ke antargat Ward-07 Rajpur, Ward-21 Gyoraabad, Ward-24 Swaraj Nagar, Ward-Ganga Nagar, Ward-55 Rajroiyarganj aur Ward-64 Gehdauri me dagar dwara banayi sadak par jagah-jagah kharab gaddhon par bitumen patch repair karya.]",[26-09-2025 paich][2025_NNAMC_1073965_7],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SQdDXlm8Zh0dld5CqAWmW6Q%3D%3D,Allahabad Municipal Corporation||Public Works Department
1163,16-Sep-2025 09:00 AM,25-Sep-2025 02:00 PM,25-Sep-2025 03:00 PM,"[TRANSPORT WORK FOR PADDY YEAR 2025-26 AND WHEAT PURCHASE YEAR 2026-27 FOR CENTRE  KHARVADIH AT USIA, PCU DISTRICT GHAZIPUR]",[2409/15-1 /P.W-TRANS/2025-26/2026-27][2025_DOFCS_1073941_49],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SGXyYQM8qioPpWWOK9yuD6Q%3D%3D,Department of Food and Civil Supplies||Office of Regional Food Controller Varanasi
1164,16-Sep-2025 09:00 AM,24-Sep-2025 01:00 PM,24-Sep-2025 02:00 PM,[Handling Work for Paddy Center B.Pax Ltd. Tajpur Samiti Bhavan],[565/Paddy-etender/25-26/ Shahjahanpur][2025_UPBSS_1074192_4],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S59PjKklyOx%2F4b3ytmKILVA%3D%3D,U.P. Upbhokta Sahkari Sangh Ltd.||Bareilly Division
1165,16-Sep-2025 09:00 AM,24-Sep-2025 01:00 PM,24-Sep-2025 02:00 PM,[Handling Work for Paddy Center B.Pax Ltd. Kutuapur Samiti Bhavan],[565/Paddy-etender/25-26/ Shahjahanpur][2025_UPBSS_1074192_3],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2Bm3gubfDTkpbYWgCutvnyA%3D%3D,U.P. Upbhokta Sahkari Sangh Ltd.||Bareilly Division
1166,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-03 ke antargat Ward-23 Sadiyabad, Ward-27 Rajrohi, Ward-34 Shivkuti aur Ward-72 Govindpur me dagar dwara banayi sadak par jagah-jagah kharab gaddhon par bitumen patch repair karya.]",[26-09-2025 paich][2025_NNAMC_1073965_6],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=So6ZVMCGXmKQMBfXG%2BoSHDQ%3D%3D,Allahabad Municipal Corporation||Public Works Department
1167,16-Sep-2025 09:00 AM,25-Sep-2025 02:00 PM,25-Sep-2025 03:00 PM,[TRANSPORT WORK FOR PADDY YEAR 2025-26 AND WHEAT PURCHASE YEAR 2026-27 FOR CENTRE  ADSAD DWARA KRAY VIKRAY BICHHIA DISTRICT CHANDAULI],[2409/15-1 /P.W-TRANS/2025-26/2026-27][2025_DOFCS_1073941_50],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S0RgPXgIudyq7Drr6KmfXvQ%3D%3D,Department of Food and Civil Supplies||Office of Regional Food Controller Varanasi
1168,16-Sep-2025 09:00 AM,24-Sep-2025 01:00 PM,24-Sep-2025 02:00 PM,[Handling Work for Paddy Center B.Pax Ltd. Chowkiya Samiti Bhavan],[565/Paddy-etender/25-26/ Shahjahanpur][2025_UPBSS_1074192_2],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S4XS5UyUlL4HQPPA4nZ1ijw%3D%3D,U.P. Upbhokta Sahkari Sangh Ltd.||Bareilly Division
1169,16-Sep-2025 09:00 AM,24-Sep-2025 01:00 PM,24-Sep-2025 02:00 PM,[Handling Work for Paddy Center B.Pax Ltd. Hatadalelpur Samiti Bhavan],[565/Paddy-etender/25-26/ Shahjahanpur][2025_UPBSS_1074192_1],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S0LHlQ2SYcCxx5dv75LVg0Q%3D%3D,U.P. Upbhokta Sahkari Sangh Ltd.||Bareilly Division
1170,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-03 ke antargat Ward-12 Ashok Nagar, Ward-41 Gafurdaganj, Ward-61 Karnalganj, Ward-63 Purana Katra aur Ward-78 Gaya Katra me dagar dwara banayi sadak par jagah-jagah kharab gaddhon par bitumen patch repair karya]",[26-09-2025 paich][2025_NNAMC_1073965_5],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2F3OYPijHvX%2F%2F44%2F6YR8vQQ%3D%3D,Allahabad Municipal Corporation||Public Works Department
1171,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-02 Ward-95 Narayan Singh Nagar, Ward-80 Mohatsim Ganj, Ward-86 Galviya Nagar, Ward-57 Kashiraj Nagar, Ward-76 Atarsuiya ke antargat mukhya road aur aantarik road ka patch repair karya.]",[26-09-2025 paich][2025_NNAMC_1073965_4],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SiMQax%2F5amkUTvHMsVn9EKA%3D%3D,Allahabad Municipal Corporation||Public Works Department
1172,16-Sep-2025 09:00 AM,26-Sep-2025 03:00 PM,26-Sep-2025 04:00 PM,"[Zone-01 ke antargat Ward-74, 82, 91, 93, 96 aur 99 me bitumen dwara sadak par patch repair karya]",[26-09-2025 paich][2025_NNAMC_1073965_1],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SJUnFmYuY0ZYmZI41fm%2BmCg%3D%3D,Allahabad Municipal Corporation||Public Works Department
1173,16-Sep-2025 09:00 AM,22-Sep-2025 05:00 PM,23-Sep-2025 12:00 PM,"[CONST. OF BOUNDARY WALL AT RAJKIYA HIGH SCHOOL DUGONA, HARDOI UNDER PROJECT ALANKAR.]",[04 / NIVIDA / 01      Dated 03/ 01/2025][2025_UPCDS_996961_4],https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sxc9VcMdBWip%2FlTHr8HO67Q%3D%3D,Construction and Design Services  UP Jal Nigam||C.G.M. (HQ)||G.M. (HQ)||P.M. (HQ)
