Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_DJB_278821_3,1,[Short NIT No.03/EE(C)-29/2025-26/Item No. 03],26-Sep-2025 06:00 PM,Delhi Jal Board||Delhi Jal Board||EE (Civil) - 29,03-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SGu6yv4q0pE99ZYNyNn3EQQ%3D%3D
2,2025_DJB_278821_2,1,[Short NIT No.03/EE(C)-29/2025-26/Item No. 02],26-Sep-2025 06:00 PM,Delhi Jal Board||Delhi Jal Board||EE (Civil) - 29,03-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S1ax3AEzgNovBhRF8iee2tw%3D%3D
3,2025_DJB_278821_1,1,[Short NIT No.03/EE(C)-29/2025-26/Item No. 01],26-Sep-2025 06:00 PM,Delhi Jal Board||Delhi Jal Board||EE (Civil) - 29,03-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S0r6vKMP6cZs%2F2AAi6rUcZA%3D%3D
4,2025_DJB_278799_2,1,[NIT No. 14 (EnM) Item No. 2],26-Sep-2025 02:00 PM,Delhi Jal Board||Delhi Jal Board||EE (E and M) M-8,01-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SvDuFbzJgahbJNUH8Y%2BsurQ%3D%3D
5,2025_IFC_278789_1,1,"[Development of park with EPDM Flooring, C C etc at Basaidarapur in Moti Nagar Assembly Consitituency 25]",26-Sep-2025 02:00 PM,Irrigation and Flood Control||ZONE-II||Flood Circle-III||Civil Division-II,06-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sg1GBfLansTzsOt1rN0dKKg%3D%3D
6,2025_NLUD_278784_1,1,[Civil work],26-Sep-2025 10:25 AM,National Law University Delhi,03-Oct-2025 01:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SuhB8Okloc1ASrY%2Bygi6VmA%3D%3D
7,2025_DJB_278777_2,1,[NIT No.13 (2025-26) Item 2],25-Sep-2025 06:55 PM,Delhi Jal Board||Delhi Jal Board||EE (E and M) M-8,01-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SYakfvl5X0Pqmsa%2FjXIch3A%3D%3D
8,2025_DJB_278777_7,1,[NIT No.13(2025-26) Item 7],25-Sep-2025 06:55 PM,Delhi Jal Board||Delhi Jal Board||EE (E and M) M-8,01-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sc7SYsLskYuX387hhGQ6gZw%3D%3D
9,2025_DJB_278777_5,1,[NIT No.13(2025-26) Item 5],25-Sep-2025 06:55 PM,Delhi Jal Board||Delhi Jal Board||EE (E and M) M-8,01-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SHYYZ6M6XDlqjvWH4qIEyFw%3D%3D
10,2025_DJB_278777_1,1,[NIT No.13(2025-26) Item 1],25-Sep-2025 06:55 PM,Delhi Jal Board||Delhi Jal Board||EE (E and M) M-8,01-Oct-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SwrNslqVzgVkL4OQUl04zjA%3D%3D
11,2025_DUSIB_278714_1,1,[EIUS (Capital)],24-Sep-2025 06:00 PM,Delhi Urban Shelter Improvement Board||Engineering Department||SE-I||CD-IV,30-Sep-2025 03:00 PM,https://govtprocurement.delhi.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SBCDXAfpsApWlBGlfp%2FRObA%3D%3D
