Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
57,2025_PWHE_47094_1,[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Karbi Anglong DTBD for i. Dilai High School. ii. Hidipi High School iii. Hollokhuwa High School iv. Silonijan High School v. Phonglokpet High Scho],29-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,04-Oct-2025 04:30 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sq5umor%2BwE7Q8eGyWox8tkA%3D%3D
58,2025_PWD_47595_1,"[STBR/ Bailey Bridge/B_D TRD/SOPD-G/01 Procurement and Launching of 2T ransom Per Bay Bailey Bridge across Rangamotia Br (missing gap No. 10/1) under SOPD-G under PWRD, Bokakhat and Dergaon Territorial Road Division, Bokakhat including transportation ]",19-Sep-2025 10:30 AM,Public Works Roads Department,09-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SZ%2FNItA3hmNDclsa6IFhxnQ%3D%3D
59,2025_HFWD_47586_1,"[procurement of CT Liver Volumetry Assessment Software under Radiology Department, GMCH]",18-Sep-2025 06:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,10-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SuXdSmTGW4wZIiMCP0nqqjQ%3D%3D
60,2025_PWHE_47067_1,"[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Morigaon District Territorial Building Division, Morigaon for i. Moniram Dewan ME]",28-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,03-Oct-2025 04:30 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SGlXTFhUl3A7PdORVT8ZHgQ%3D%3D
61,2025_GMC_47288_21,[Construction of Toilet under Ward No.21],06-Sep-2025 06:15 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SGnE7MDDBTMhh%2BSWNSJLCHw%3D%3D
62,2025_PWBNH_47384_2,"[Construction of 50 bedded Critical Care Hospital Block (CCB) at Golaghat Medical  College and Hospital in Golaghat district, Assam under PMABHIM]",09-Sep-2025 01:05 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,10-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SSY1FQShyJq1sC3t%2F%2FiS4yw%3D%3D
63,2025_PWHE_47121_1,[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Haflong TBD for i. Hajadisa High School. ii. Gunjung High School iii. Kalachand High School iv. Hadingma High School],30-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,06-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SAHFbQkWyFQ1mkqJhZlKHEA%3D%3D
64,2025_PWD_47610_3,"[ASOM_MALA_3.0_25_26_26 Improvement and upgradation of Chepti Kulhati Road (Ch. 0.00 km to Ch. 10.00 km) under Asom Mala 3.0 for the year 2025-26, Rangia LAC.]",19-Sep-2025 04:00 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2FGAiuZngOQYg1gLyr4lYgw%3D%3D
65,2025_DAASC_47603_1,[Empanelment of manufactures of Agricultural Machineries],19-Sep-2025 05:00 PM,Directorate of Agriculture and Assam Seed Corporation,10-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S31xu%2BjzUnfs7LP%2F93JI29w%3D%3D
66,2025_PHED_47181_1,[Detailed shifting of Numberpara Pt-I PWSS under SOPD for the year 2025-26 under Bongaigaon (PHE) Division],02-Sep-2025 02:00 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Nalbari Circle-Nalbari-PHED,03-Oct-2025 04:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SgmtF8RCaYgEPldPTn1SAsw%3D%3D
67,2025_PWHE_47125_1,[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Majuli District Territorial Building Division for i. Navajyoti H.S.. ii. Shewlal Bayanwala H.S iii. Gezera H.S. iv. Arunoday HS],30-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,06-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sflr%2BjZ7o3Wo7PJ71WcsO0Q%3D%3D
68,2025_HFWD_47249_1,[Group No 5A],03-Sep-2025 02:00 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SlDc9ZmlVuotIWW9akCDMRQ%3D%3D
69,2025_HFWD_47234_1,[Group No 6],02-Sep-2025 06:50 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SCv3wgC9jF%2B0nlDRpFBFT0A%3D%3D
70,2025_PHED_47659_1,"[Shifting of distribution system and installation of FHTC damage due to widening of PWD road at Siporia Batabari PWSS under SOPD-G for the year 2025-26 under Tezpur Division-II, Dhekiajuli]",24-Sep-2025 10:00 AM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||Tezpur Circle-Tezpur-PHED,17-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SFFjLdSVyNazVGJ9O%2F7wcaA%3D%3D
71,2025_PWHE_47098_1,[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Baithalangso TBD for i. Amguri High School ii. Model School Dalimbari iii. Rangsina High School iv. Adarsha Rastra Bhasa High School v. Lamsakhang],29-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,04-Oct-2025 04:30 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sckg3CmFUmR%2FOI0ps2y7yXA%3D%3D
72,2025_PHED_46482_1,[Shifting of distribution system and installation of FHTC damage due to widening of PWD road at Niz Garubandha PWSS under SOPD-G for the year 2025-26],16-Aug-2025 10:00 AM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||North Assam Zone-Tezpur-PHED||Tezpur Circle-Tezpur-PHED,08-Oct-2025 04:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SPesLc5yR%2BoOwX7OnlMm%2BZg%3D%3D
73,2025_GMC_47287_4,[Construction of Community Hall under Ward No-13],04-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SjaxxheK1HjB602QVeZHvFw%3D%3D
74,2025_PWHE_47061_1,"[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Silchar,Udharbond , Sonai and Dholai(SC)TBD for i. Bam Bidyapith High School ii. Itachora Tea Estate Model School iii. 62 No Dudhpatil MV SchoolMV]",28-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,03-Oct-2025 04:30 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SCz0r%2F0itx%2Fqfq6xGuKGlXQ%3D%3D
75,2025_DOT_47014_1,"[Development, Operation and Management Contract for running the Prashaanti Tourist Lodge, Sarthebari]",27-Aug-2025 01:30 PM,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,04-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SrZx1rJuYhQPhqBFPKEg6eQ%3D%3D
76,2025_HFWD_46595_1,"[Supply, Installation and Commissioning of 4 Nos. of  CT Machine for TMCH, LMCH, SMCH and JMCH in Assam]",22-Aug-2025 06:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,06-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SYt1BxwP5E55mJjpIHxftmQ%3D%3D
77,2025_HFWD_47244_1,[Group No 13],03-Sep-2025 02:00 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S7fIZw1wDOiZOzCOdGhDe8w%3D%3D
78,2025_TDA_47761_1,[Long Term Leasing out of existing Inland Water Commercial Vessel TF JOYSAGAR],29-Sep-2025 09:00 AM,Transport Department||Assam Inland Waterways Company Limited,17-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SIJWjFZWHUN8I6MkMOOY2kw%3D%3D
79,2025_DoWR_47740_1,"[Flood Mitigation of Puthimari River by capacity augmentation of  Wetland area at Garjan, Assam, Package 1.]",27-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,17-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SdpfXDnv9RC4MnfeBKFKdZQ%3D%3D
80,2025_HFWD_47239_1,[Group No 8],03-Sep-2025 02:00 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SKLspxYJmcvFm%2BUhiT51JpQ%3D%3D
81,2025_PWD_47585_8,[ASOM_MALA_3.0_25_26_13 Improvement and Upgradation of Road From Kakopather at NH-15 to Dangori at NH-115 via Boralli Gaon Under Sadiya LAC From Ch 0.00(Kakopather) to Ch 10.00(Lokhrong Gaon) under Asom Mala 3.0 for the year of 2025-26],18-Sep-2025 06:50 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SdtpFioAi9LFhUT9VTA4NHg%3D%3D
82,2025_PWHE_47057_1,[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Sonitpur DTBD for i. North Jamuguri H.S. ii. Alimabad ME School],28-Aug-2025 02:00 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,03-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SoivPQaXEfaOH6Zqw6GgEZQ%3D%3D
83,2025_PWBNH_47466_1,"[Construction of Museum and Convention Centre of Sonowal Kachari Community at Nigam Panch Ali, Tinthengia, Dibrugarh, Assam Ph-I]",12-Sep-2025 02:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,04-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Szva%2FKJK1bvanU3uf7pyI%2Fw%3D%3D
84,2025_PWD_47149_1,"[Construction of (GWC) Naba Ratanpur to Tokobari road Under SOPD-G for the year 2025-26, Majuli LAC under Majuli District Territorial Road division]",06-Sep-2025 02:00 PM,Public Works Roads Department,06-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S8SdFCBIqf3bynHKK7Ax2yg%3D%3D
85,2025_TDA_47750_1,[Long Term Leasing out of existing Inland Water Commercial Vessels PT Maniram Dewan],29-Sep-2025 10:00 AM,Transport Department||Assam Inland Waterways Company Limited,17-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SRhyM0QpZIUWdujfltXk9hQ%3D%3D
86,2025_PWD_47706_1,[Re-Construction of  RCC Box Culvert No.4/1 on Kakotibari Batua  Road  under SOPD-G for the year  2025-26 (Mahmora LAC)  Pkg. No. SE_CSRC_SOPD-G_ MAHMORA _25_26_01],26-Sep-2025 12:00 PM,Public Works Roads Department,16-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SsKLzlMx7XNaEL5ruhZQWeg%3D%3D
87,2025_DoWR_47486_1,[Construction of New Embankment at LB of Dhansiri river from kopati to Thalthali.],12-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SN%2FrJPNJsP1NJ6UBFeVv0Ug%3D%3D
88,2025_TDA_47755_1,[Long Term Leasing out of existing Inland Water Commercial Vessel PT NARAKASUR],29-Sep-2025 09:00 AM,Transport Department||Assam Inland Waterways Company Limited,17-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S5vWObINKSTYPp%2B8PRCqOhg%3D%3D
89,2025_DOT_47720_1,"[Development, Operation and Management Contract for running the Prashaanti Tourist Lodge, Golaghat]",26-Sep-2025 04:00 PM,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,10-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SGv9coTKyvB3DbcGZFS%2BmpQ%3D%3D
90,2025_DoWR_47742_1,"[Flood Mitigation of Puthimari River by capacity augmentation of  Wetland area at Garjan, Assam, Package 3.]",27-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,17-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S4ewAD9JuJaM6R57LACVKVA%3D%3D
91,2025_GMC_47287_9,[Construction of Community Hall under Ward No-56],05-Sep-2025 06:10 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SOiOcgqmszpr%2Fa3ZAG4oZHg%3D%3D
92,2025_GMC_47288_9,[Construction of Toilet under Ward No.30],05-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SXVD5oSo5LLH1hlTa9Bi39Q%3D%3D
93,2025_PWD_47585_3,[ASOM_MALA_3.0_25_26_19 Imrovement and Upgradation of Road from Goronga to Borholla from Ch.0.00 Km (Goronga) to Ch. 12.593 Km (Borholla) under Asom Mala 3.0 for the year 2025-26],18-Sep-2025 06:00 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Srui8yk11SHf3GOu%2BhkPzBg%3D%3D
94,2025_PWD_47585_4,[ASOM_MALA_3.0_25_26_20 Improvement  and Upgradation of Nayahat to Sonamoyee Road under Asom Mala 3.0 for the year 2025-26],18-Sep-2025 06:00 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S3e1QyOuDBkVOT8pbgUysfg%3D%3D
95,2025_DoWR_47400_1,"[Construction of New Embankment from Chereng to Magurmari, Package 1.]",09-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,04-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S66pHNUiQjElAYTjpW31cfA%3D%3D
96,2025_GMC_47288_12,[Construction of Toilet under Ward No.44],06-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SYtb20O1mowC8ub8T9GhoBA%3D%3D
97,2025_ID_47531_1,[INSTALLATION OF SOLAR SHALLOW TUBE WELL SCHEME AT TITABAR LAC OF JORHAT DISTRICT (4 POINTS) UNDER SOPD-G FOR THE YEAR 2025-26],16-Sep-2025 10:00 AM,Irrigation Department||Chief Engineer(Major)-Irrigation Dept||Jorhat Circle||Titabar Mariani Division,07-Oct-2025 12:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sg%2BWeY5M6Z%2BEeWzvOdJIqOw%3D%3D
98,2025_NHM_43733_1,[Project Management Unit (PMU) for implementation of various activities under Pradhan MantriAyushman Bharat Health Infrastructure Mission ],25-Mar-2025 06:00 PM,National Health Mission||State Programme Management Unit - NHM,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SZrNsxeBNGEniofx3oAb3gg%3D%3D
99,2025_DLW_47715_1,[Procurement of Tablet Computer],27-Sep-2025 03:00 PM,Department of Labour and Welfare||Commissionerate of Labour||Assam BOCWWB,01-Nov-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SrRDwn%2F8A%2FplmMUetLxLqGQ%3D%3D
100,2025_DoWR_47408_1,[A/E measures at Holokoni Majuli on the R/B of river Buridehing.],09-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,04-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SMRXrePTFgP0mRlmExXw%2FMQ%3D%3D
101,2025_PWD_47663_4,"[SNSTRD_SOPD-G_ET(A)_25_26_04 Construction of road starting from (i) NH 8 at Suprakandi Road to Rakhal bari Temple via Subash Nath House, (ii) NH 8 at Suprakandi Road to Harinagar Kalibari, (iii) NH-8 near Sribhumi Byepass to Bhatgram Village, (iv) NH]",24-Sep-2025 02:00 PM,Public Works Roads Department,10-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=ShMTppxYcLjJ8aRyxYFRn7g%3D%3D
102,2025_PWHE_47141_1,"[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Barpeta District Territorial Building Division, Barpeta for i. Hussainia ME School]",30-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,06-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S3YBpuupGy4%2F7ehHU1dijMQ%3D%3D
103,2025_DoWR_47491_1,"[Construction of New Embankment from Niznarikoli to Bahakabari on the right bank of river Kopilli, Package 2.]",12-Sep-2025 06:55 PM,Department of Water Resources||Chief Engineer - DoWR,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S9PefSKINRWkLq0cJ97I6EA%3D%3D
104,2025_DAASC_47730_1,"[Supply, Installation and Commissioning Of 172 nos. of Mini Soil Testing Labs to Schools selected under School Soil Health Card Program.]",26-Sep-2025 05:30 PM,Directorate of Agriculture and Assam Seed Corporation,22-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SAgaGmnBEnDu3o2OUoOnkyA%3D%3D
105,2025_PWD_47660_1,"[SNSTRD_SOPD-G_ET(R)_25_26_01  Construction of Road from NH-37 to railway yard via Durga Bari at village Sajipara under  SOPD-G for the year 2025-26 of Sribhumi District, North Karimganj LAC.]",24-Sep-2025 02:00 PM,Public Works Roads Department,07-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SpcOPQolI%2B4u%2FfvZvcQzgFA%3D%3D
106,2025_PWHE_47097_1,"[Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Jorhat District Territorial Building Division, Jorhat for i. Pub Karanga ME School]",29-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,04-Oct-2025 04:30 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SgtLW1X9SFTNSTzKMgnbtfQ%3D%3D
107,2025_PWHE_47577_1,[Package_58 Construction of Class Rooms under Assam School Education and Adolescent Well-Being Project (ASAP) under Barpeta District Territorial Bldg. Division for i. Duramari Gudi Faraisali],18-Sep-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,21-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SGc0bXYoV3nqxyZW6OND60g%3D%3D
108,2025_ICD_47664_1,[Provision of 150 Mbps Dedicated Internet Lease Line],23-Sep-2025 04:00 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,08-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SY6sLrEebA2LEBgka%2BJ6WKQ%3D%3D
109,2025_TDA_47747_1,[REPAIRING WORKS FOR INLAND VESSELS HLB JONBIRI HLB BIDYAWATI PT GADAPANI PT GHATOTKOCH],29-Sep-2025 09:00 AM,Transport Department||Assam Inland Waterways Company Limited,10-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SPLxEWkRUyL%2BGzlN6cre%2FJg%3D%3D
110,2025_ICD_47304_1,[Engagement of CP contractors],05-Sep-2025 03:30 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,06-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Slbu0FWkjSGEs8Y0J7%2FVSMw%3D%3D
111,2025_APDCL_47431_1,[Renovation of Tezpur Town DSS],10-Sep-2025 05:00 PM,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,04-Oct-2025 12:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SgzQ2wtO003Qs9BZ5wVSUMw%3D%3D
112,2025_HFWD_47235_1,[Group No 7],02-Sep-2025 06:55 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SRYA%2BZvwJbkvtxfoxUm%2BS9w%3D%3D
113,2025_AEGEF_47410_1,"[Implementation of Fibre Optic Terminal Equipment for Connectivity of   Upcoming GSS namely 220KV Chaygaon, 220KV Nagaon, 220KV Khumtai , 220KV Agomoni and its connected PGCIL GSS at remote End]",09-Sep-2025 06:00 PM,Assam Electricity Grid Corporation Ltd. - Externally Funded Projects||Project Planning and Development- PPnD,08-Oct-2025 12:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=StZ93w5Vw9H5rUAJZqRNlRw%3D%3D
114,2025_GMC_47288_13,[Construction of Toilet under Ward No.51],06-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SQ%2BXnM0DUZo61HZ%2BUH7mYfw%3D%3D
115,2025_GMC_47287_20,[Construction of Community Hall under Ward No-23],06-Sep-2025 01:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SQEVMI37Pt%2BX3bf3i6AJ32w%3D%3D
116,2025_PWHE_47088_1,"[Construction of Class Rooms under Assam School Education and Adolescent Well Being Project ASAP under Lakhipur, Barkhola and Katigora TBD for i. SKP Deb Public High School ii. Indrasing Rajbongshi Public High School iii. Maharani Chandra Prova Tribal]",29-Aug-2025 04:30 PM,Public Works Health and Education Department-Externally Aided Project||Public Works Health and Education Department-WB,04-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SUspxWUHVcLIu7UYFpGK6LQ%3D%3D
117,2025_GMC_47288_11,[Construction of Toilet under Ward No.43],06-Sep-2025 06:00 PM,Guwahati Municipal Corporation,07-Oct-2025 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Smpkc2yLN0F4ZoHIVA3lEGA%3D%3D
118,2025_APDCL_47472_1,[Construction of 33kV Dedicated Feeder from 220 kV Salakati GSS to HPCL Project at Kamardanga under Basugaon ESD under Deposit Work Scheme on Full Turnkey Mode.],11-Sep-2025 04:00 PM,Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL,09-Oct-2025 04:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SxOBD1SovL94PWSMBwtxtwg%3D%3D
