Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_COOP_19991_1,1,"[SHORT TERM eTENDER FOR SUPPLY OF GROCERIES, SUGAR and OIL FOR DEEPAVALI FESTIVAL 2025 FOR ALL THE REGIONS OF UNION TERRITORY OF PUDUCHERRY]",24-Sep-2025 06:30 PM,Co-Operative Department||Pondicherry State Co-op Consumers federation Ltd. P. 429,03-Oct-2025 05:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SjSirrd%2F02iqsNNvnBqw7Rw%3D%3D
2,2025_DLA_19947_1,1,[selection of Independent Monitoring Team for ISWM Projects of Puducherry],24-Sep-2025 11:30 AM,Department of Local Administration||Puducherry Urban Development Agency-PUDA - DLA,16-Oct-2025 03:30 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sr5qDa98zotMjdqjILeURvQ%3D%3D
3,2025_EDHD_19846_1,1,[Supply of 300 Nos. of 18KV/5KA Lightning Arrester with Clamp],15-Sep-2025 06:00 PM,Electricity Department||Head of the Department||MRT and Materials Management Cell,07-Oct-2025 11:00 AM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SrWrJmfNuyXi0VFdqxhZpJA%3D%3D
4,,1,"[Consultancy Services for Preparation of Detailed Project Report (DPR) for Source Augmentation and Drink-From-Tap (24x7) Water Supply Scheme in Karaikal District, U.T. of Puducherry]",15-Sep-2025 10:00 AM,Public Works Department||CIRCLE III||IRRIGATION AND PUBLIC HEALTH,06-Oct-2025 03:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SNZBp874H2tEj%2BBzT4%2Bo9yQ%3D%3D
5,2025_EDHD_19814_1,1,[Supply of 20 Sets of 22KV 800A Double Contact A.B. Switch],11-Sep-2025 06:00 PM,Electricity Department||Head of the Department||MRT and Materials Management Cell,06-Oct-2025 11:00 AM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SU43gohWCp6xZCAPKlWumnQ%3D%3D
6,,1,[Supply of  Life Buoy (As per SOLAS Standard) (IRS Approved)],10-Sep-2025 10:00 AM,Department of Fisheries and Fishermen Welfare||The Pondicherry State Fisherman Co-operative Federation Ltd,30-Sep-2025 12:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SO1A22KeI12MaL6diRsOzVA%3D%3D
7,,1,[Supply of Radar Reflector (IRS Approved)],10-Sep-2025 10:00 AM,Department of Fisheries and Fishermen Welfare||The Pondicherry State Fisherman Co-operative Federation Ltd,30-Sep-2025 12:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SBKjlaJb4lVvxHewN0eGuTQ%3D%3D
8,,1,[Supply of Life Jacket],10-Sep-2025 10:00 AM,Department of Fisheries and Fishermen Welfare||The Pondicherry State Fisherman Co-operative Federation Ltd,30-Sep-2025 12:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SCdwmgdCsV7vIdr8RsXH55w%3D%3D
9,,1,"[Desilting the feeding channel of Thirubuvanai Tank in Thirubuvanai Village, Mannadipet Commune, Puducherry for the Year 2025-2026.]",09-Sep-2025 12:35 PM,Public Works Department||CIRCLE II||IRRIGATION,29-Sep-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SoDNE962SxaLMaKgoGOCVIA%3D%3D
10,,1,"[Desilting the Thirubuvanai tank surplus to Thiruvandarkoil tank sluice, Thirubuvanai Village in Mannadipet Commune, Puducherry for the Year 2025-2026.]",09-Sep-2025 12:30 PM,Public Works Department||CIRCLE II||IRRIGATION,29-Sep-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sxvqqw9%2F14UA%2BgjBBS6jG0Q%3D%3D
11,,1,"[Desilting the Ural voikkal in Thirubuvanai Village, Mannadipet Commune, Puducherry for the Year 2025-2026.]",09-Sep-2025 12:30 PM,Public Works Department||CIRCLE II||IRRIGATION,29-Sep-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S9OxozQMTX0G2IDQ3KvrArw%3D%3D
12,,1,"[Supply of machineries and equipment to restore the existing Ice plant at  Pattinacherry, Karaikal on Turnkey basis ]",04-Sep-2025 03:30 PM,Department of Fisheries and Fishermen Welfare||The Pondicherry State Fisherman Co-operative Federation Ltd,06-Oct-2025 12:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=STWURFzajYQTPGJKd%2BLGbWA%3D%3D
13,,1,"[Desilting, Cleaning and Maintenance of Krishna Nagar drain Phase I, II, III and IV in Puducherry for the period 2025-2026.]",03-Sep-2025 04:00 PM,Public Works Department||CIRCLE II||IRRIGATION,29-Sep-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SQm%2FUX%2FwqsAOBFOn4jNlAZg%3D%3D
14,,1,"[Desilting, Cleaning and Maintenance of Irrigation channels in Attukaran Odai at Mutharaiyarpalayam in Thattanchavady Revenue Village, Puducherry.]",03-Sep-2025 04:00 PM,Public Works Department||CIRCLE II||IRRIGATION,29-Sep-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=ScnsUegofTVYsGDmsRyggxQ%3D%3D
15,,1,"[Extension of Distribution Line towards Napoleon Paramba, Mahe including shifting the existing service connections]",03-Sep-2025 10:15 AM,Public Works Department||CIRCLE II||PWD MAHE,29-Sep-2025 09:30 AM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SbZgfsxIDUA2C2UBsOQTJMQ%3D%3D
16,,1,[Supply of Mobile Vending Cart with Accessories],01-Sep-2025 05:30 PM,"Directorate of Agriculture||Pondicherry Region,Directorate of Agriculture||Horticulture,Pondicherry Region,DoA",06-Oct-2025 10:00 AM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SeJWBfYpvFIMexPiLWioUSA%3D%3D
17,2025_EDHD_19655_1,1,[Supply of 20 Nos. of 25 Kg of SF6 Gas with Cylinder],29-Aug-2025 06:00 PM,Electricity Department||Head of the Department||MRT and Materials Management Cell,07-Oct-2025 11:00 AM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SZ9MHqHRmebPlfhLUYZn1YQ%3D%3D
18,2025_COOP_19630_1,1,"[supply of Polyethylene pouch for packing of Liquid Milk, Butter Milk  and Curd]",29-Aug-2025 09:30 AM,Co-Operative Department||PONLAIT - CO-OP,06-Oct-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SUtb132M1MeivwfwLwlk21A%3D%3D
19,2025_EDOM_19648_1,1,"[Supply Erection Testing and commissioning of one no of 145KV 3150A,40KA,SF6 Breaker at 110/22KV Kalapet SubStationPuducherry]",28-Aug-2025 05:00 PM,Electricity Department||Operation and Maintenance of Puducherry region||Puducherry Urban O and M,08-Oct-2025 11:00 AM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SVAw8njrRWY1lpOjEHos5rg%3D%3D
20,,1,"[Construction of Silt Chamber         and Collection Tub including improvements to the Raised Platform for the Genset at Various locations in the Vengata Nagar, Devagi Nagar, ECR Pumping Station at OHT, Puducherry.]",06-Aug-2025 01:00 PM,Public Works Department||CIRCLE II||IRRIGATION,29-Sep-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SDcN4FNCIA3RvHk2dHHohhA%3D%3D
21,2025_EDHD_19083_1,2,"[Design, Manufacture, Factory testing, Supply, erection, testing at site and Commissioning of  each one 110/22KV, 25MVA Power Transformers with allied equipments, civil works for bay extension  works at Kurumbapet and  Marapalam 110/22KV SS.]",10-Jul-2025 06:00 PM,Electricity Department||Head of the Department||EHV Planning and Feeder Construction,06-Oct-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SY%2Fyhd61Ye0BzZikTiOhTVw%3D%3D
22,2022_EDHD_11107_1,2,[Selection of Bidder for purchase of one hundred percent shares in Distribution Company responsible for distribution and retail supply of electricity and having distribution license in the Union Territory of Puducherry],27-Sep-2022 05:00 PM,"Electricity Department||Head of the Department||General, P and M and Computer Centre",10-Oct-2025 04:00 PM,https://pudutenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S%2BktCahUqFKa0PSNDU1ASOQ%3D%3D
