Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
107,2025_ED_24591_1,"[Tender for Renovation and Improvement work by erection of new 100KVA Distribution Transformer Centre at Gawliwada, Netravali in V.P Netravali under the jurisdiction of Sub Div-III, Sanguem, Div-VII, Curchorem]",16-Sep-2025 05:45 PM,"ELECTRICITY DEPARTMENT||CIRCLE - I (SOUTH)||DIVISION -  -  VII, Curchorem",07-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SlAcbUTxKNOxZgqxPNv6OJg%3D%3D
108,2025_ED_24766_1,"[Tender for the Work of enhancement of DTC at Chinchbhatwadi, Mayem, and extension of LT line at various places for A.P.S. to 1no. LTAG and 9nos. LTD connections in the jurisdiction of SO Mayem, Sub Divn I, Bicholim. ]",24-Sep-2025 06:00 PM,"ELECTRICITY DEPARTMENT||CIRCLE - II (NORTH)||DIVISION -  V, Bicholim",01-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SVtdziG8I%2BO2tTTIccmNZWA%3D%3D
109,2025_DOT_24416_1,"[RE-DEVELOPMENT, OPERATION AND MAINTENANCE AND  TRANSFER OF MARGAO BUS TERMINAL IN MARGAO, GOA ON  PUBLIC PRIVATE PARTNERSHIP (PPP) MODE]",05-Sep-2025 05:00 PM,DIRECTORATE OF TRANSPORT,21-Oct-2025 03:00 PM,https://eprocure.goa.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sh2iiOdTuDxPkCFQLZuSJlw%3D%3D
110,2025_ZP_24637_1,[Construction of toilet block with Septic tank and soak pit at Carxeta in V.P. Velim of Velim Constituency],19-Sep-2025 06:00 PM,ZILLA PANCHAYATS||SOUTH GOA ZILLA PANCHAYAT||Technical Section,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2F4MO3VN7WEWufLh7nE3XTQ%3D%3D
111,2025_PWD_24775_1,[Dismantling of existing damaged false ceiling of Community Health Centre Valpoi Sattari Goa.],25-Sep-2025 12:00 PM,PUBLIC WORKS DEPARTMENT||CIRCLE - I-Panaji||DIVISION - XVI-Ponda,30-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sdvb7sMfIKGqsk6jUmenXuw%3D%3D
112,2025_WRD_24709_1,[Improvement of the tributary nallah and construction of small Open type bandhara near Govt office complex at Tisk Ponda in Ponda taluka.],23-Sep-2025 05:30 PM,WATER RESOURCE DEPARTMENT||CIRCLE V||DIVISION - III,06-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SJ3oaN4cOECuhhQPzu%2B5hWw%3D%3D
113,2025_ZP_24689_1,[Reconstruction of roadside drain from Madhu Naik house towards nallah and from Demu Naik house to Narayan Naik house at Nagzar Curti in V.P. Curti-Khandepar of Curti Constituency Re-tender],22-Sep-2025 01:00 PM,ZILLA PANCHAYATS||SOUTH GOA ZILLA PANCHAYAT||Technical Section,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SXmK5KWr5hZYWDAu1Vj4%2Feg%3D%3D
114,2025_WRD_24448_1,[Construction of retaining wall in Sy. No.62/2 of Village Chimbel in St. Cruz Constituency.],08-Sep-2025 05:30 PM,WATER RESOURCE DEPARTMENT||CIRCLE I||DIVISION - I,29-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=ShlPN7ZtA%2FY4bTxlaNxEWxw%3D%3D
115,2025_GTDCL_24031_1,"[DEVELOPMENT, OPERATION AND MAINTENANCE OF PASSENGER ROPEWAY BETWEEN PANJIM AND REIS MAGOS IN GOA ON PUBLIC PRIVATE PARTNERSHIP (PPP) BASIS]",30-Jul-2025 09:00 AM,Goa Tourism Development Corporation Limited||HEAD OFFICE||Finance/Accounts,06-Oct-2025 03:30 PM,https://eprocure.goa.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=ShfiKifLGpWwcty7%2Fb%2BIuyQ%3D%3D
116,2025_DAG_24753_1,[Construction of BandharaNo.3inCordem Village of QuepemTaluka in Survey No. 34/2],23-Sep-2025 04:45 PM,DIRECTORATE OF AGRICULTURE||NORTH GOA||DEPUTY DIRECTOR (ADMINSTRATION)||HORTICULTURE SECTION,02-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S9mRyTlU4P7xiKyDR2hgnJw%3D%3D
117,2025_ZP_24794_1,[Supply of Tree Pruner to South Goa Zilla Panchayat],26-Sep-2025 06:00 PM,ZILLA PANCHAYATS||SOUTH GOA ZILLA PANCHAYAT||Technical Section,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SuBty6wabmTaIQ1MVJfgxSg%3D%3D
118,2025_WRD_24787_1,[2nd CALL- Construction of Bandhara near Primary School at Bandol in V.P. Kirlapal Dabal in Dharbandora Taluka],26-Sep-2025 12:15 PM,WATER RESOURCE DEPARTMENT||CIRCLE III||DIVISION - IX,10-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S0DrWJtWLsCXYQX5HmLV7tA%3D%3D
119,2025_ED_24789_1,"[Construction of internal bituminous road from upper yard to the 50MVA control room gate in lower yard at 220KV sub station, Electricity Department, Curti Ponda]",29-Sep-2025 10:40 AM,"ELECTRICITY DEPARTMENT||CIRCLE - II (NORTH)||DIVISION -  XV (CIVIL), Patto Panaji",21-Oct-2025 01:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SS0aP5lAdUGcTCsA2O2cNEA%3D%3D
120,2025_PWD_24793_1,[Providing temporary Illumination from Divja Circle to ESG for International Purple Fest Goa from 09/10/25 to 12/10/2025],26-Sep-2025 06:00 PM,PUBLIC WORKS DEPARTMENT||CIRCLE - VII- Panaji||DIVISION - IV- Caranzalem,03-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SKNU1Ksl9O8ieJD76zzEUDw%3D%3D
121,2025_PWD_24706_1,"[Supply, Installation, testing and Commissioning of 11KV/433 V, 250 KVA transformer at Directorate of Health Services at Campal Panaji Goa.]",23-Sep-2025 06:00 PM,PUBLIC WORKS DEPARTMENT||CIRCLE - VII- Panaji||DIVISION - IV- Caranzalem,03-Oct-2025 03:00 PM,https://eprocure.goa.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sslj2pGkYIi%2F68z%2F7SSKmHw%3D%3D
122,2025_PWD_24474_1,"[Repairs to Adil Shah Palace (Old Secretariat), Panaji-Goa]",09-Sep-2025 05:00 PM,PUBLIC WORKS DEPARTMENT||CIRCLE - II-Panaji||DIVISION - I-Panaji,07-Oct-2025 01:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SVYfUZseIx%2BQAadRbHn3Ivg%3D%3D
123,2025_SIDCG_24805_1,"[Provid. ,T. Comm. of sewer line by H D D method  Const. of gravity sewer lines const. of manholes and Reinst. of rd Bal. Wrk at Mathimol, Vodlemol and surr. ar in Curch. Const. of Quepem Taluka]",27-Sep-2025 05:30 PM,SEWERAGE AND INFRASTRUCTURAL DEVELOPMENT CORPORATION OF GOA LTD||TECHNICAL,09-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SaJcsCs1BuV%2FfNLKJCSEOaw%3D%3D
124,2025_ZP_24796_1,[Supply of sound system sets to South Goa Zilla Panchayat],26-Sep-2025 06:00 PM,ZILLA PANCHAYATS||SOUTH GOA ZILLA PANCHAYAT||Technical Section,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SO1ZLgOWxs3QaxBKb0MDq3w%3D%3D
125,2025_PWD_24567_1,[Black topping of existing kutcha road in Survey No. 94/1 to 95/3 in Village panchayat St. Lawrence in St. Andre Constituency.],15-Sep-2025 06:00 PM,PUBLIC WORKS DEPARTMENT||CIRCLE - III-Panaji||DIVISION - II- Panaji,06-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sn7vrmlEjZBonwwKJ9Q39Pg%3D%3D
126,2025_DAG_24788_1,[Improvement of the internal road of Government Agriculture farm (Durga farm) at Chinchinim in Salcete Taluka],26-Sep-2025 12:00 PM,DIRECTORATE OF AGRICULTURE||NORTH GOA||SOIL CONSERVATION DIVISION,08-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Srsdmx%2BHUfu2byzFLwbrXgg%3D%3D
127,2025_VP_24539_1,"[Construction of Community Hall for Village Panchayat Collem-Sigao in Sy.No. 117/1 of Sigao Village, Dharbandora Taluka]",15-Sep-2025 04:00 PM,VILLAGE PANCHAYATS||DISTRICT SOUTH GOA||VILLAGE PANCHAYAT COLLEM SIGAO,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SobsclKcEZ8%2BiCACCUxEdpg%3D%3D
128,2025_PWD_24574_1,[Maintenance of Opa Water Works - Providing tanker filling point at Opa Water Works.],15-Sep-2025 05:00 PM,PUBLIC WORKS DEPARTMENT||CIRCLE - V-Panaji||DIVISION - III-Panaji,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SWOW9%2BYVjqAXqzzhi17lWZw%3D%3D
129,2025_RND_24425_1,"[Design, Manufacture and Commissioning of Hydraulically operated winch operating system for ferry boat Mhadai and Dudhsagar I]",05-Sep-2025 04:30 PM,River Navigation Department,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SQZ98f30SMQUdPDmPZ8Ao9g%3D%3D
130,2025_WRD_24570_1,[Construction of open type bandhara at Deulwada V.P. Tuem in Mandrem Constituency.],15-Sep-2025 05:30 PM,WATER RESOURCE DEPARTMENT||CIRCLE I||DIVISION - I,29-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sv%2FcaII%2B2IyU2zfUxqJ9aSA%3D%3D
131,2025_ZP_24660_1,[Construction of walking track and Supplying  Installation of Childrens Play Equipment at Baida in V.P. Chinchinim-Deussua of Velim Constituency],19-Sep-2025 06:00 PM,ZILLA PANCHAYATS||SOUTH GOA ZILLA PANCHAYAT||Technical Section,06-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SJzcsXCoQTt7KA6sMXOHNGw%3D%3D
132,2025_DAG_24790_1,[Improvement of the internal road of Government Agriculture farm Margao at Margao in Salcete Taluka],26-Sep-2025 12:15 PM,DIRECTORATE OF AGRICULTURE||NORTH GOA||SOIL CONSERVATION DIVISION,08-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=STnokpxHnokZKW58Lq3wZSw%3D%3D
