Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
2013,2025_LSGD_801921_29,[78264 LAC-ADS-2024-2025 Kaipamangalam L A- Construction of 117th Number Anganwadi road in Ward no  11 of S N Puram G P in Mathilakam B P-General Civil Work],26-Sep-2025 09:00 AM,Local Self Government Department||Thrissur||District Panchayath Division Office Thrissur||Ofc of Exec Engg District Panchayath Thrissur,03-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SUEtBk4QmelDTVEgeqQ6A6g%3D%3D
2014,2025_LSGD_800432_4,[ANNUAL PLAN 2025 26 THALAPPIL KADAVU STEP CONSTRUCTION AND RETAINGWALL CONSTRUCTION IN WARD 3 IN PATTAZHY GP PRO NO 262],25-Sep-2025 09:00 AM,Local Self Government Department||Kollam||Grama Panchayath Section Office KLM||Office of the AE Pattazhi Grama Panchayath,04-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SwntUXMU1%2Bjh5DqL%2FuNsPjQ%3D%3D
2015,2025_LSGD_784888_50,[Project no.154.2025-26 Nedungottukonam Nagarajakavu Road side wall ward-6],24-Sep-2025 10:00 AM,Local Self Government Department||Kollam||Grama Panchayath Section Office KLM||Office of the AE Edamulakkal Grama Panchayath,04-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SS3%2F%2F5iI1vHsFl5dlQB7%2Bdg%3D%3D
2016,2025_EMCK_799164_1,[EOI],18-Sep-2025 05:00 PM,Energy Management Centre,31-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S0kxFfejwKskvOl7pc3AUGQ%3D%3D
2017,2025_LSGD_800638_7,[P.No.283 Kottukonam Kizhakkinkara Footpath reconcreting Ward4],22-Sep-2025 05:00 PM,Local Self Government Department||Thiruvananthapuram||Grama Panchayath Section office TVM||Office of the AE Athiyannoor Grama Panchayath,29-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SCTiOnAFpYUcvrPUISF3lpQ%3D%3D
2018,2025_LSGD_802198_1,[Annual Plan-84/2025-26 - RENOVATION OF VARIOUS ROADS IN WARD 6],25-Sep-2025 05:00 PM,Local Self Government Department||Kozhikode||Grama Pnchayath Section Offices Kozhikkode||Office of the AE Karassery Grama Panchayath,03-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sbmt7XlFfA3vjFz44z5s2zA%3D%3D
2019,2025_LSGD_785812_2,[Annual Plan-Mannancherry Gp 2025-26-Pr No -194/26 -Improovements of Kavunkal LPS -Kulangezham road in ward -2-Pr No 194/26-General Civil Work],16-Sep-2025 12:00 PM,Local Self Government Department||Alappuzha||Grama Panchayath Section Office ALP||Office of the AE Mannamcherry Grama Panchayath,03-Oct-2025 01:00 PM,https://etenders.kerala.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SeAfuUcZ1W6q%2Bvg27kq94sg%3D%3D
2020,2025_KWA_784601_1,"[Re tender State Plan 2024-25-ARWSS to Nooranad, Chunakkara and adjoining Panchayaths- WTP Pattor - Supplying and Erection of 15 HP C/F pump set at Nooranad Clear Water Sump.-General Civil Work]",13-Aug-2025 10:00 AM,Kerala Water Authority||Chief Engineer Central Region (Kochi)||Superintending Engineer (PH Circle Alappuzha)||Executive Engineer (PH Division Kayamkulam)||Asst Exec Eng (WSP Sub Division Mavelikara),07-Oct-2025 02:00 PM,https://etenders.kerala.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SYoClT5re3Fr1y3aMUQNaLA%3D%3D
2021,2025_LSGD_802011_1,[VARAVOOR GRAMAPANCHAYAT 2025-26 VETTUKAD COLONY ROAD IMPROVEMENT WORKS -( PROJECT NO  164/26 )],25-Sep-2025 03:00 PM,Local Self Government Department||Thrissur||Grama Panchayath Section Office TRCHR||Office of the AE Varavoor Grama Panchayath,04-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SzTvd9Taj2NPlxYYUWqAUdA%3D%3D
2022,2025_DP_797299_1,[COT FOR OLD AGE PEOPLE 2025-26],17-Sep-2025 02:00 PM,Directorate of Panchayat||Deputy Director of Panchayats Palakkad||Pudunagaram Grama Panchayat,08-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SqGQn1Yl63KrPg6fMWR%2BFwA%3D%3D
2023,2025_LSGD_802655_73,[226- Sooranadu North GP-Kaithal Thekkethil Junction - Konnakkottambalam - Puram chutti Road],27-Sep-2025 05:00 PM,Local Self Government Department||Kollam||District Panchayath Division Office Kollam||Office of the Exec Engg Kollam District Panchayath,08-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SmxwIYfkgqvfuzGc%2BXDcYZA%3D%3D
2024,2025_LSGD_745058_6,[385/25 Subhash nagar nadapatha Hand rail construction ward 20],20-Sep-2025 09:00 AM,Local Self Government Department||Thiruvananthapuram||Grama Panchayath Section office TVM||Office of the AE Venganoor Grama Panchayath,30-Sep-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SX2NljYfEJlEoBPvqosT4TQ%3D%3D
2025,2025_LSGD_800766_19,[Annual Plan-Kulathoor GP 2024-25 (P.N.480)-Construction of Health Sub Centre Kulathoor Ward.5 in kulathoor GP-General Electrical Work],23-Sep-2025 09:00 AM,Local Self Government Department||Thiruvananthapuram||Grama Panchayath Section office TVM||Office of the AE Kulathoor Grama Panchayath,30-Sep-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SLuUliCkHLyCb4hytz73Upg%3D%3D
2026,2025_LSGD_801352_15,[Muthuthala GP 2025-26 Akkaraparambu road rennovation (241/26)],25-Sep-2025 11:00 AM,Local Self Government Department||Palakkad||Grama Panchayath Section Office PKD||Office of the AE Muthuthala Grama Panchayath,06-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SzmkJbY0JicEKQRb%2Bcq%2BLZQ%3D%3D
2027,2025_LSGD_801324_3,[Annual Plan- Kunhimangalam GP Project No.  99/2025-26-Angadi Thazhe Juma Ath Palli  Theru Road Maintenance-General Civil Work],23-Sep-2025 06:00 PM,Local Self Government Department||Kannur||Grama Panchayath Section Office Kannur||Office of the AE Kunhimangalam Grama Panchayath,01-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SWaOhZJk9HTFMmFjynJRdmA%3D%3D
2028,2025_LSGD_802410_1,[Annual Plan-DP EKM - KOTTUVALLY DIVISION 2025-26 -CONSTRUCTION OF TOILET IN KAITHARAM VHSS -PROJECT NO -General Civil Work],26-Sep-2025 04:00 PM,Local Self Government Department||Ernakulam||District Panchayath Division Office EKM||Office of the Executive Engineer EKM,03-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SKtl9Vjef%2FaUCgNCjjaVJlQ%3D%3D
2029,2025_LSGD_802065_14,"[Retender1- 130/2025-26, IMPROVEMENT OF OLIPPUVILA BY LANES IN WARD 17]",26-Sep-2025 11:30 AM,Local Self Government Department||Thiruvananthapuram||Municipal Engineers office TVM||Municipal Engineer Varkala Municipality,04-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SupdNh2Ajk%2Bdyp1pVBpJFRQ%3D%3D
2030,2025_PWD_803169_1,"[GENERAL-CONSTRUCTION OF M A T S Y A B H A V A N VELLAYIL,KOZHIKODE-Ground Floor-General Civil Work]",27-Sep-2025 04:00 PM,PWD||Chief Engineer (Buildings)||SE Bldgs (N),08-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SnWVjoIeYl4dzKHhiUa%2FQrw%3D%3D
2031,2025_LSGD_800096_9,[ Peermade GP -Basic fecilities for P W D Section Office  Road- (Pro no 58) -road-General Civil Work],20-Sep-2025 06:00 PM,Local Self Government Department||Idukki||Grama Panchayath Section Office IDK||Office of the AE Peerumedu Grama Panchayath,29-Sep-2025 06:00 PM,https://etenders.kerala.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SDHTGQj6j%2FQ0GD4aOP%2Bk86A%3D%3D
2032,2025_LSGD_799575_8,[ Annual Plan 115/26 Improvements to Thottumuri Karayil Nada Road],19-Sep-2025 06:00 PM,Local Self Government Department||Kozhikode||Grama Pnchayath Section Offices Kozhikkode||Office of the AE Cheruvannoor Grama Panchayath,30-Sep-2025 03:00 PM,https://etenders.kerala.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S19QS7vqZ0e%2BIm4cNfxW7Fg%3D%3D
2033,2025_LSGD_799796_4,[CMLRRP-2025-26 KONDOTTY LAC -SL NO.4068-MUTHUVALLUR GRAMA PANCHAYATH -WARD 12 KALLIYENGAL THETTATH ROAD COMPLETION MALAPPURAM DISTRICT],20-Sep-2025 01:00 PM,Local Self Government Department||Malappuram||Grama Panchayath Section Office Malappuram||Office of the AE Muthuvalloor Grama Panchayath,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S92X8voy2eACYWjXxQyhSwg%3D%3D
2034,2025_LSGD_785923_27,[ Annual Plan-Kunhimangalam GP Project No.  156/2025-26-Edanadu Parambath Kulam  Anichery Road Maintenance-General Civil  Work],25-Sep-2025 03:00 PM,Local Self Government Department||Kannur||Grama Panchayath Section Office Kannur||Office of the AE Kunhimangalam Grama Panchayath,02-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SKO16%2BnWXuaJJV46dCrsfgg%3D%3D
2035,2025_LSGD_775113_11,[KARADUKKA BLOCK PANCHAYATH PROJECT NO. 195/25 -CONSTRUCTION OF TOILET TO AUPS MULLERIYA],23-Sep-2025 10:00 AM,Local Self Government Department||Kasargod||Block Panchayath Sub Division Office KSGD||Office of the Asst. Executive Engineer Karadukka,30-Sep-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SiSCTDu4OyruRDK3oArg7YA%3D%3D
2036,2025_SIDCO_803337_1,[Supply of Steel Items at Kollam 53MT],27-Sep-2025 04:30 PM,Kerala Small Industries Development Corporation||Marketing,04-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SS7Dzh%2BGzfV0sO7nx2jYHFA%3D%3D
2037,2025_LSGD_801747_6,[PERIGOTTUKURRISSIGP 2025-26 PERUVALA ANGANVADI MNAINTENANCE],25-Sep-2025 12:00 PM,Local Self Government Department||Palakkad||Grama Panchayath Section Office PKD||Office of the AE Peringottukurissi Grama Panchayat,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S5%2BsRwxiL8yUb0S2cynkCbw%3D%3D
2038,2025_DME_802806_1,[SUPPLY OFVITAL STIM ELECTROTHERAPY AND sEMG BIOFEEDBACK SYSTEM FOR CVTS DEPT],27-Sep-2025 10:00 AM,Directorate of Medical Education||Govt. Medical College Kottayam||Govt Medical College Hospital Kottayam,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sr7SzxgcEt99wyYvaOS7eUQ%3D%3D
2039,2025_LSGD_800883_5,[Annual Plan PROJECT NO 90/2025-26 MANJUMALA THAVARANA DRINKING  WATER SCHEME IN AZHUTHA BP],26-Sep-2025 10:00 AM,Local Self Government Department||Idukki||Block Panchayath Sub Division Office IDK||O/O Asst. Exec Engg Azhutha/ Peerumedu Block Pchyt,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SsP3nRNJyv3xMerab%2FWbLHw%3D%3D
2040,2025_SIFL_800633_1,"[Supply of forging quality steel SAE 4140H, Size 200RCS or 220 Dia, Qty 35.00 MT]",23-Sep-2025 04:10 PM,Steel and Industrial Forgings Ltd||Works||Materials Management,03-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2BtREyQ3Sint0XCqzPxGujQ%3D%3D
2041,2025_LSGD_802495_1,[Project no - 382/2026- ABC Programme - Cage for stray dogs],26-Sep-2025 04:00 PM,Local Self Government Department||Kottayam||Grama Panchayath Section Office KTYM||Office of the AE Kaduthuruthy Grama Panchayath,07-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S3D4xk9QvLXH2i0dPvm3jRQ%3D%3D
2042,2025_LSGD_798773_2,[Annual Plan-(2025-26) Muthuvallur GP (Proj no 46/26)-Improvements to Muthuparamb Kollachola Parathakkad road in ward 2],20-Sep-2025 01:00 PM,Local Self Government Department||Malappuram||Grama Panchayath Section Office Malappuram||Office of the AE Muthuvalloor Grama Panchayath,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SNP09LB6jj4o5WLTkfU%2FDcQ%3D%3D
2043,2025_LSGD_803567_11,[Annual Plan-Kulathoor GP 2025-26 (P.No-408)-Maintenance works of works of mavilakkadavu panamkala bund road 1st reach ward 20-General Civil Work],29-Sep-2025 09:00 AM,Local Self Government Department||Thiruvananthapuram||Grama Panchayath Section office TVM||Office of the AE Kulathoor Grama Panchayath,08-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SSs4PulAp0QqI075%2FXdqliQ%3D%3D
2044,2025_LSGD_800987_38,[Annual Plan-Wayanad DP - 2025-26 - Pr No. 139/26 - Govt High School Pariyaram Maintenance - Muttil GP-1000000/--General Civil Work],24-Sep-2025 05:00 PM,Local Self Government Department||Wayanad||District Panchayath Division Office WYND||Office of the Exec Engg District Panchayath Waynad,01-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SDbUpAWx3GWIUhUluYQIiwA%3D%3D
2045,2025_HED_800588_2,[GENERAL - Chombal F H - Construction of Locker room - General Civil work.],22-Sep-2025 05:00 PM,Harbour Engineering Department||Harbour Engineering||SE (North Circle)||EE (KKD)||AEE VLYL,06-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SisTchm1PADgL%2Fvtn5zpBXA%3D%3D
2046,2025_KSNK_800616_1,[ITDP Office-Maintenance Kanjirappally-General Civil Work],22-Sep-2025 04:00 PM,Kerala State Nirmithi Kendra,30-Sep-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SIXog2nYEoAexvwnCV9gSMw%3D%3D
2047,2025_LSGD_802349_1,"[Annual Plan-AMB GP 2025-26 ( CFC - 150000 ) - Lakshamveed Puthankulam Road, Ward 03, Pro. No - 73/26]",29-Sep-2025 09:00 AM,Local Self Government Department||Palakkad||Grama Panchayath Section Office PKD||Office of the AE Ambalappara Grama Panchayath,07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Smnw9D26a70p25EMFsLgBbg%3D%3D
2048,2025_LSGD_801875_15,"[Annual Plan-2025-26, Meeyanoor market - Thalachira ela road renovation-pro. No. 160/26 - Ward No. 9 of Nedumpana GP]",26-Sep-2025 09:00 AM,Local Self Government Department||Kollam||Grama Panchayath Section Office KLM||Office of the AE Nedumpana Grama Panchayath,06-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S2FWDsdPNlf%2BuNDcUOLDyeQ%3D%3D
2049,2025_LSGD_798509_38,[Annual Plan-Mayyanad GP 2024-25 Proj No 362-Mayyanad GP 2025-26 Proj No 257 Pandarathopp Idayila Road Renovation in ward no.14-General Civil Work],19-Sep-2025 10:00 AM,Local Self Government Department||Kollam||Grama Panchayath Section Office KLM||Office of the AE Mayyanad Grama Panchayath,04-Oct-2025 05:00 PM,https://etenders.kerala.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sg8NcfiFhrNs47SI9xPOK1Q%3D%3D
2050,2025_LSGD_800650_1,[AKD 72/2025-26 Kadamattom Manakkakkulam road retarring ward 7],23-Sep-2025 06:00 PM,Local Self Government Department||Ernakulam||Grama Panchayath Section Office Ernakulam||Office of the AE Aikkaranad Grama Panchayath,30-Sep-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SHwnwTjEJ68VwWZgDwvdZyQ%3D%3D
2051,2025_PWD_799214_1,[GENERAL-Budget 2025-2026 Construction of Eriyad Grama Panchayath building-new building-General Civil Work],20-Sep-2025 06:00 PM,PWD||Chief Engineer (Buildings)||SE Bldgs (C),30-Sep-2025 11:30 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S17I1B%2F0vwJTytNVpXi4QdA%3D%3D
2052,2025_LSGD_802478_5,[Retender - 157. Thekkeppadam Iggilkundu road in Moonniyur GP],26-Sep-2025 06:00 PM,Local Self Government Department||Malappuram||Grama Panchayath Section Office Malappuram||Office of the AE Moonniyoor Grama Panchayath,04-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SN7XL%2Bv1gkTnp%2F4bs%2FDaetg%3D%3D
2053,2025_LSGD_800948_20,[Annual Plan-Electrification of Hilside arts and sports club-Thavinjal GP -proj no256],24-Sep-2025 06:00 PM,Local Self Government Department||Wayanad||Grama Panchayath Section Office WYND||Office of the AE Thavinjal Grama Panchayath,01-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S66UdUt8dFBW81QFLjoMxcQ%3D%3D
2054,2025_LSGD_802021_2,[ Annual Plan-PNO 231-Various School Painting in VGP  2025-26 -General Civil Workance of Various Anganvadi in VGP 2025-26 -General Civil Work],26-Sep-2025 10:00 AM,Local Self Government Department||Pathanamthitta||Grama Panchayath Section Office PTHTA||Office of the AE Vadasserikkara Grama Panchayath,08-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SmOSxx5M0YrPFqaAGoiiHVA%3D%3D
2055,2025_LSGD_800505_1,[Annual Plan-KARADUKKA BLOCK PANCHAYATH PROJECT NO. 29/26 - SOUPARNIKA 9 TH MILE MULIYAR TEMPLE ROAD TARRING],23-Sep-2025 10:00 AM,Local Self Government Department||Kasargod||Block Panchayath Sub Division Office KSGD||Office of the Asst. Executive Engineer Karadukka,30-Sep-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SmnNxe3XV5F6awpN%2FaIuXLQ%3D%3D
2056,2025_Irrig_800774_1,"[Modernisation of Quality Control Wing-Irrigation Quality Control Section  Kasargod  Hiring of  Vehicles for site Inspection, Sample Collection and other  department use for the year 2025-26]",22-Sep-2025 06:00 PM,"Irrigation Department||CE,IDRB||Dir. KERI,Peechi||EE, Q C Divn,Trichur",30-Sep-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S14Z3iSBKhnfU4SyiSNYHmA%3D%3D
2057,2025_LSGD_797329_1,"[Annual Plan-1167/26-BEACH ROAD GUJARATI STREET VAZHI HALWA BAZAR ROAD WARD 61, 58 OF KOZHIKODE CORPORATION-(CR 37/87)(old pro no 212/25)-General Civil Work]",24-Sep-2025 06:00 PM,Local Self Government Department||Kozhikode||Corporation Engineers Office Kozhikkode||Corporation Engineer Kozhikkode Corporation,02-Oct-2025 06:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SMNCAB%2FR2xyERUagj31Pjgg%3D%3D
2058,2025_LSGD_803595_1,[Annual Plan Pro.no 657/26 Pulikkappadi   Muthukattoli -Nirathanam road Second reach Maintenance in ward  2 Ettumanoor Municipaliy General Civil Work],29-Sep-2025 03:00 PM,Local Self Government Department||Kottayam||Municipal Engineers offices in KTYM||Municipal Engineer Ettumanoor Municipality,09-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SxSMQ4cLFm6PKJM%2Ff122iCw%3D%3D
2059,2025_LSGD_800938_17,[Annual Plan-Perumanna Klari GP. Project No-74/25-26 Paruthikunnan saidalikutty haji road maintenance Second phase -General Civil Work],24-Sep-2025 11:00 AM,Local Self Government Department||Malappuram||Grama Panchayath Section Office Malappuram||Office of the AE Perumannaklari Grama Panchayath,04-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S3e%2FEUwwBa4K9QcMWErwoAA%3D%3D
2060,2025_DP_802695_1,[VELLATHOOVAL OPEN GYM],26-Sep-2025 05:30 PM,Directorate of Panchayat||Deputy Director of Panchayaths Idukki||Vellathooval Grama Panchayat,13-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S4tD1UgnNFVo98kgn37zYIg%3D%3D
2061,2025_LSGD_802374_3,[80/2025-26 Kayaradi Palli Road Improvement-In ward no16 Ayiloor GP],26-Sep-2025 01:20 PM,Local Self Government Department||Palakkad||Grama Panchayath Section Office PKD||Office of the AE Ayiloor Grama Panchayath,06-Oct-2025 01:00 PM,https://etenders.kerala.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S%2BjZg9Dgf7OUzx2jSPEpvfA%3D%3D
2062,2025_LSGD_801874_25,[-PROJECT NO 855/25-THRISSUR CORPORATION EAST ZONE DIVISION 23 IN DIFFERENT PLACES NAME BOARD PLACEMENT],26-Sep-2025 09:00 AM,Local Self Government Department||Thrissur||Corporation Engineers Office TRCHR||Corporation Engineer Thrissur Corporation,03-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SABwtYgAz1qvQ%2Fq8OovITTQ%3D%3D
2063,2025_DSSC_795883_1,[Renovation of Koottala Sree Parappally Bhagavathy kshethrakkulam in Alappuzha district under Revival of Traditional waterbodies],11-Sep-2025 04:00 PM,Directorate of Soil Survey and Soil conservation,04-Oct-2025 03:00 PM,https://etenders.kerala.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Swc%2Bj5nj95PwDn4QYh%2B0ZwQ%3D%3D
2064,2025_LSGD_801363_22,[E TENDER KONNI GP 432/2025-26-EDAYATHU CEMETERY-THUNDIPPADI ROADCONTRUCTION WARD 10],25-Sep-2025 10:00 AM,Local Self Government Department||Pathanamthitta||Grama Panchayath Section Office PTHTA||Office of the AE Konni Grama Panchayath,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SM4wbs8%2FxmOsDswdAHNRONA%3D%3D
2065,2025_LSGD_793800_2,[Annual Plan-Pro. No-235/26-Makkunni Sippayi road renovation -Ward 29 30- Irinjalakuda Municipality-General Civil Work],24-Sep-2025 05:00 PM,Local Self Government Department||Thrissur||Municipal Engineers office TRCHR||Municipal Engineer Irinjalakkuda Municipality,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SD3wU4VSiobOYNxY8mzORDg%3D%3D
2066,2025_MCL_776680_3,"[SUPPLY OF 15,000 MT CEMENT GRADE LIME STONE TO MALABAR CEMENTS LIMITED WALAYAR ON FOR WALAYAR BASIS]",11-Sep-2025 06:00 PM,Malabar Cements Ltd||MCL Palakkad||Materials,04-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SqhDAhy3Jxzj8MYYe0%2BQK2A%3D%3D
2067,2025_LSGD_803114_1,[Electrical work- Chettikulangara GP-MCF Maintenance (Valavada )-Rewiring of light circuit -General Electrical Work],27-Sep-2025 03:00 PM,Local Self Government Department||Alappuzha||Grama Panchayath Section Office ALP||Office of the AE Chettikulangara Grama Panchayath,07-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sp04Gv7ZtEBTSsmDQ6QVLZw%3D%3D
2068,2025_SKF_800881_1,"[KIIFB - Construction of Blessen George Indoor Stadium and Sports Complex, Pathanamthitta - 8 lane 400m Sandwich Type Synthetic Track]",22-Sep-2025 05:55 PM,Sports Kerala Foundation,30-Sep-2025 03:00 PM,https://etenders.kerala.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SE5BnTJjsJRKQ8OFIkGl12Q%3D%3D
2069,2025_IAV_803753_1,[Supply of Laptop and accessories ],29-Sep-2025 01:00 PM,Institute of Advanced Virology,09-Oct-2025 09:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SPBEc2R2EXGHSKbdaXKlV7g%3D%3D
