Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_GRSE_98177_1,1,[FIN/GI/BRI/ORV/3041/03],23-Sep-2025 04:30 PM,Garden Reach Shipbuilders and Engineers Ltd.||GRSE Main - ND,24-Oct-2025 02:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SfV32KLG2s6rUi7l8x77oQw%3D%3D
2,2025_GRSE_98154_1,1,[CSB/PKS/ORV/OT/Modular Accommodation/RA-3291],19-Sep-2025 11:30 AM,Garden Reach Shipbuilders and Engineers Ltd.||Commercial Ship Building-GRSE,10-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SnkHYn5RCb3uENRVB7w3wOQ%3D%3D
3,2025_GRSE_98121_1,1,[SCC/AKD/ST/CLASSIFICATION SURVEY/MPV/129/ET-3285],13-Sep-2025 11:00 AM,Garden Reach Shipbuilders and Engineers Ltd.||Main Unit - GRSE||Contract Cell - GRSE,04-Oct-2025 06:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sscr6mZ208KEVvve2CrZKjQ%3D%3D
4,2025_GRSE_98106_1,1,[NCM/ADA/IMP/ST/Rubber Bellows/ET-3284],10-Sep-2025 12:05 PM,Garden Reach Shipbuilders and Engineers Ltd.||Main Unit - GRSE||NCM Dept. - GRSE,08-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SDU%2FQRkaJL3R93jlGlycIFA%3D%3D
5,2025_GRSE_98041_1,1,[SCC/AS/NIC/OT/Printing Activity/121/ET-3280],30-Aug-2025 01:30 PM,Garden Reach Shipbuilders and Engineers Ltd.||Main Unit - GRSE||Contract Cell - GRSE,07-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SVL%2BUbU8OHAYJB1cBTiEmEA%3D%3D
6,2025_GRSE_98033_1,1,[CSB/PK/MPV/IMP/ST/Sludge Pump/134/ET-3277],29-Aug-2025 04:15 PM,Garden Reach Shipbuilders and Engineers Ltd.||Commercial Ship Building-GRSE,08-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SKQbwyjtpeUcQixh7Rk0G1w%3D%3D
7,2025_GRSE_98031_1,1,[SCC/AKD/OT(Web)/AL SEATS/070/ET-3278],28-Aug-2025 05:30 PM,Garden Reach Shipbuilders and Engineers Ltd.||Main Unit - GRSE||Contract Cell - GRSE,04-Oct-2025 06:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SPFVXY%2B2jy65YFUZ%2FzIHdeg%3D%3D
8,2025_GRSE_98030_1,1,[NCM/IMP/RKS/ST/Fittings of HPWMS/P17A/ET-3276],27-Aug-2025 03:55 PM,Garden Reach Shipbuilders and Engineers Ltd.||Main Unit - GRSE||NCM Dept. - GRSE,07-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SXHqKQUcCXNF2udFgbdGF9A%3D%3D
9,2025_GRSE_97964_1,1,[NCM/RKS/LT/COLD INCUBATOR/ET-3271],13-Aug-2025 11:30 AM,Garden Reach Shipbuilders and Engineers Ltd.||Main Unit - GRSE||NCM Dept. - GRSE,07-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SaINRf7sUD3nMuic8flEp1Q%3D%3D
10,2025_GRSE_97924_1,1,[CSB/PK/MPV/IND/LT/ExhaustPipe Support/128/ET-3266],05-Aug-2025 04:45 PM,Garden Reach Shipbuilders and Engineers Ltd.||Commercial Ship Building-GRSE,08-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S%2BTRPdkbla%2BeDNMdiRSjzCA%3D%3D
11,2025_GRSE_97892_1,1,[CSB/PK/MPV/IMP/ST/Loading Computer/124/ET-3262],29-Jul-2025 05:15 PM,Garden Reach Shipbuilders and Engineers Ltd.||Commercial Ship Building-GRSE,07-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Ser03NG9ZckyfiUfVClwHVg%3D%3D
12,2025_GRSE_97843_1,1,[NCM/RKS/IMP/ND/LT/Seismic/ ORV/ET-3254],22-Jul-2025 04:10 PM,Garden Reach Shipbuilders and Engineers Ltd.||GRSE Main - ND,08-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Slmc0G5BdNzV%2FaJfFaAwybA%3D%3D
13,2025_GRSE_97682_1,1,[NCM/RKS/IMP/LT/PCO2ANALYZER/AS P3/ET-3227],26-Jun-2025 10:45 AM,Garden Reach Shipbuilders and Engineers Ltd.||Main Unit - GRSE||NCM Dept. - GRSE,07-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SLXBGTX9v%2BRAreq0i70tsTQ%3D%3D
14,2025_GRSE_97621_1,1,[NCM/RKS/ST/CCN COUNTER/ET-3218],17-Jun-2025 09:40 AM,Garden Reach Shipbuilders and Engineers Ltd.||Main Unit - GRSE||NCM Dept. - GRSE,07-Oct-2025 12:00 PM,https://eprocuregrse.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SZ%2BJIncrfNXrr4b5VNjUNQA%3D%3D
