Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
94,2025_AGRI_65665_1,"[Construction of Garage for Car Parking along with Paver Block in Guest House Complex and Paver Block (Approach) near NH 108B at Collage of Agriculture, Lambucherra, West Tripura]",16-Sep-2025 10:00 AM,Director Agriculture||Directorate of Agriculture||Chief Engineer Agriculture||Executive Engineer West II,14-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S2Fiqpl53YpU6jKylX5sQJw%3D%3D
95,2025_POWER_65076_1,"[Procurement of ISI Marked L T Single Phase AC Static, LCD Energy Meter]",29-Aug-2025 11:45 AM,"Chairman cum MD, TSECL||Director (Tech), Dept. of Power||AGM (DP and C), POWER",07-Oct-2025 05:00 PM,https://tripuratenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SRYsxDMx%2FN4RKZqBCogWk0g%3D%3D
96,2025_CEPWD_66014_1,[Development of Road Near Military Station on Salbagan to Khyerpur Bypass Road_ Construction of footpath (Length is 0 plus 218 K.M) by  Paver block Near Military Station within the jurisdiction of Construction Sub Division no. III  during the year 202],27-Sep-2025 05:30 PM,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No III",10-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sm6h99YqcmSkcLy%2Fzj1cHTg%3D%3D
97,2025_CEPWD_65883_1,"[ANNUAL MAINTENANCE OF ELECTRIC FENCE SYSTEM AROUND THE TOP BOUNDARY WALL INCLUDING PROVIDING INVERTER SYSTEM AT KANCHANPUR SUB-JAIL, NORTH TRIPURA.]",23-Sep-2025 05:00 PM,"Chief Engineer, PWD (R and B)||SE PWD (R and B) Project Circle||EE PWD (R and B) IE Divn Ambassa Division",09-Oct-2025 05:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SKjIwo7SiX0GUj4%2BTVXu5YQ%3D%3D
98,2025_CEPWD_65951_1,"[Periodical Repair of road starting from Bholagiri ashram Tri_junction  to Barjala Main road (Ch.0.00 to 0.80 km) under AMC ward No_4 during the year 2025_2026 _ SH_ Brick Soling ,Prime coat, DBM , BC and other allied woks.]",27-Sep-2025 05:30 PM,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Second Circle||EE Agartala Division No III",10-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SQzM%2BHkLsR7GhLe0B45eVpg%3D%3D
99,2025_TTDC_65042_1,"[Design, Supply, Installation, Testing and Commissioning of 4 nos. outdoor type Passanger Escalator with other accessories with 5 years of AMC at newly constructed building of Mata Tripura Sundari Temple at Udaipur, Gomatui District of Tripura.]",27-Aug-2025 05:00 PM,Tripura Tourism Development Corporation Ltd,06-Oct-2025 03:00 PM,https://tripuratenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SdTZo%2FVEDIJqifuJzRwo%2FjA%3D%3D
100,2025_POWER_65406_1,[Renovation of dedicated feeder of Border flood light at BOP Bhagalpur and Durgabari which were damaged during flood/storm within the jurisdiction of ESD Durjoynagar],09-Sep-2025 01:30 PM,"Chairman cum MD, TSECL||Director (Tech), Dept. of Power||AGM (EC-IV), Agartala, POWER||DGM Capital Complex Electrical Divn.,POWER",09-Oct-2025 02:00 PM,https://tripuratenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SaODWM%2F4DLBneV7hs%2Bd%2BN%2BA%3D%3D
101,2025_DIT_65482_1,[RFP for selection of Agency for supply of All In One Computers for upgradation of IT Infrastructure under e-Office implementation in Tripura],10-Sep-2025 02:00 PM,Directorate of Information Technology,07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S9heQMynQAPpnkQ4LjD4tPQ%3D%3D
102,2025_CEPWD_65853_1,"[Running maintenance of New  Secretariat Building at Kunjaban extension, Agartala under the jurisdiction of Capital Complex  Sub-division No-II (Building) under Capital Complex Division during the year 2025-26.]",20-Sep-2025 06:55 PM,"Chief Engineer, PWD (R and B)||SE PWD (R and B) Project Circle||EE Capital Complex Division",07-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S10agy9adh0pFKiV4CaqQ%2FQ%3D%3D
103,2025_CEPWD_66027_1,[Mtc to the PWD road from (i) Manindra Sarkar house to Chadra Moham Sarkar House via Kalimura (L_1pt5 Km) (ii) NH08 at Bhagyadhan Shil house to India club via Datta para (L_0pt5 Km) (iii) DWS pump house to AWD centre via Khas Madhupur HS (L_0pt45 Km) ],27-Sep-2025 04:00 PM,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Bishalgarh Division",08-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SoPwXOJ%2Bx6lNfn2Nn0EvgPw%3D%3D
