Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_DTP_609623_1,1,[129/2025 Third Call Retender BPHU],27-Sep-2025 02:25 PM,"Directorate of Town Panchayats||Coimbatore Zone||Sarkar Samakulam Town Panchayat, Coimbatore",15-Oct-2025 03:00 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=Sdvxdk0yVToRoGJtzPh9FKA%3D%3D
2,2025_SIPCT_600042_2,1,"[Engagement of Consultant to act as a Project Management Consultant (PMC) for Infrastructure Development of PM MITRA Park in Virudhunagar, Tamil Nadu]",27-Sep-2025 02:15 PM,State Industries Promotion Corporation Of TamilNadu||Civil,08-Oct-2025 03:30 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S9v6rAIrwxioUnkgLUUZ%2Btw%3D%3D
3,2025_RDTN_609217_1,1,[Construction of Panchayat Union Middle School Building (Two Class Room) to  Athur Village in Athur Panchayat in Kattankolathur Panchayat Union],26-Sep-2025 05:00 PM,Rural Development and Panchayat Raj Department||Chengalpattu RD TN||Kattankolattur Chengalpattu RD TN,07-Oct-2025 03:00 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SJV4cdNfBegYQPYGPKEFRnQ%3D%3D
4,2025_DTP_608868_1,1,[15th Finance 1st Installement (Tractor) - Retender],26-Sep-2025 10:20 AM,"Directorate of Town Panchayats||Tiruchirappalli Zone||Kattuputhur Town Panchayat, Tiruchirappalli",29-Sep-2025 03:00 PM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SguI02Y9fJB%2Bg%2B0Z9cvyn3A%3D%3D
5,2025_TNSTC_608845_1,1,[Display of Advertisement in Rear body panel Below the wind screen glass and Below the Middle beading of both Left and Right side body panel as in enclosed diagram in 424 Nos Excluding AC Buses of Buses of Pudukkottai Region],25-Sep-2025 05:15 PM,Tamilnadu State Transport Corporation||Kumbakonam Corporation,03-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SswBRGgBCQATv9mRi4zkV%2FQ%3D%3D
6,2025_TNSTC_608836_1,1,[Display of Advertisement in Rear body panel Below the wind screen glass and Below the Middle beading of both Left and Right side body panel as in enclosed diagram in 641 Nos Excluding AC Buses of Buses of Karaikudi Region],25-Sep-2025 05:00 PM,Tamilnadu State Transport Corporation||Kumbakonam Corporation,03-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SXwURbWGYRZkY3Vyh8Er9dQ%3D%3D
7,2025_TNSTC_608817_1,1,[Display of Advertisement in Rear body panel Below the wind screen glass and Below the Middle beading of both Left and Right side body panel as in enclosed diagram in 1010 Nos Excluding AC Buses of Buses of Trichy Region],25-Sep-2025 04:45 PM,Tamilnadu State Transport Corporation||Kumbakonam Corporation,03-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SOG8bnUPdm8H2BNDS4OQ5zQ%3D%3D
8,2025_TNSTC_608829_1,1,[Display of Advertisement in Rear body panel Below the wind screen glass and Below the Middle beading of both Left and Right side body panel as in enclosed diagram in 314 Nos Excluding AC Buses of Buses of Karur Region],25-Sep-2025 04:45 PM,Tamilnadu State Transport Corporation||Kumbakonam Corporation,03-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=STNE05Mt9ZnNVfKKK9y6N8w%3D%3D
9,2025_TNSTC_608805_1,1,[Display of Advertisement in Rear body panel Below the wind screen glass and Below the Middle beading of both Left and Right side body panel as in enclosed diagram in 598 Nos Excluding AC Buses of Buses of Nagapattinam Region],25-Sep-2025 04:30 PM,Tamilnadu State Transport Corporation||Kumbakonam Corporation,03-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SfDlZ9p1E1O9%2Fqa%2BBrh2gDw%3D%3D
10,2025_TNSTC_608797_1,1,[Display of Advertisement in Rear body panel Below the wind screen glass and Below the Middle beading of both Left and Right side body panel as in enclosed diagram in 478 Nos Excluding AC Buses of Buses of Kumbakonam Region],25-Sep-2025 04:15 PM,Tamilnadu State Transport Corporation||Kumbakonam Corporation,03-Oct-2025 11:00 AM,https://tntenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=ShtFie2z0oanJaEyJEq2y2A%3D%3D
