Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
38,2025_APWD_20085_1,"[Maintenance of IEI and EEI to NR buildings under Section III of SD II, WSD, APWD during 2025-2026. Sw Supply of maintenance materials Section III of Sub Division II]",27-Sep-2025 03:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (Workshop Division - APWD - Port Blair),09-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Scsy%2BEnqP8GmWiNFOk%2BG%2F4w%3D%3D
39,2025_AIMFL_19396_1,"[Development of 5-Star Eco-Tourism Resort at Smith Island, ANI]",28-Jul-2025 10:00 AM,Andaman and Nicobar Islands Integrated Development Corporation Limited (ANIIDCO)||IMFL,06-Oct-2025 03:00 PM,https://eprocure.andamannicobar.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SvJG1p0X3d%2F1VDQzyV4CDgg%3D%3D
40,2025_RDPRI_19975_1,[Supply of Manpower for Sanitation work under GP Vivekananda Pur],17-Sep-2025 09:00 AM,DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Little Andaman/Panchayat Samiti L. A||Vivekanandapur Gram Panchayat,02-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SO6GagPE8L5X5tXLBXVHxmw%3D%3D
41,2025_APWD_20033_1,[Resurfacing and Improvement of road from CAT Junction to IP and  T junction via Model School BSNL Office],23-Sep-2025 04:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE  (SAD - APWD - Port Blair),14-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SQHzlBjTIo8fTDx0E2T5DsQ%3D%3D
42,2025_APWD_20007_1,"[AR and MO Rural Water Supply under SD-II, CD-I, APWD, Rangat during 2025-26]",19-Sep-2025 06:55 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD-I - APWD - Rangat,30-Sep-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SGRJDyc8tRGyZO0qMvwoc9Q%3D%3D
43,2025_PMBC_20073_1,"[Renovation of footpath from TNM club to Ramesh house at PakkaBarrek, Ward No. 01.]",26-Sep-2025 03:00 PM,Port Blair Municipal Council||EE - I,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2B8uGBB%2BFqohWz0rfPW8CQg%3D%3D
44,2025_APWD_20075_1,"[A/R  M/O Rural Road under Sub-Division No.II, NACD, APWD, Mayabunder. SW-Construction of Retaining wall for sliding portion of road at Tugapur No.8 near Birsa Nallah under Sub-Division No.II, NACD, APWD, Mayabunder]",26-Sep-2025 05:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (NACD - APWD - Mayabunder),03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S%2BD8dhYINPstroSfyxU3Rnw%3D%3D
45,2025_APWD_19962_1,"[ Renovation Modernization of existing District Library Building including painting of the exterior interior, IEI, EEI and providing Air Conditioners at Car Nicobar.]",15-Sep-2025 05:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD - APWD - Car Nicobar,30-Sep-2025 03:00 PM,https://eprocure.andamannicobar.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S7mlTkDpKT54Fn1TPNbgwDw%3D%3D
46,2025_APWD_19897_1,"[Demolition and disposal of Old Boys Hostel Building at Middle Point, Port Blair (Without land)]",10-Sep-2025 10:00 AM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (PBND - APWD - Port Blair),06-Oct-2025 03:00 PM,https://eprocure.andamannicobar.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S4oAA8%2FdkOkdGtOOrc5S9oQ%3D%3D
47,2025_DHS_20036_1,[Supply of medicine],23-Sep-2025 03:00 PM,Directorate of  Health Services||CMO Store,03-Oct-2025 11:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SkLesBHMyz7Q%2BGOL6RsthdQ%3D%3D
48,2025_APWD_19779_1,"[Tiles flooring at Garage and Outer Chequered Tiles and Other Works at Qtr No.G-58 under AE-II, SVPSD, Sri Vijaya Puram.]",02-Sep-2025 11:30 AM,Chief Engineer                      Andaman Public Works Department (APWD)||EE  (PBSD - APWD - Port Blair),10-Oct-2025 03:00 PM,https://eprocure.andamannicobar.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SLlxylI0uYyzNQEeuXfqamQ%3D%3D
49,2025_APWD_20038_1,"[AR  MO Water Supply under Assistant Bambooflat Sub Division, RCD, APWD, Wimberly Gunj during 2025 26.]",23-Sep-2025 05:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (RCD - APWD - Wimberlygunj),01-Oct-2025 10:00 AM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SXKskgv25krZrStzZgSmmjQ%3D%3D
50,2025_RDPRI_20076_1,"[Deployment of 04 Nos Sanitary Worker(Unskilled Category) on as and when required basis for various works i.e. Bush Cutting, Drain Cleaning, loading and unloading of waste to cluster etc under Gram Panchayat Parnashala]",27-Sep-2025 09:00 AM,DIRECTORATE OF RD PRIS and ULBS||BDO C.D Block Rangat/Panchayat Samiti Rangat||Parnasala Gram Panchayat,07-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sw1FPYCnDBKs%2F5pnlqRlbfA%3D%3D
51,2025_APWD_19771_1,"[Repair and Renovation of Gents Toilet Room at Division Office, SVPSD, Sri Vijaya Puram. Sub work - Civil Work]",02-Sep-2025 11:30 AM,Chief Engineer                      Andaman Public Works Department (APWD)||EE  (PBSD - APWD - Port Blair),10-Oct-2025 03:00 PM,https://eprocure.andamannicobar.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=S0up1%2F11bJK9Wzluq7a1yGA%3D%3D
52,2025_APWD_20041_1,[Supply of Hydraulic Excavator ],23-Sep-2025 04:30 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE - PHED - APWD - Prothrapur,22-Oct-2025 03:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SGr6z9x9bmgs9%2B%2B1xcjRszg%3D%3D
53,2025_APWD_20014_1,"[A R and M O water supply, under SD-I, CD, APWD, Diglipur during 2025-26 Sw- Supplying of Hydraulic Excavator Machine and Truck as and when required basis]",22-Sep-2025 05:30 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE - CD - APWD - Diglipur,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=Sfgx23CeQCT%2FueEMrnXOd9A%3D%3D
54,2025_PMBC_20025_1,[Renovation of CC Footpath starting from Sasipal House to Shri. Narayan House in Ward No.23.],22-Sep-2025 04:00 PM,Port Blair Municipal Council||EE - III,30-Sep-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S81EAO3rw6z%2FMMTVLkynwxw%3D%3D
55,2025_APWD_20071_1,"[Minor Repair and painting of CFO Nallah Steel Bailey Bridge under Betapur section, SD-III, APWD, Mayabunder]",26-Sep-2025 01:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE (NACD - APWD - Mayabunder),08-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SReA%2FVU9Yv8MSFpg%2F77VrmA%3D%3D
56,2025_PMBC_20074_1,[Construction of drain with renovation of footpath PBMC play ground to Shri. Rajeshwari house at Fisherman Colony Ward No. 01],26-Sep-2025 05:00 PM,Port Blair Municipal Council||EE - I,03-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SzmoWxS6EI7xqh75QePp5vg%3D%3D
57,2025_AIMFL_20005_1,"[annual transport contractor for handling/transportation of POL products (Petrol, Diesel and Lub Oil) by road from Petroleum Retail Outlet, Hutbay to ANIIDCO POL Depot at R K Pur Little Andaman]",19-Sep-2025 05:00 PM,Andaman and Nicobar Islands Integrated Development Corporation Limited (ANIIDCO)||IMFL,13-Oct-2025 03:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SyDBKUuuPHxwPUmSVNDVs%2Bg%3D%3D
58,2025_APWD_19977_1,[2059 Suspense Stock SW Collection Handling and Transportation of None Electric Detonator and its accessories from Chennai Port to Sri Vijaya Puram Brookshabad],17-Sep-2025 12:00 PM,Chief Engineer                      Andaman Public Works Department (APWD)||EE  (SAD - APWD - Port Blair),08-Oct-2025 03:00 PM,https://eprocure.andamannicobar.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SzM3KrRtsKNh%2F%2B47m6ySaHg%3D%3D
