Serial Number,Tender ID,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_WSPHE_846_1,[Rehabilitation of Sewerage system of Singtam Town for Pollution Abatement of River Tista in Sikkim.],11-Sep-2025 10:00 AM,Water Security and Public Health Engineering||Engineering - WSPHE,13-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SX2pPs%2FngSyRaN79QhGf7sQ%3D%3D
2,2025_CD_845_1,"[Construction of Christian Community Centre at Nandok, Gangtok District.]",11-Sep-2025 10:00 AM,Culture Department||Engineering (Civil),13-Oct-2025 04:30 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=S6%2FiSQcjFvpTFtHJ0nHQv0w%3D%3D
3,2025_EPDsi_840_1,[Appointment of System Integrator (SI) for implementation of Utility Billing system in Sikkim under SaaS model],22-Aug-2025 06:00 PM,Energy and Power Department- Government of Sikkim||Electrical Section- EPDsi,10-Oct-2025 04:00 PM,https://sikkimtender.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SVC0u8ojunqBnfSC4hlLR7A%3D%3D
4,2025_BHD_851_1,"[Construction of Office and Residential Quarters at BIP Thangu, North Sikkim.]",26-Sep-2025 12:00 PM,Buildings and Housing Department||Engineering Cell - BHD,27-Oct-2025 04:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SQUBAWwT3LQEDccUQiyAn2g%3D%3D
5,2025_UDHD_850_1,[Redevelopment of Ridge Precinct at Ridge Road Gangtok on EPC(Trunkey) Tranche 1 and Tranche 2],24-Sep-2025 12:00 PM,Urban Development and Housing Department||Town Planning Department - UDHD,28-Oct-2025 12:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SDVuswwPr%2FLBPaZcZv1S4sw%3D%3D
6,2025_HCHSF_847_1,"[Supply Of Oncology Medicines, Dialysis Consumables of Cardiac Implants and Consumables.]",19-Sep-2025 03:30 PM,"Health Care,Human Service and Family welfare dept",16-Oct-2025 02:00 PM,https://etender.up.nic.in/nicgep/app?component=%24DirectLink_0&page=FrontEndAdvancedSearchResult&service=direct&session=T&sp=SheUqECYq8QGsH5OP47T4sw%3D%3D
