Serial Number,Tender ID,Page Number,Title,E-Published Date,Organisation,Closing Date,Link
1,2025_EPDsi_840_1,1,[Appointment of System Integrator (SI) for implementation of Utility Billing system in Sikkim under SaaS model],22-Aug-2025 06:00 PM,Energy and Power Department- Government of Sikkim||Electrical Section- EPDsi,10-Oct-2025 04:00 PM,https://sikkimtender.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveCorrigendums&service=direct&session=T&sp=SVC0u8ojunqBnfSC4hlLR7A%3D%3D
